Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,202.937738,[303  24] ; [41 99],[240.87366167  86.12633833] ; [103.12633833  36.87366167],1
p11,1,0.0,77.625709,[277  52] ; [65 80],[237.37974684  91.62025316] ; [104.62025316  40.37974684],1
p2,1,0.0,51.208086,[279  47] ; [80 65],[248.47983015  77.52016985] ; [110.52016985  34.47983015],1
n6,1,0.0,39.678321,[274  53] ; [81 62],[246.9893617  80.0106383] ; [108.0106383  34.9893617],1
r4,1,0.0,34.943658,[288  41] ; [93 52],[264.44936709  64.55063291] ; [116.55063291  28.44936709],1
v4,1,0.0,31.758241,[309  18] ; [110  33],[291.51702128  35.48297872] ; [127.48297872  15.51702128],1
n5,1,0.0,28.093819,[246  80] ; [73 71],[221.26382979 104.73617021] ; [97.73617021 46.26382979],1
p8,1,0.0,27.282373,[168 159] ; [ 36 106],[142.23454158 184.76545842] ; [61.76545842 80.23454158],1
p4,1,0.0,26.467588,[184 143] ; [ 44 100],[158.29299363 168.70700637] ; [69.70700637 74.29299363],1
r3,1,4e-06,21.372012,[307  20] ; [114  29],[292.90851064  34.09148936] ; [128.09148936  14.90851064],1
p3,1,4e-06,21.093475,[148 179] ; [ 33 111],[125.66242038 201.33757962] ; [55.33757962 88.66242038],1
r2,1,6e-06,20.621478,[305  19] ; [115  28],[291.39186296  32.60813704] ; [128.60813704  14.39186296],1
a7,1,0.000153,14.330275,[250  79] ; [84 59],[232.80932203  96.19067797] ; [101.19067797  41.80932203],1
s6,1,0.000293,13.115233,[161 163] ; [46 99],[143.0021322 180.9978678] ; [63.9978678 81.0021322],1
v1,1,0.000345,12.810876,[163 158] ; [47 96],[145.28017241 175.71982759] ; [64.71982759 78.28017241],1
p7,1,0.000611,11.742892,[192 129] ; [61 82],[175.02801724 145.97198276] ; [77.97198276 65.02801724],1
n4,1,0.000756,11.346968,[249  80] ; [87 57],[233.70824524  95.29175476] ; [102.29175476  41.70824524],1
d5,1,0.000893,11.036716,[260  69] ; [93 51],[245.53276956  83.46723044] ; [107.46723044  36.53276956],1
v2,1,0.001502,10.07564,[174 140] ; [55 85],[158.38325991 155.61674009] ; [70.61674009 69.38325991],0
d4,1,0.002902,8.867809,[268  61] ; [98 44],[255.65605096  73.34394904] ; [110.34394904  31.65605096],0
s2,1,0.003118,8.736879,[105 223] ; [ 27 117],[ 91.72881356 236.27118644] ; [ 40.27118644 103.72881356],0
a5,1,0.004652,8.009835,[228 101] ; [81 64],[214.47468354 114.52531646] ; [94.52531646 50.47468354],0
p5,1,0.005273,7.783382,[ 34 294] ; [  4 140],[ 26.40677966 301.59322034] ; [ 11.59322034 132.40677966],0
r1,1,0.006248,7.477475,[249  79] ; [91 52],[236.77282378  91.22717622] ; [103.22717622  39.77282378],0
u2,1,0.006304,7.461275,[66 45] ; [23 38],[57.43604651 53.56395349] ; [31.56395349 29.43604651],0
s5,1,0.009513,6.723824,[ 76 247] ; [ 19 126],[ 65.56623932 257.43376068] ; [ 29.43376068 115.56623932],0
b1,1,0.010932,6.476405,[118 211] ; [70 75],[130.48945148 198.51054852] ; [57.51054852 87.48945148],0
u3,1,0.014136,6.021052,[62 49] ; [23 40],[54.22413793 56.77586207] ; [30.77586207 32.22413793],0
a6,1,0.014458,5.9813,[232  97] ; [85 59],[220.49260042 108.50739958] ; [96.50739958 47.49260042],0
d1,1,0.015748,5.830741,[178 151] ; [61 84],[165.88818565 163.11181435] ; [73.11181435 71.88818565],0
d3,1,0.016665,5.731308,[220 108] ; [80 64],[208.47457627 119.52542373] ; [91.52542373 52.47457627],0
v3,1,0.017117,5.684325,[112 208] ; [ 33 106],[101.08932462 218.91067538] ; [43.91067538 95.08932462],0
p6,1,0.023773,5.111112,[ 89 234] ; [ 25 116],[ 79.35775862 243.64224138] ; [ 34.64224138 106.35775862],0
s7,1,0.024649,5.048355,[ 81 232] ; [ 22 114],[ 71.80178174 241.19821826] ; [ 31.19821826 104.80178174],0
s1,1,0.032339,4.580441,[  9 317] ; [ 10 133],[ 13.20682303 312.79317697] ; [  5.79317697 137.20682303],0
n3,1,0.072947,3.215434,[50 15] ; [36 22],[45.44715447 19.55284553] ; [40.55284553 17.44715447],0
a3,1,0.093849,2.807081,[216 112] ; [82 60],[207.96595745 120.03404255] ; [90.03404255 51.96595745],0
a1,1,0.134917,2.234992,[ 14 315] ; [ 11 134],[ 17.35232068 311.64767932] ; [  7.64767932 137.35232068],0
n2,1,0.163873,1.93812,[48 18] ; [36 23],[44.352 21.648] ; [39.648 19.352],0
u4,1,0.173716,1.850576,[  1 328] ; [  2 143],[  2.08227848 326.91772152] ; [  0.91772152 144.08227848],0
p12,1,0.198439,1.653828,[ 18 310] ; [  4 140],[ 15.28813559 312.71186441] ; [  6.71186441 137.28813559],0
s3,1,0.281371,1.160456,[125 199] ; [47 94],[119.84516129 204.15483871] ; [52.15483871 88.84516129],0
b3,1,0.296327,1.090652,[ 60 110] ; [26 64],[ 56.23076923 113.76923077] ; [29.76923077 60.23076923],0
b2,1,0.296327,1.090652,[ 60 110] ; [26 64],[ 56.23076923 113.76923077] ; [29.76923077 60.23076923],0
d2,1,0.494648,0.466401,[134 193] ; [63 79],[137.35394456 189.64605544] ; [59.64605544 82.35394456],0
p1,1,0.503275,0.448024,[ 29 299] ; [ 10 133],[ 27.15923567 300.84076433] ; [ 11.84076433 131.15923567],0
n1,1,0.529404,0.395535,[20 46] ; [21 38],[21.648 44.352] ; [19.352 39.648],0
a8,1,0.580868,0.304833,[ 37 264] ; [ 14 120],[ 35.28965517 265.71034483] ; [ 15.71034483 118.28965517],0
u1,1,0.621133,0.244278,[ 44 285] ; [ 17 128],[ 42.33966245 286.66033755] ; [ 18.66033755 126.33966245],0
b5,1,0.678943,0.171318,[193 136] ; [88 57],[195.04008439 133.95991561] ; [85.95991561 59.04008439],0
b4,1,0.67934,0.170869,[195 134] ; [83 62],[192.95780591 136.04219409] ; [85.04219409 59.95780591],0
a4,1,0.717777,0.130633,[137 192] ; [57 86],[135.22457627 193.77542373] ; [58.77542373 84.22457627],0
a2,1,0.951216,0.003743,[ 65 264] ; [ 29 116],[ 65.24472574 263.75527426] ; [ 28.75527426 116.24472574],0
