Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.00272,8.986389,[30 18] ; [ 67 108],[20.87892377 27.12107623] ; [76.12107623 98.87892377],0
s2,1,0.008765,6.869994,[22 24] ; [ 48 126],[14.63636364 31.36363636] ; [ 55.36363636 118.63636364],0
p6,1,0.009174,6.788571,[22 26] ; [ 44 124],[14.66666667 33.33333333] ; [ 51.33333333 116.66666667],0
s5,1,0.010196,6.600406,[19 26] ; [ 40 133],[12.17889908 32.82110092] ; [ 46.82110092 126.17889908],0
p3,1,0.01123,6.428505,[30 18] ; [ 72 100],[22.25454545 25.74545455] ; [79.74545455 92.25454545],0
d1,1,0.012726,6.206755,[35 13] ; [93 83],[27.42857143 20.57142857] ; [100.57142857  75.42857143],0
p8,1,0.018074,5.588983,[32 16] ; [81 90],[24.76712329 23.23287671] ; [88.23287671 82.76712329],0
d5,1,0.018227,5.574218,[44  4] ; [134  42],[38.14285714  9.85714286] ; [139.85714286  36.14285714],0
a8,1,0.022982,5.169872,[ 9 36] ; [ 13 147],[ 4.82926829 40.17073171] ; [ 17.17073171 142.82926829],0
s4,1,0.040929,4.178965,[10 38] ; [ 17 155],[ 5.89090909 42.10909091] ; [ 21.10909091 150.89090909],0
p4,1,0.058161,3.589074,[33 15] ; [93 81],[27.24324324 20.75675676] ; [98.75675676 75.24324324],0
p7,1,0.072119,3.234122,[34 13] ; [99 72],[28.67431193 18.32568807] ; [104.32568807  66.67431193],0
a5,1,0.089269,2.8875,[39  9] ; [121  55],[34.28571429 13.71428571] ; [125.71428571  50.28571429],0
s3,1,0.101602,2.680212,[22 24] ; [ 60 113],[17.22374429 28.77625571] ; [ 64.77625571 108.22374429],0
p9,1,0.10752,2.5903,[44  4] ; [142  31],[40.39819005  7.60180995] ; [145.60180995  27.39819005],0
u2,1,0.116353,2.465743,[ 5 11] ; [32 28],[7.78947368 8.21052632] ; [29.21052632 30.78947368],0
r4,1,0.118982,2.430673,[45  3] ; [150  26],[41.78571429  6.21428571] ; [153.21428571  22.78571429],0
p10,1,0.126309,2.337286,[42  6] ; [134  39],[38.22624434  9.77375566] ; [137.77375566  35.22624434],0
r3,1,0.145098,2.123047,[47  1] ; [160  14],[44.75675676  3.24324324] ; [162.24324324  11.75675676],0
d4,1,0.159955,1.974656,[42  6] ; [138  38],[38.57142857  9.42857143] ; [141.42857143  34.57142857],0
s6,1,0.175228,1.837637,[30 18] ; [88 83],[25.8630137 22.1369863] ; [92.1369863 78.8630137],0
b1,1,0.178496,1.810101,[22 26] ; [ 62 114],[18. 30.] ; [ 66. 110.],0
n3,1,0.186376,1.746032,[5 3] ; [30  6],[6.36363636 1.63636364] ; [28.63636364  7.36363636],0
v3,1,0.196475,1.668381,[21 23] ; [ 63 107],[17.27102804 26.72897196] ; [ 66.72897196 103.27102804],0
a6,1,0.216979,1.52424,[27 21] ; [116  60],[30.64285714 17.35714286] ; [112.35714286  63.64285714],0
n4,1,0.251224,1.316483,[39  9] ; [128  47],[35.94618834 12.05381166] ; [131.05381166  43.94618834],0
s1,1,0.303732,1.057738,[ 2 45] ; [  3 170],[ 1.06818182 45.93181818] ; [  3.93181818 169.06818182],0
n1,1,0.375399,0.785714,[4 4] ; [12 24],[2.90909091 5.09090909] ; [13.09090909 22.90909091],0
r1,1,0.388199,0.744576,[40  8] ; [135  39],[37.83783784 10.16216216] ; [137.16216216  36.83783784],0
p11,1,0.404066,0.696193,[41  7] ; [141  35],[39.  9.] ; [143.  33.],0
b4,1,0.407176,0.687032,[31 17] ; [102  74],[28.5 19.5] ; [104.5  71.5],0
r2,1,0.485804,0.485805,[46  2] ; [161  12],[44.95927602  3.04072398] ; [162.04072398  10.95927602],0
b2,1,0.486162,0.485009,[16 19] ; [37 58],[14.26923077 20.73076923] ; [38.73076923 56.26923077],0
b3,1,0.486162,0.485009,[16 19] ; [37 58],[14.26923077 20.73076923] ; [38.73076923 56.26923077],0
a7,1,0.492592,0.47086,[32 15] ; [128  47],[33.87387387 13.12612613] ; [126.12612613  48.87387387],0
a1,1,0.499145,0.456754,[ 3 45] ; [  7 169],[ 2.14285714 45.85714286] ; [  7.85714286 168.14285714],0
a2,1,0.504344,0.445784,[ 8 40] ; [ 37 139],[ 9.64285714 38.35714286] ; [ 35.35714286 140.64285714],0
p12,1,0.514022,0.425872,[ 4 44] ; [ 10 164],[ 3.02702703 44.97297297] ; [ 10.97297297 163.02702703],0
u1,1,0.555876,0.346896,[ 5 43] ; [ 24 152],[ 6.21428571 41.78571429] ; [ 22.78571429 153.21428571],0
p1,1,0.607653,0.263607,[ 3 45] ; [ 15 161],[ 3.85714286 44.14285714] ; [ 14.14285714 161.85714286],0
u4,1,0.612914,0.255953,[ 1 47] ; [  2 174],[ 0.64285714 47.35714286] ; [  2.35714286 173.64285714],0
v4,1,0.668141,0.183785,[46  2] ; [164  10],[45.40540541  2.59459459] ; [164.59459459   9.40540541],0
n6,1,0.702078,0.146319,[38 10] ; [142  32],[38.91891892  9.08108108] ; [141.08108108  32.91891892],0
u3,1,0.749092,0.102296,[9 7] ; [37 24],[9.55844156 6.44155844] ; [36.44155844 24.55844156],0
d3,1,0.770831,0.084848,[30 18] ; [114  62],[30.85714286 17.14285714] ; [113.14285714  62.85714286],0
n5,1,0.797367,0.065924,[37 11] ; [131  43],[36.32432432 11.67567568] ; [131.67567568  42.32432432],0
a4,1,0.845375,0.038034,[22 26] ; [77 97],[21.40540541 26.59459459] ; [77.59459459 96.40540541],0
n2,1,0.865339,0.028758,[6 2] ; [28  8],[6.18181818 1.81818182] ; [27.81818182  8.18181818],0
a3,1,0.901853,0.015208,[32 16] ; [115  60],[31.64125561 16.35874439] ; [115.35874439  59.64125561],0
p2,1,0.936269,0.006394,[40  8] ; [145  28],[40.18099548  7.81900452] ; [144.81900452  28.18099548],0
p5,1,0.949763,0.003969,[ 4 44] ; [ 15 159],[ 4.10810811 43.89189189] ; [ 14.89189189 159.10810811],0
b5,1,0.96128,0.002357,[31 17] ; [113  63],[30.85714286 17.14285714] ; [113.14285714  62.85714286],0
v2,1,0.973122,0.001135,[29 17] ; [107  62],[29.09767442 16.90232558] ; [106.90232558  62.09767442],0
