Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,4e-06,21.044271,[28  6] ; [12 29],[18.13333333 15.86666667] ; [21.86666667 19.13333333],1
s6,1,0.001227,10.44961,[23 11] ; [12 28],[16.08108108 17.91891892] ; [18.91891892 21.08108108],0
p11,1,0.003415,8.571257,[27  7] ; [19 22],[20.85333333 13.14666667] ; [25.14666667 15.85333333],0
s3,1,0.004248,8.174528,[23 10] ; [14 25],[16.95833333 16.04166667] ; [20.04166667 18.95833333],0
s7,1,0.007705,7.100737,[15 18] ; [ 6 31],[ 9.9 23.1] ; [11.1 25.9],0
s8,1,0.011508,6.38512,[14 20] ; [ 6 34],[ 9.18918919 24.81081081] ; [10.81081081 29.18918919],0
b1,1,0.02679,4.904325,[12 22] ; [25 16],[16.77333333 17.22666667] ; [20.22666667 20.77333333],0
p2,1,0.034556,4.466974,[24 10] ; [19 22],[19.49333333 14.50666667] ; [23.50666667 17.49333333],0
r1,1,0.04047,4.198051,[26  8] ; [22 19],[21.76 12.24] ; [26.24 14.76],0
p8,1,0.047604,3.923925,[16 18] ; [10 30],[11.94594595 22.05405405] ; [14.05405405 25.94594595],0
d5,1,0.048261,3.900888,[25  9] ; [21 20],[20.85333333 13.14666667] ; [25.14666667 15.85333333],0
v4,1,0.085596,2.955299,[30  3] ; [31 10],[27.2027027  5.7972973] ; [33.7972973  7.2027027],0
s5,1,0.094128,2.802316,[12 19] ; [ 8 31],[ 8.85714286 22.14285714] ; [11.14285714 27.85714286],0
a4,1,0.101361,2.684001,[18 16] ; [14 27],[14.50666667 19.49333333] ; [17.49333333 23.50666667],0
r4,1,0.107718,2.587388,[28  6] ; [27 14],[24.93333333  9.06666667] ; [30.06666667 10.93333333],0
d1,1,0.112806,2.514467,[16 18] ; [12 29],[12.69333333 21.30666667] ; [15.30666667 25.69333333],0
s4,1,0.119903,2.418583,[10 24] ; [ 6 35],[ 7.25333333 26.74666667] ; [ 8.74666667 32.25333333],0
a3,1,0.125189,2.351176,[23 11] ; [20 20],[19.75675676 14.24324324] ; [23.24324324 16.75675676],0
p1,1,0.145249,2.121449,[ 5 29] ; [ 2 39],[ 3.17333333 30.82666667] ; [ 3.82666667 37.17333333],0
u2,1,0.173872,1.849241,[8 3] ; [10 11],[6.1875 4.8125] ; [11.8125  9.1875],0
s2,1,0.174131,1.847014,[16 18] ; [13 28],[13.14666667 20.85333333] ; [15.85333333 25.14666667],0
d4,1,0.192974,1.694763,[27  7] ; [27 14],[24.48  9.52] ; [29.52 11.48],0
n2,1,0.200579,1.638151,[6 4] ; [14  3],[7.40740741 2.59259259] ; [12.59259259  4.40740741],0
a1,1,0.273786,1.197679,[ 4 30] ; [ 2 39],[ 2.72 31.28] ; [ 3.28 37.72],0
p7,1,0.281426,1.160192,[20 14] ; [19 22],[17.68 16.32] ; [21.32 19.68],0
r3,1,0.29544,1.094664,[31  3] ; [34  7],[29.46666667  4.53333333] ; [35.53333333  5.46666667],0
v1,1,0.304448,1.054608,[15 19] ; [13 27],[12.86486486 21.13513514] ; [15.13513514 24.86486486],0
r2,1,0.33816,0.917394,[30  4] ; [32  8],[28.48648649  5.51351351] ; [33.51351351  6.48648649],0
a8,1,0.406267,0.689698,[ 1 31] ; [ 3 36],[ 1.8028169 30.1971831] ; [ 2.1971831 36.8028169],0
n6,1,0.410661,0.676887,[19 15] ; [19 22],[17.22666667 16.77333333] ; [20.77333333 20.22666667],0
b5,1,0.410661,0.676887,[19 15] ; [19 22],[17.22666667 16.77333333] ; [20.77333333 20.22666667],0
b3,1,0.423075,0.641759,[ 7 16] ; [10 14],[ 8.31914894 14.68085106] ; [ 8.68085106 15.31914894],0
b2,1,0.423075,0.641759,[ 7 16] ; [10 14],[ 8.31914894 14.68085106] ; [ 8.68085106 15.31914894],0
n1,1,0.452651,0.564004,[5 5] ; [ 6 11],[4.07407407 5.92592593] ; [ 6.92592593 10.07407407],0
d3,1,0.459731,0.54655,[17 17] ; [17 24],[15.41333333 18.58666667] ; [18.58666667 22.41333333],0
a5,1,0.47982,0.499272,[21 13] ; [22 19],[19.49333333 14.50666667] ; [23.50666667 17.49333333],0
n4,1,0.483716,0.490474,[16 18] ; [16 25],[14.50666667 19.49333333] ; [17.49333333 23.50666667],0
p6,1,0.500972,0.452878,[ 9 24] ; [ 8 31],[ 7.79166667 25.20833333] ; [ 9.20833333 29.79166667],0
n3,1,0.509432,0.435233,[5 4] ; [11  5],[5.76 3.24] ; [10.24  5.76],0
u3,1,0.529148,0.396028,[6 5] ; [ 9 12],[5.15625 5.84375] ; [ 9.84375 11.15625],0
b4,1,0.584956,0.298291,[22 12] ; [24 17],[20.85333333 13.14666667] ; [25.14666667 15.85333333],0
p3,1,0.65566,0.198839,[15 19] ; [16 25],[14.05333333 19.94666667] ; [16.94666667 24.05333333],0
a6,1,0.713426,0.134879,[13 21] ; [14 27],[12.24 21.76] ; [14.76 26.24],0
s1,1,0.804159,0.061488,[ 2 32] ; [ 3 38],[ 2.26666667 31.73333333] ; [ 2.73333333 38.26666667],0
d2,1,0.849788,0.035868,[14 20] ; [16 25],[13.6 20.4] ; [16.4 24.6],0
p4,1,0.876844,0.024016,[13 21] ; [16 24],[13.32432432 20.67567568] ; [15.67567568 24.32432432],0
v2,1,0.915233,0.01133,[14 18] ; [17 23],[13.77777778 18.22222222] ; [17.22222222 22.77777778],0
v3,1,0.972505,0.001188,[ 7 25] ; [ 8 28],[ 7.05882353 24.94117647] ; [ 7.94117647 28.05882353],0
