Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.679091,[49 25] ; [ 9 32],[37.32173913 36.67826087] ; [20.67826087 20.32173913],1
p9,1,8e-05,15.555322,[54 20] ; [14 26],[44.14035088 29.85964912] ; [23.85964912 16.14035088],1
v4,1,0.000141,14.489308,[65  7] ; [26 17],[56.97391304 15.02608696] ; [34.02608696  8.97391304],1
p8,1,0.000579,11.842663,[33 40] ; [ 6 37],[24.54310345 48.45689655] ; [14.45689655 28.54310345],1
r3,1,0.002193,9.380489,[62 12] ; [25 18],[55.02564103 18.97435897] ; [31.97435897 11.02564103],0
p11,1,0.002497,9.142431,[55 19] ; [20 23],[47.43589744 26.56410256] ; [27.56410256 15.43589744],0
v1,1,0.003126,8.732679,[35 37] ; [ 9 34],[27.54782609 44.45217391] ; [16.45217391 26.54782609],0
r4,1,0.003272,8.649065,[53 21] ; [19 24],[45.53846154 28.46153846] ; [26.46153846 16.53846154],0
p10,1,0.003917,8.321833,[47 27] ; [15 27],[39.55172414 34.44827586] ; [22.44827586 19.55172414],0
v2,1,0.005398,7.740966,[38 35] ; [10 30],[31.00884956 41.99115044] ; [16.99115044 23.00884956],0
n6,1,0.005686,7.647312,[57 16] ; [23 20],[50.34482759 22.65517241] ; [29.65517241 13.34482759],0
n1,1,0.00705,7.260101,[ 4 20] ; [12 10],[ 8.34782609 15.65217391] ; [ 7.65217391 14.34782609],0
p3,1,0.009019,6.819158,[27 47] ; [ 6 37],[20.87179487 53.12820513] ; [12.12820513 30.87179487],0
p6,1,0.013657,6.082011,[16 56] ; [ 2 40],[11.36842105 60.63157895] ; [ 6.63157895 35.36842105],0
p4,1,0.018975,5.503842,[30 43] ; [ 8 33],[24.33333333 48.66666667] ; [13.66666667 27.33333333],0
d5,1,0.023056,5.164252,[47 27] ; [18 25],[41.11111111 32.88888889] ; [23.88888889 19.11111111],0
r1,1,0.042089,4.131634,[47 27] ; [19 24],[41.74358974 32.25641026] ; [24.25641026 18.74358974],0
a5,1,0.065933,3.381484,[44 30] ; [18 25],[39.21367521 34.78632479] ; [22.78632479 20.21367521],0
