Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,52.625554,[139  21] ; [134 123],[104.74820144  55.25179856] ; [168.25179856  88.74820144],1
p7,1,0.0,41.62348,[130  27] ; [129 123],[99.4205379 57.5794621] ; [159.5794621  92.4205379],1
p3,1,0.0,31.263291,[111  49] ; [106 151],[83.26139089 76.73860911] ; [133.73860911 123.26139089],1
v1,1,0.0,26.423277,[114  45] ; [113 134],[88.89901478 70.10098522] ; [138.10098522 108.89901478],1
p8,1,1e-06,24.113501,[111  49] ; [113 140],[86.77966102 73.22033898] ; [137.22033898 115.77966102],1
p9,1,3.4e-05,17.180939,[153   8] ; [204  49],[138.83333333  22.16666667] ; [218.16666667  34.83333333],1
p2,1,5.6e-05,16.220183,[149  12] ; [199  58],[134.03827751  26.96172249] ; [213.96172249  43.03827751],1
n4,1,7e-05,15.8205,[143  18] ; [187  71],[126.80190931  34.19809069] ; [203.19809069  54.80190931],1
p1,1,0.000266,13.293511,[ 25 135] ; [ 13 244],[ 14.58033573 145.41966427] ; [ 23.41966427 233.58033573],1
s8,1,0.000447,12.325742,[94 65] ; [106 150],[76.62650602 82.37349398] ; [123.37349398 132.62650602],1
p5,1,0.000587,11.815411,[ 29 132] ; [ 18 237],[ 18.18990385 142.81009615] ; [ 28.81009615 226.18990385],1
s5,1,0.001074,10.695187,[66 84] ; [ 70 180],[51. 99.] ; [ 85. 165.],0
s2,1,0.001443,10.150122,[104  55] ; [126 129],[88.33333333 70.66666667] ; [141.66666667 113.33333333],0
s7,1,0.001708,9.839819,[94 60] ; [111 136],[78.72817955 75.27182045] ; [126.27182045 120.72817955],0
n5,1,0.003662,8.444299,[133  28] ; [179  77],[120.46043165  40.53956835] ; [191.53956835  64.46043165],0
s4,1,0.004412,8.106058,[ 35 122] ; [ 30 225],[ 24.76941748 132.23058252] ; [ 40.23058252 214.76941748],0
p12,1,0.005022,7.87151,[ 25 136] ; [ 18 240],[ 16.52267303 144.47732697] ; [ 26.47732697 231.52267303],0
n6,1,0.005485,7.712294,[146  13] ; [210  46],[136.39518072  22.60481928] ; [219.60481928  36.39518072],0
s6,1,0.011001,6.465126,[119  37] ; [164  91],[107.41605839  48.58394161] ; [175.58394161  79.41605839],0
p10,1,0.011747,6.348709,[144  17] ; [205  51],[134.74580336  26.25419664] ; [214.25419664  41.74580336],0
u1,1,0.015027,5.913304,[64 97] ; [ 73 185],[ 52.64200477 108.35799523] ; [ 84.35799523 173.64200477],0
s3,1,0.017729,5.622767,[104  54] ; [136 116],[92.48780488 65.51219512] ; [147.51219512 104.48780488],0
a5,1,0.033819,4.503813,[143  18] ; [209  49],[135.25536993  25.74463007] ; [216.74463007  41.25536993],0
r4,1,0.03658,4.369881,[153   8] ; [230  28],[147.16706444  13.83293556] ; [235.83293556  22.16706444],0
a3,1,0.043561,4.07349,[135  24] ; [198  60],[126.97122302  32.02877698] ; [206.02877698  51.97122302],0
b1,1,0.04512,4.014139,[62 99] ; [ 75 183],[ 52.64200477 108.35799523] ; [ 84.35799523 173.64200477],0
a1,1,0.066454,3.368514,[ 13 148] ; [ 10 248],[  8.83770883 152.16229117] ; [ 14.16229117 243.83770883],0
s1,1,0.082792,3.009229,[  8 151] ; [  5 249],[  5.00484262 153.99515738] ; [  7.99515738 246.00484262],0
b2,1,0.17265,1.859783,[46 59] ; [ 56 102],[40.72243346 64.27756654] ; [61.27756654 96.72243346],0
b3,1,0.17265,1.859783,[46 59] ; [ 56 102],[40.72243346 64.27756654] ; [61.27756654 96.72243346],0
a4,1,0.188863,1.726463,[97 64] ; [138 119],[90.51435407 70.48564593] ; [144.48564593 112.51435407],0
a2,1,0.194738,1.681404,[74 87] ; [102 156],[67.62768496 93.37231504] ; [108.37231504 149.62768496],0
v4,1,0.267053,1.231823,[155   4] ; [245  12],[152.88461538   6.11538462] ; [247.11538462   9.88461538],0
d2,1,0.286952,1.133869,[118  42] ; [177  80],[113.18944844  46.81055156] ; [181.81055156  75.18944844],0
