Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4.8e-05,16.511369,[1 6] ; [68 15],[5.36666667 1.63333333] ; [63.63333333 19.36666667],1
r3,1,0.000384,12.606911,[3 4] ; [75  8],[6.06666667 0.93333333] ; [71.93333333 11.06666667],1
v4,1,0.000523,12.030857,[3 4] ; [72  8],[6.03448276 0.96551724] ; [68.96551724 11.03448276],1
p10,1,0.000899,11.024549,[1 6] ; [61 21],[4.87640449 2.12359551] ; [57.12359551 24.87640449],1
r1,1,0.001156,10.559261,[1 6] ; [61 22],[4.82222222 2.17777778] ; [57.17777778 25.82222222],0
n4,1,0.012749,6.20359,[2 5] ; [61 22],[4.9 2.1] ; [58.1 24.9],0
p11,1,0.012749,6.20359,[2 5] ; [61 22],[4.9 2.1] ; [58.1 24.9],0
s1,1,0.016407,5.758728,[2 5] ; [ 4 78],[0.47191011 6.52808989] ; [ 5.52808989 76.47191011],0
n6,1,0.03201,4.597953,[2 5] ; [57 26],[4.58888889 2.41111111] ; [54.41111111 28.58888889],0
p2,1,0.060892,3.512928,[3 4] ; [62 20],[5.11235955 1.88764045] ; [59.88764045 22.11235955],0
n2,1,0.0651,3.402446,[1 2] ; [18  4],[2.28 0.72] ; [16.72  5.28],0
d1,1,0.073742,3.197689,[1 6] ; [41 42],[3.26666667 3.73333333] ; [38.73333333 44.26666667],0
v2,1,0.074501,3.180965,[1 6] ; [39 40],[3.25581395 3.74418605] ; [36.74418605 42.25581395],0
p7,1,0.144351,2.130954,[6 1] ; [46 34],[4.18390805 2.81609195] ; [47.81609195 32.18390805],0
p1,1,0.192693,1.69691,[1 6] ; [ 3 79],[0.31460674 6.68539326] ; [ 3.68539326 78.31460674],0
n5,1,0.196773,1.666165,[3 4] ; [55 27],[4.56179775 2.43820225] ; [53.43820225 28.56179775],0
a4,1,0.214066,1.543712,[4 3] ; [28 55],[2.48888889 4.51111111] ; [29.51111111 53.48888889],0
b3,1,0.216446,1.527778,[1 5] ; [21 28],[2.4 3.6] ; [19.6 29.4],0
b2,1,0.216446,1.527778,[1 5] ; [21 28],[2.4 3.6] ; [19.6 29.4],0
s2,1,0.237706,1.394148,[2 5] ; [43 40],[3.5 3.5] ; [41.5 41.5],0
a7,1,0.271148,1.21093,[3 4] ; [53 30],[4.35555556 2.64444444] ; [51.64444444 31.35555556],0
d5,1,0.271148,1.21093,[3 4] ; [53 30],[4.35555556 2.64444444] ; [51.64444444 31.35555556],0
b1,1,0.335011,0.929432,[4 3] ; [32 51],[2.8 4.2] ; [33.2 49.8],0
a6,1,0.335011,0.929432,[3 4] ; [51 32],[4.2 2.8] ; [49.8 33.2],0
d4,1,0.365114,0.820226,[4 3] ; [60 22],[5.03370787 1.96629213] ; [58.96629213 23.03370787],0
v1,1,0.367122,0.813384,[2 5] ; [37 43],[3.13793103 3.86206897] ; [35.86206897 44.13793103],0
a1,1,0.400062,0.708139,[1 6] ; [ 5 78],[0.46666667 6.53333333] ; [ 5.53333333 77.46666667],0
p4,1,0.499062,0.45693,[4 3] ; [36 46],[3.14606742 3.85393258] ; [36.85393258 45.14606742],0
a8,1,0.527848,0.398532,[1 5] ; [ 7 72],[0.56470588 5.43529412] ; [ 7.43529412 71.56470588],0
p9,1,0.530681,0.393087,[4 3] ; [57 26],[4.74444444 2.25555556] ; [56.25555556 26.74444444],0
n1,1,0.589962,0.290404,[1 2] ; [10 10],[1.43478261 1.56521739] ; [ 9.56521739 10.43478261],0
b5,1,0.605479,0.266811,[4 3] ; [39 44],[3.34444444 3.65555556] ; [39.65555556 43.34444444],0
p3,1,0.654263,0.200568,[2 4] ; [35 47],[2.52272727 3.47727273] ; [34.47727273 47.52272727],0
a3,1,0.717227,0.131165,[5 2] ; [53 29],[4.56179775 2.43820225] ; [53.43820225 28.56179775],0
d3,1,0.7234,0.125258,[4 3] ; [53 30],[4.43333333 2.56666667] ; [52.56666667 30.43333333],0
a5,1,0.7234,0.125258,[4 3] ; [53 30],[4.43333333 2.56666667] ; [52.56666667 30.43333333],0
n3,1,0.865215,0.028812,[2 1] ; [15  6],[2.125 0.875] ; [14.875  6.125],0
b4,1,0.881335,0.022284,[4 3] ; [45 38],[3.81111111 3.18888889] ; [45.18888889 37.81111111],0
u2,1,0.927122,0.008366,[1 1] ; [14 16],[0.9375 1.0625] ; [14.0625 15.9375],0
d2,1,0.978878,0.000701,[3 4] ; [36 47],[3.03333333 3.96666667] ; [35.96666667 47.03333333],0
