Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1.1e-05,19.359229,[64 20] ; [20 32],[51.88235294 32.11764706] ; [32.11764706 19.88235294],1
d3,1,1.2e-05,19.152777,[59 24] ; [17 35],[46.72592593 36.27407407] ; [29.27407407 22.72592593],1
d5,1,0.000974,10.875888,[65 19] ; [26 26],[56.20588235 27.79411765] ; [34.79411765 17.20588235],1
d4,1,0.004426,8.100027,[67 17] ; [29 22],[59.73333333 24.26666667] ; [36.26666667 14.73333333],0
a5,1,0.004436,8.096137,[57 28] ; [22 30],[49.01459854 35.98540146] ; [29.98540146 22.01459854],0
s4,1,0.007076,7.253462,[ 6 79] ; [12 40],[11.16788321 73.83211679] ; [ 6.83211679 45.16788321],0
a2,1,0.010299,6.582422,[19 66] ; [ 3 49],[13.64963504 71.35036496] ; [ 8.35036496 43.64963504],0
r3,1,0.016484,5.750493,[70 14] ; [34 18],[64.23529412 19.76470588] ; [39.76470588 12.23529412],0
r1,1,0.025276,5.004908,[61 23] ; [28 24],[54.97058824 29.02941176] ; [34.02941176 17.97058824],0
d1,1,0.027026,4.889125,[39 46] ; [14 38],[32.88321168 52.11678832] ; [20.11678832 31.88321168],0
b5,1,0.046246,3.972593,[54 31] ; [24 28],[48.39416058 36.60583942] ; [29.60583942 22.39416058],0
a3,1,0.052989,3.744269,[59 25] ; [28 24],[53.73529412 30.26470588] ; [33.26470588 18.73529412],0
b1,1,0.055793,3.658233,[38 47] ; [32 20],[43.43065693 41.56934307] ; [26.56934307 25.43065693],0
r4,1,0.056224,3.645411,[58 27] ; [27 25],[52.73722628 32.26277372] ; [32.26277372 19.73722628],0
a8,1,0.059999,3.537415,[ 9 72] ; [ 1 48],[ 6.23076923 74.76923077] ; [ 3.76923077 45.23076923],0
p10,1,0.066115,3.376927,[43 39] ; [18 32],[37.89393939 44.10606061] ; [23.10606061 26.89393939],0
s5,1,0.071364,3.251358,[ 7 73] ; [10 41],[10.38167939 69.61832061] ; [ 6.61832061 44.38167939],0
n2,1,0.08184,3.027978,[15 14] ; [18  6],[18.05660377 10.94339623] ; [14.94339623  9.05660377],0
a4,1,0.105249,2.624145,[38 47] ; [16 36],[33.50364964 51.49635036] ; [20.49635036 31.50364964],0
v2,1,0.113325,2.507231,[37 42] ; [16 33],[32.7109375 46.2890625] ; [20.2890625 28.7109375],0
p9,1,0.116234,2.467345,[50 32] ; [24 27],[45.62406015 36.37593985] ; [28.37593985 22.62406015],0
u1,1,0.126259,2.337906,[ 7 78] ; [ 1 51],[ 4.96350365 80.03649635] ; [ 3.03649635 48.96350365],0
b2,1,0.15804,1.992876,[ 8 33] ; [10 19],[10.54285714 30.45714286] ; [ 7.45714286 21.54285714],0
b3,1,0.15804,1.992876,[ 8 33] ; [10 19],[10.54285714 30.45714286] ; [ 7.45714286 21.54285714],0
v4,1,0.161801,1.957313,[67 18] ; [34 16],[63.59259259 21.40740741] ; [37.40740741 12.59259259],0
p8,1,0.164543,1.931975,[28 52] ; [12 39],[24.42748092 55.57251908] ; [15.57251908 35.42748092],0
v3,1,0.172667,1.859633,[22 59] ; [ 8 40],[18.8372093 62.1627907] ; [11.1627907 36.8372093],0
n1,1,0.268568,1.224044,[ 9 20] ; [11 13],[10.94339623 18.05660377] ; [ 9.05660377 14.94339623],0
s6,1,0.292341,1.10881,[32 53] ; [15 37],[29.16058394 55.83941606] ; [17.83941606 34.16058394],0
s3,1,0.304187,1.055749,[34 51] ; [25 26],[36.875 48.125] ; [22.125 28.875],0
s2,1,0.340607,0.908146,[26 59] ; [12 40],[23.57664234 61.42335766] ; [14.42335766 37.57664234],0
p2,1,0.368309,0.80936,[52 32] ; [27 23],[49.52238806 34.47761194] ; [29.47761194 20.52238806],0
p4,1,0.403467,0.697969,[26 58] ; [19 31],[28.20895522 55.79104478] ; [16.79104478 33.20895522],0
a1,1,0.414993,0.66445,[ 5 80] ; [ 5 47],[ 6.20437956 78.79562044] ; [ 3.79562044 48.20437956],0
p7,1,0.415561,0.662833,[33 48] ; [24 26],[35.24427481 45.75572519] ; [21.75572519 28.24427481],0
r2,1,0.457433,0.552168,[71 14] ; [40 11],[69.375 15.625] ; [41.625  9.375],0
