Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,24.481263,[ 4 42] ; [20 13],[13.97468354 32.02531646] ; [10.02531646 22.97468354],1
s2,1,0.000192,13.905185,[11 34] ; [22 11],[19.03846154 25.96153846] ; [13.96153846 19.03846154],1
s3,1,0.000441,12.349594,[12 31] ; [22 10],[19.49333333 23.50666667] ; [14.50666667 17.49333333],1
u3,1,0.005835,7.600568,[ 7 21] ; [8 3],[10.76923077 17.23076923] ; [4.23076923 6.76923077],0
n5,1,0.007341,7.187532,[21 24] ; [24  7],[26.64473684 18.35526316] ; [18.35526316 12.64473684],0
a3,1,0.011701,6.355556,[17 28] ; [22 11],[22.5 22.5] ; [16.5 16.5],0
s4,1,0.017077,5.688485,[ 6 39] ; [12 21],[10.38461538 34.61538462] ; [ 7.61538462 25.38461538],0
p4,1,0.019247,5.478957,[17 29] ; [21 12],[22.12658228 23.87341772] ; [15.87341772 17.12658228],0
p6,1,0.022877,5.177795,[ 8 38] ; [13 19],[12.38461538 33.61538462] ; [ 8.61538462 23.38461538],0
d4,1,0.024593,5.052295,[26 19] ; [27  6],[30.57692308 14.42307692] ; [22.42307692 10.57692308],0
n4,1,0.033852,4.502154,[21 25] ; [23 10],[25.62025316 20.37974684] ; [18.37974684 14.62025316],0
n3,1,0.035819,4.405695,[15  5] ; [5 8],[12.12121212  7.87878788] ; [7.87878788 5.12121212],0
a5,1,0.037753,4.316117,[17 29] ; [20 13],[21.5443038 24.4556962] ; [15.4556962 17.5443038],0
b2,1,0.064976,3.405598,[ 3 19] ; [10 17],[ 5.83673469 16.16326531] ; [ 7.16326531 19.83673469],0
b3,1,0.064976,3.405598,[ 3 19] ; [10 17],[ 5.83673469 16.16326531] ; [ 7.16326531 19.83673469],0
v3,1,0.066127,3.376623,[ 5 40] ; [ 9 24],[ 8.07692308 36.92307692] ; [ 5.92307692 27.07692308],0
s6,1,0.06639,3.37009,[20 25] ; [21 11],[23.96103896 21.03896104] ; [17.03896104 14.96103896],0
d5,1,0.096903,2.755792,[25 21] ; [24  9],[28.53164557 17.46835443] ; [20.46835443 12.53164557],0
s5,1,0.122277,2.387914,[ 8 37] ; [10 20],[10.8 34.2] ; [ 7.2 22.8],0
