Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.873204,[ 6 30] ; [62 36],[18.26865672 17.73134328] ; [49.73134328 48.26865672],1
v4,1,0.000392,12.570818,[20 16] ; [83 15],[27.67164179  8.32835821] ; [75.32835821 22.67164179],1
p10,1,0.015952,5.808122,[14 21] ; [61 35],[20.03816794 14.96183206] ; [54.96183206 41.03816794],0
n6,1,0.027705,4.846312,[20 16] ; [73 24],[25.17293233 10.82706767] ; [67.82706767 29.17293233],0
v3,1,0.037167,4.342721,[ 5 31] ; [31 66],[ 9.7443609 26.2556391] ; [26.2556391 70.7443609],0
a8,1,0.039256,4.249745,[ 5 29] ; [ 4 91],[ 2.37209302 31.62790698] ; [ 6.62790698 88.37209302],0
p7,1,0.039846,4.224437,[11 25] ; [49 48],[16.2406015 19.7593985] ; [43.7593985 53.2406015],0
p6,1,0.047925,3.912626,[ 4 30] ; [27 67],[ 8.234375 25.765625] ; [22.765625 71.234375],0
a3,1,0.048162,3.904325,[15 21] ; [59 38],[20.03007519 15.96992481] ; [53.96992481 43.03007519],0
r3,1,0.049116,3.871394,[22 13] ; [78 20],[26.31578947  8.68421053] ; [73.68421053 24.31578947],0
p3,1,0.064042,3.429477,[ 7 28] ; [36 61],[11.40151515 23.59848485] ; [31.59848485 65.40151515],0
b1,1,0.071092,3.25762,[21 15] ; [40 58],[16.3880597 19.6119403] ; [44.6119403 53.3880597],0
s1,1,0.091135,2.854208,[ 3 33] ; [ 2 95],[ 1.35338346 34.64661654] ; [ 3.64661654 93.35338346],0
d1,1,0.09149,2.847966,[ 8 28] ; [37 61],[12.08955224 23.91044776] ; [32.91044776 65.08955224],0
p12,1,0.093895,2.806299,[ 3 33] ; [ 2 94],[ 1.36363636 34.63636364] ; [ 3.63636364 92.36363636],0
s4,1,0.104448,2.636279,[ 7 29] ; [ 9 89],[ 4.29850746 31.70149254] ; [11.70149254 86.29850746],0
p2,1,0.112254,2.522197,[19 17] ; [65 31],[22.90909091 13.09090909] ; [61.09090909 34.90909091],0
p4,1,0.116649,2.461753,[10 26] ; [41 55],[13.90909091 22.09090909] ; [37.09090909 58.90909091],0
d5,1,0.120618,2.409281,[19 17] ; [66 32],[22.8358209 13.1641791] ; [62.1641791 35.8358209],0
a4,1,0.12892,2.305458,[ 8 28] ; [35 62],[11.63909774 24.36090226] ; [31.36090226 65.63909774],0
p9,1,0.159307,1.98079,[20 14] ; [69 27],[23.27692308 10.72307692] ; [65.72307692 30.27692308],0
a6,1,0.191286,1.707686,[16 20] ; [56 42],[19.34328358 16.65671642] ; [52.65671642 45.34328358],0
s7,1,0.227967,1.453499,[ 4 28] ; [21 73],[ 6.34920635 25.65079365] ; [18.65079365 75.34920635],0
u3,1,0.241486,1.371898,[ 4 17] ; [13 26],[ 5.95 15.05] ; [11.05 27.95],0
u2,1,0.247486,1.337438,[11 10] ; [14 24],[ 8.89830508 12.10169492] ; [16.10169492 21.89830508],0
a2,1,0.261805,1.259189,[ 2 34] ; [12 86],[ 3.76119403 32.23880597] ; [10.23880597 87.76119403],0
d4,1,0.271093,1.211208,[19 17] ; [62 36],[21.76119403 14.23880597] ; [59.23880597 38.76119403],0
d3,1,0.276444,1.184488,[14 22] ; [48 49],[16.78195489 19.21804511] ; [45.21804511 51.78195489],0
n1,1,0.285913,1.138768,[ 5 12] ; [14 17],[ 6.72916667 10.27083333] ; [12.27083333 18.72916667],0
b5,1,0.289587,1.121542,[18 18] ; [59 39],[20.68656716 15.31343284] ; [56.31343284 41.68656716],0
n4,1,0.300912,1.070148,[20 16] ; [64 34],[22.56716418 13.43283582] ; [61.43283582 36.56716418],0
p11,1,0.300912,1.070148,[20 16] ; [64 34],[22.56716418 13.43283582] ; [61.43283582 36.56716418],0
p8,1,0.343473,0.897424,[10 25] ; [36 60],[12.29007634 22.70992366] ; [33.70992366 62.29007634],0
a5,1,0.35001,0.873421,[14 22] ; [47 51],[16.3880597 19.6119403] ; [44.6119403 53.3880597],0
s5,1,0.350077,0.873179,[ 5 31] ; [ 8 87],[ 3.57251908 32.42748092] ; [ 9.42748092 85.57251908],0
v1,1,0.356806,0.849102,[ 9 27] ; [32 64],[11.18181818 24.81818182] ; [29.81818182 66.18181818],0
b3,1,0.368882,0.807426,[ 8 16] ; [23 29],[ 9.78947368 14.21052632] ; [21.21052632 30.78947368],0
b2,1,0.368882,0.807426,[ 8 16] ; [23 29],[ 9.78947368 14.21052632] ; [21.21052632 30.78947368],0
n2,1,0.385733,0.752351,[9 8] ; [21 11],[10.40816327  6.59183673] ; [19.59183673 12.40816327],0
s3,1,0.551314,0.354968,[ 7 28] ; [24 72],[ 8.28244275 26.71755725] ; [22.71755725 73.28244275],0
d2,1,0.561985,0.336279,[13 23] ; [40 56],[14.45454545 21.54545455] ; [38.54545455 57.45454545],0
n3,1,0.604252,0.268631,[11  6] ; [23  9],[11.79591837  5.20408163] ; [22.20408163  9.79591837],0
s6,1,0.642695,0.215234,[10 26] ; [31 66],[11.09774436 24.90225564] ; [29.90225564 67.09774436],0
u1,1,0.724094,0.124604,[ 1 35] ; [ 4 94],[ 1.34328358 34.65671642] ; [ 3.65671642 94.34328358],0
a7,1,0.729999,0.119112,[19 17] ; [55 43],[19.88059701 16.11940299] ; [54.11940299 43.88059701],0
s8,1,0.857616,0.032188,[ 4 32] ; [12 86],[ 4.29850746 31.70149254] ; [11.70149254 86.29850746],0
v2,1,0.889111,0.01944,[12 23] ; [32 65],[11.66666667 23.33333333] ; [32.33333333 64.66666667],0
a1,1,0.90229,0.015072,[ 2 34] ; [ 6 92],[ 2.14925373 33.85074627] ; [ 5.85074627 92.14925373],0
n5,1,0.905165,0.014194,[25 11] ; [67 31],[24.71641791 11.28358209] ; [67.28358209 30.71641791],0
p5,1,0.940012,0.005663,[ 3 32] ; [ 8 90],[ 2.89473684 32.10526316] ; [ 8.10526316 89.89473684],0
b4,1,0.953275,0.003433,[20 16] ; [55 43],[20.14925373 15.85074627] ; [54.85074627 43.14925373],0
p1,1,0.985279,0.00034,[ 4 32] ; [11 87],[ 4.02985075 31.97014925] ; [10.97014925 87.02985075],0
