Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,81.391626,[120  22] ; [ 2 33],[97.87570621 44.12429379] ; [24.12429379 10.87570621],1
v4,1,0.0,36.206897,[128  12] ; [17 18],[116.  24.] ; [29.  6.],1
p11,1,0.0,27.423677,[107  35] ; [10 25],[93.86440678 48.13559322] ; [23.13559322 11.86440678],1
n6,1,0.000384,12.60663,[98 43] ; [13 22],[88.92613636 52.07386364] ; [22.07386364 12.92613636],1
r1,1,0.000462,12.26288,[91 51] ; [11 24],[81.83050847 60.16949153] ; [20.16949153 14.83050847],1
p2,1,0.000496,12.129249,[107  34] ; [16 19],[98.53977273 42.46022727] ; [24.46022727 10.53977273],1
a7,1,0.000704,11.478507,[89 52] ; [11 24],[80.11363636 60.88636364] ; [19.88636364 15.11363636],1
p9,1,0.000875,11.074007,[99 42] ; [13 20],[90.75862069 50.24137931] ; [21.24137931 11.75862069],1
r2,1,0.001705,9.842596,[122  20] ; [22 13],[115.52542373  26.47457627] ; [28.47457627  6.52542373],0
v2,1,0.001836,9.70646,[59 76] ; [ 5 29],[51.12426036 83.87573964] ; [12.87573964 21.12426036],0
p10,1,0.005566,7.685818,[90 50] ; [13 21],[82.87356322 57.12643678] ; [20.12643678 13.87356322],0
n3,1,0.007699,7.102229,[28  5] ; [9 9],[23.94117647  9.05882353] ; [13.05882353  4.94117647],0
p3,1,0.016075,5.794667,[55 87] ; [ 6 29],[48.93785311 93.06214689] ; [12.06214689 22.93785311],0
d4,1,0.023613,5.122805,[79 63] ; [12 23],[73.00564972 68.99435028] ; [17.99435028 17.00564972],0
a1,1,0.027234,4.875915,[  6 136] ; [ 5 30],[  8.82485876 133.17514124] ; [ 2.17514124 32.82485876],0
b1,1,0.028562,4.793794,[60 82] ; [22 13],[65.78531073 76.21468927] ; [16.21468927 18.78531073],0
v1,1,0.061973,3.483791,[55 83] ; [ 8 27],[50.25433526 87.74566474] ; [12.74566474 22.25433526],0
b5,1,0.067298,3.347729,[89 53] ; [16 19],[84.23728814 57.76271186] ; [20.76271186 14.23728814],0
n2,1,0.09539,2.780981,[27  7] ; [11  8],[24.37735849  9.62264151] ; [13.62264151  5.37735849],0
d5,1,0.103004,2.658412,[70 71] ; [12 23],[65.69318182 75.30681818] ; [16.30681818 18.69318182],0
p7,1,0.114798,2.486893,[70 69] ; [12 22],[65.88439306 73.11560694] ; [16.11560694 17.88439306],0
n4,1,0.127281,2.325352,[89 53] ; [17 18],[85.03954802 56.96045198] ; [20.96045198 14.03954802],0
