Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,81.391626,[120  22] ; [ 2 33],[97.87570621 44.12429379] ; [24.12429379 10.87570621],1
a6,1,0.131361,2.276349,[81 61] ; [15 20],[77.01694915 64.98305085] ; [18.98305085 16.01694915],0
s5,1,0.171182,1.872561,[ 14 124] ; [ 1 34],[ 11.96531792 126.03468208] ; [ 3.03468208 31.96531792],0
n1,1,0.172026,1.865201,[11 22] ; [10  9],[13.32692308 19.67307692] ; [ 7.67307692 11.32692308],0
p4,1,0.196094,1.671229,[57 84] ; [10 25],[53.67613636 87.32386364] ; [13.32386364 21.67613636],0
s2,1,0.221062,1.497461,[ 29 113] ; [ 4 31],[ 26.47457627 115.52542373] ; [ 6.52542373 28.47457627],0
a5,1,0.226573,1.462249,[73 69] ; [14 21],[69.79661017 72.20338983] ; [17.20338983 17.79661017],0
p6,1,0.236744,1.399876,[ 34 107] ; [ 5 29],[ 31.42285714 109.57714286] ; [ 7.57714286 26.42285714],0
n5,1,0.259797,1.269837,[82 59] ; [24 11],[84.92045455 56.07954545] ; [21.07954545 13.92045455],0
a8,1,0.277669,1.178462,[ 17 116] ; [ 2 31],[ 15.22289157 117.77710843] ; [ 3.77710843 29.22289157],0
d3,1,0.305999,1.047867,[53 87] ; [10 25],[50.4 89.6] ; [12.6 22.4],0
d2,1,0.306995,1.04356,[ 22 119] ; [ 8 27],[ 24.03409091 116.96590909] ; [ 5.96590909 29.03409091],0
p8,1,0.307117,1.043032,[50 90] ; [ 9 25],[47.47126437 92.52873563] ; [11.52873563 22.47126437],0
u3,1,0.338169,0.91736,[27 37] ; [ 5 12],[25.28395062 38.71604938] ; [ 6.71604938 10.28395062],0
b2,1,0.349222,0.87628,[27 55] ; [10 13],[28.8952381 53.1047619] ; [ 8.1047619 14.8952381],0
b3,1,0.349222,0.87628,[27 55] ; [10 13],[28.8952381 53.1047619] ; [ 8.1047619 14.8952381],0
v3,1,0.396458,0.719044,[ 37 100] ; [ 7 28],[ 35.04651163 101.95348837] ; [ 8.95348837 26.04651163],0
a2,1,0.403239,0.698647,[  7 135] ; [ 3 32],[  8.02259887 133.97740113] ; [ 1.97740113 33.02259887],0
u2,1,0.458566,0.549393,[29 35] ; [ 6 11],[27.65432099 36.34567901] ; [7.34567901 9.65432099],0
s1,1,0.51907,0.41574,[  8 134] ; [ 3 32],[  8.82485876 133.17514124] ; [ 2.17514124 32.82485876],0
a4,1,0.580352,0.305666,[ 39 103] ; [ 8 27],[ 37.70621469 104.29378531] ; [ 9.29378531 25.70621469],0
b4,1,0.593253,0.285293,[74 68] ; [20 15],[75.41242938 66.58757062] ; [18.58757062 16.41242938],0
s3,1,0.648806,0.207408,[ 40 102] ; [ 8 25],[ 38.94857143 103.05142857] ; [ 9.05142857 23.94857143],0
p1,1,0.701812,0.146593,[ 13 127] ; [ 4 31],[ 13.6 126.4] ; [ 3.4 31.6],0
s7,1,0.714532,0.133792,[ 28 105] ; [ 6 27],[ 27.24096386 105.75903614] ; [ 6.75903614 26.24096386],0
p12,1,0.80034,0.063962,[  3 137] ; [ 1 34],[  3.2 136.8] ; [ 0.8 34.2],0
a3,1,0.802505,0.062553,[78 63] ; [18 16],[77.34857143 63.65142857] ; [18.65142857 15.34857143],0
s8,1,0.841195,0.040146,[ 18 124] ; [ 4 31],[ 17.64971751 124.35028249] ; [ 4.35028249 30.64971751],0
p5,1,0.856634,0.032638,[  5 135] ; [ 1 33],[  4.82758621 135.17241379] ; [ 1.17241379 32.82758621],0
s4,1,0.978506,0.000726,[ 16 126] ; [ 4 31],[ 16.04519774 125.95480226] ; [ 3.95480226 31.04519774],0
