Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,122.105852,[250  35] ; [25 63],[210.12064343  74.87935657] ; [64.87935657 23.12064343],1
p2,1,0.0,33.793457,[238  47] ; [47 41],[217.7613941  67.2386059] ; [67.2386059 20.7613941],1
p11,1,0.0,33.26964,[230  57] ; [43 45],[208.936  78.064] ; [64.064 23.936],1
b1,1,0.0,30.093256,[ 73 214] ; [50 38],[ 94.136 192.864] ; [28.864 59.136],1
r3,1,0.0,25.572003,[276  10] ; [70 17],[265.29758713  20.70241287] ; [80.70241287  6.29758713],1
r4,1,1e-06,23.513827,[257  30] ; [60 28],[242.61066667  44.38933333] ; [74.38933333 13.61066667],1
s2,1,5.4e-05,16.307111,[146 140] ; [23 64],[129.58176944 156.41823056] ; [39.41823056 47.58176944],1
v4,1,5.9e-05,16.141796,[269  14] ; [71 16],[260.05405405  22.94594595] ; [79.94594595  7.05405405],1
n6,1,0.000208,13.756415,[234  50] ; [56 32],[221.39784946  62.60215054] ; [68.60215054 19.39784946],1
p7,1,0.00022,13.654354,[151 124] ; [28 59],[135.98066298 139.01933702] ; [43.01933702 43.98066298],1
s6,1,0.000276,13.225573,[187  94] ; [39 48],[172.57065217 108.42934783] ; [53.42934783 33.57065217],1
v1,1,0.000584,11.826809,[138 142] ; [25 63],[124.02173913 155.97826087] ; [38.97826087 49.02173913],1
n2,1,0.001876,9.666972,[66 20] ; [15 17],[59.03389831 26.96610169] ; [21.96610169 10.03389831],0
p6,1,0.002546,9.107009,[ 80 202] ; [11 77],[ 69.35675676 212.64324324] ; [21.64324324 66.35675676],0
s8,1,0.00321,8.683981,[119 167] ; [21 66],[107.3458445 178.6541555] ; [32.6541555 54.3458445],0
n3,1,0.003433,8.561804,[64 21] ; [15 17],[57.39316239 27.60683761] ; [21.60683761 10.39316239],0
s3,1,0.003643,8.453791,[154 128] ; [32 55],[142.14634146 139.85365854] ; [43.85365854 43.14634146],0
n5,1,0.004542,8.053353,[204  80] ; [49 39],[193.15053763  90.84946237] ; [59.84946237 28.15053763],0
p8,1,0.00549,7.710476,[116 164] ; [22 66],[105. 175.] ; [33. 55.],0
a5,1,0.022638,5.196057,[218  69] ; [56 32],[209.70133333  77.29866667] ; [64.29866667 23.70133333],0
v2,1,0.02728,4.872977,[154 115] ; [38 49],[145.07865169 123.92134831] ; [46.92134831 40.07865169],0
s7,1,0.027717,4.845554,[123 159] ; [25 58],[114.34520548 167.65479452] ; [33.65479452 49.34520548],0
r1,1,0.034241,4.482638,[231  54] ; [62 26],[223.87399464  61.12600536] ; [69.12600536 18.87399464],0
d2,1,0.038336,4.290039,[137 150] ; [52 34],[145.42359249 141.57640751] ; [43.57640751 42.42359249],0
s5,1,0.054117,3.709083,[ 84 192] ; [17 69],[ 77.00552486 198.99447514] ; [23.99447514 62.00552486],0
r2,1,0.066401,3.369821,[267  14] ; [77  9],[263.38964578  17.61035422] ; [80.61035422  5.38964578],0
p12,1,0.06839,3.321242,[ 17 270] ; [ 1 86],[ 13.81283422 273.18716578] ; [ 4.18716578 82.81283422],0
a8,1,0.085109,2.964541,[ 39 225] ; [ 6 75],[ 34.43478261 229.56521739] ; [10.56521739 70.43478261],0
d3,1,0.086901,2.930866,[215  71] ; [58 30],[208.76470588  77.23529412] ; [64.23529412 23.76470588],0
n4,1,0.101235,2.685976,[211  75] ; [57 31],[204.94117647  81.05882353] ; [63.05882353 24.94117647],0
b2,1,0.134353,2.241475,[ 57 100] ; [13 39],[ 52.58373206 104.41626794] ; [17.41626794 34.58373206],0
b3,1,0.134353,2.241475,[ 57 100] ; [13 39],[ 52.58373206 104.41626794] ; [17.41626794 34.58373206],0
s4,1,0.147462,2.098316,[ 48 236] ; [ 9 77],[ 43.75135135 240.24864865] ; [13.24864865 72.75135135],0
a7,1,0.167928,1.901347,[216  71] ; [59 28],[211.02941176  75.97058824] ; [63.97058824 23.02941176],0
a1,1,0.175816,1.832637,[ 10 277] ; [ 6 82],[ 12.24533333 274.75466667] ; [ 3.75466667 84.24533333],0
u3,1,0.2117,1.559765,[40 40] ; [19 11],[42.90909091 37.09090909] ; [16.09090909 13.90909091],0
p4,1,0.217398,1.521465,[116 169] ; [29 58],[111.08870968 173.91129032] ; [33.91129032 53.08870968],0
b5,1,0.219639,1.506727,[187 100] ; [51 37],[182.14933333 104.85066667] ; [55.85066667 32.14933333],0
v3,1,0.228395,1.450832,[ 95 177] ; [24 62],[ 90.41340782 181.58659218] ; [28.58659218 57.41340782],0
a4,1,0.255724,1.29176,[142 145] ; [37 50],[137.36096257 149.63903743] ; [41.63903743 45.36096257],0
d4,1,0.257493,1.282188,[254  33] ; [73 14],[250.93315508  36.06684492] ; [76.06684492 10.93315508],0
b4,1,0.286913,1.134049,[171 116] ; [58 30],[175.26133333 111.73866667] ; [53.73866667 34.26133333],0
a3,1,0.291463,1.112849,[206  81] ; [58 30],[202.048  84.952] ; [61.952 26.048],0
n1,1,0.33155,0.942835,[33 52] ; [ 9 22],[30.77586207 54.22413793] ; [11.22413793 19.77586207],0
d1,1,0.375955,0.783888,[194  93] ; [55 33],[190.568  96.432] ; [58.432 29.568],0
a6,1,0.544542,0.367187,[199  88] ; [58 30],[196.69066667  90.30933333] ; [60.30933333 27.69066667],0
u4,1,0.56286,0.334776,[  6 281] ; [ 1 87],[  5.35733333 281.64266667] ; [ 1.64266667 86.35733333],0
u2,1,0.586739,0.295466,[45 35] ; [18 11],[46.23853211 33.76146789] ; [16.76146789 12.23853211],0
u1,1,0.644865,0.212435,[ 40 247] ; [14 74],[ 41.328 245.672] ; [12.672 75.328],0
p1,1,0.754706,0.097619,[ 11 275] ; [ 4 83],[ 11.50134048 274.49865952] ; [ 3.49865952 83.50134048],0
s1,1,0.78349,0.0755,[  8 273] ; [ 2 85],[  7.63586957 273.36413043] ; [ 2.36413043 84.63586957],0
a2,1,0.958084,0.002762,[ 66 221] ; [20 68],[ 65.81866667 221.18133333] ; [20.18133333 67.81866667],0
