Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.032122,4.591976,[10 14] ; [11 47],[ 6.14634146 17.85365854] ; [14.85365854 43.14634146],0
p10,1,0.540445,0.374716,[11 12] ; [23 34],[ 9.775 13.225] ; [24.225 32.775],0
d5,1,0.540737,0.374175,[17  7] ; [37 21],[15.80487805  8.19512195] ; [38.19512195 19.80487805],0
a4,1,0.544992,0.366365,[11 13] ; [22 35],[ 9.77777778 14.22222222] ; [23.22222222 33.77777778],0
s8,1,0.578327,0.308947,[ 4 20] ; [ 7 51],[ 3.2195122 20.7804878] ; [ 7.7804878 50.2195122],0
u1,1,0.638322,0.220943,[ 1 23] ; [ 4 54],[ 1.46341463 22.53658537] ; [ 3.53658537 54.46341463],0
d4,1,0.713783,0.134528,[17  7] ; [38 19],[16.2962963  7.7037037] ; [38.7037037 18.2962963],0
p6,1,0.796473,0.06652,[ 2 21] ; [ 4 53],[ 1.725 21.275] ; [ 4.275 52.725],0
p4,1,0.800618,0.06378,[ 6 18] ; [13 45],[ 5.56097561 18.43902439] ; [13.43902439 44.56097561],0
n4,1,0.865796,0.028561,[14 10] ; [35 23],[14.34146341  9.65853659] ; [34.65853659 23.34146341],0
r1,1,0.867238,0.027945,[ 7 17] ; [18 40],[ 7.31707317 16.68292683] ; [17.68292683 40.31707317],0
p5,1,0.874727,0.024856,[ 1 23] ; [ 2 56],[ 0.87804878 23.12195122] ; [ 2.12195122 55.87804878],0
p1,1,0.875775,0.024438,[ 3 21] ; [ 8 50],[ 3.2195122 20.7804878] ; [ 7.7804878 50.2195122],0
n1,1,0.884966,0.020931,[4 8] ; [10 18],[4.2 7.8] ; [ 9.8 18.2],0
s5,1,0.921766,0.009645,[ 4 20] ; [ 9 48],[ 3.85185185 20.14814815] ; [ 9.14814815 47.85185185],0
d2,1,0.921867,0.00962,[11 13] ; [25 31],[10.8 13.2] ; [25.2 30.8],0
b5,1,0.933634,0.006935,[11 13] ; [26 32],[10.82926829 13.17073171] ; [26.17073171 31.82926829],0
b3,1,0.977089,0.000825,[5 6] ; [17 20],[5.04166667 5.95833333] ; [16.95833333 20.04166667],0
b2,1,0.977089,0.000825,[5 6] ; [17 20],[5.04166667 5.95833333] ; [16.95833333 20.04166667],0
p8,1,0.978144,0.000751,[ 3 21] ; [ 7 50],[ 2.96296296 21.03703704] ; [ 7.03703704 49.96296296],0
