Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,36.510841,[ 24 105] ; [75 63],[47.83146067 81.16853933] ; [51.16853933 86.83146067],1
v1,1,4e-06,21.224184,[40 88] ; [82 56],[58.70676692 69.29323308] ; [63.29323308 74.70676692],1
p9,1,0.001534,10.037834,[94 38] ; [124  19],[104.64  27.36] ; [113.36  29.64],0
r3,1,0.002051,9.503411,[119  13] ; [141   2],[124.8   7.2] ; [135.2   7.8],0
a7,1,0.004689,7.995675,[84 48] ; [113  30],[94.56 37.44] ; [102.44  40.56],0
p10,1,0.007203,7.221637,[91 40] ; [119  24],[100.40145985  30.59854015] ; [109.59854015  33.40145985],0
r1,1,0.009285,6.767189,[96 36] ; [123  21],[104.73913043  27.26086957] ; [114.26086957  29.73913043],0
d1,1,0.009378,6.749432,[61 71] ; [89 55],[71.73913043 60.26086957] ; [78.26086957 65.73913043],0
n6,1,0.01009,6.618876,[96 36] ; [122  21],[104.64  27.36] ; [113.36  29.64],0
b4,1,0.010211,6.597629,[66 66] ; [94 50],[76.52173913 55.47826087] ; [83.47826087 60.52173913],0
r4,1,0.013478,6.105261,[109  23] ; [133  11],[115.73913043  16.26086957] ; [126.26086957  17.73913043],0
d4,1,0.021001,5.326729,[94 37] ; [120  24],[101.94181818  29.05818182] ; [112.05818182  31.94181818],0
p12,1,0.022919,5.174671,[  5 126] ; [ 16 128],[ 10.00363636 120.99636364] ; [ 10.99636364 133.00363636],0
a3,1,0.029527,4.736622,[82 50] ; [107  37],[90.39130435 41.60869565] ; [98.60869565 45.39130435],0
a5,1,0.029767,4.72271,[80 52] ; [105  39],[88.47826087 43.52173913] ; [96.52173913 47.47826087],0
p11,1,0.033876,4.500939,[95 37] ; [119  25],[102.34782609  29.65217391] ; [111.65217391  32.34782609],0
p6,1,0.036042,4.395133,[34 98] ; [53 88],[42.06593407 89.93406593] ; [44.93406593 96.06593407],0
b1,1,0.037998,4.305113,[63 69] ; [51 93],[54.52173913 77.47826087] ; [59.47826087 84.52173913],0
s1,1,0.044725,4.028979,[ 11 120] ; [  4 137],[  7.22426471 123.77573529] ; [  7.77573529 133.22426471],0
d5,1,0.047039,3.944008,[91 40] ; [115  29],[98.13090909 32.86909091] ; [107.86909091  36.13090909],0
d3,1,0.049735,3.850384,[81 50] ; [105  39],[88.60363636 42.39636364] ; [97.39636364 46.60363636],0
s6,1,0.050769,3.815883,[91 40] ; [114  29],[98.01094891 32.98905109] ; [106.98905109  36.01094891],0
a6,1,0.087364,2.922293,[80 51] ; [102  42],[86.69818182 44.30181818] ; [95.30181818 48.69818182],0
p5,1,0.087812,2.914033,[ 12 117] ; [  6 138],[  8.50549451 120.49450549] ; [  9.49450549 134.50549451],0
s8,1,0.113515,2.504587,[58 74] ; [77 67],[64.56521739 67.43478261] ; [70.43478261 73.56521739],0
p7,1,0.132138,2.267203,[73 54] ; [93 47],[78.9588015 48.0411985] ; [87.0411985 52.9588015],0
s4,1,0.133255,2.254165,[ 25 106] ; [ 18 126],[ 20.48363636 110.51636364] ; [ 22.51636364 121.48363636],0
n1,1,0.154707,2.025216,[18 20] ; [ 7 17],[15.32258065 22.67741935] ; [ 9.67741935 14.32258065],0
r2,1,0.159726,1.976815,[118  12] ; [136   7],[120.95238095   9.04761905] ; [133.04761905   9.95238095],0
a2,1,0.161008,1.964734,[ 23 109] ; [ 35 109],[ 27.73913043 104.26086957] ; [ 30.26086957 113.73913043],0
v4,1,0.165057,1.927272,[119  12] ; [136   7],[121.91605839   9.08394161] ; [133.08394161   9.91605839],0
s7,1,0.190054,1.717195,[65 60] ; [84 56],[70.28301887 54.71698113] ; [78.71698113 61.28301887],0
s2,1,0.201216,1.633523,[83 49] ; [101  43],[88. 44.] ; [96. 48.],0
d2,1,0.233415,1.419927,[57 74] ; [73 71],[61.92727273 69.07272727] ; [68.07272727 75.92727273],0
p8,1,0.252423,1.309843,[56 75] ; [71 72],[60.7189781 70.2810219] ; [66.2810219 76.7189781],0
p3,1,0.252423,1.309843,[56 75] ; [71 72],[60.7189781 70.2810219] ; [66.2810219 76.7189781],0
b2,1,0.272995,1.201637,[23 57] ; [33 57],[26.35294118 53.64705882] ; [29.64705882 60.35294118],0
b3,1,0.272995,1.201637,[23 57] ; [33 57],[26.35294118 53.64705882] ; [29.64705882 60.35294118],0
n4,1,0.334376,0.931874,[100  32] ; [116  28],[103.30434783  28.69565217] ; [112.69565217  31.30434783],0
a1,1,0.351778,0.867032,[  5 127] ; [  9 135],[  6.69565217 125.30434783] ; [  7.30434783 136.69565217],0
p1,1,0.373895,0.79068,[ 12 120] ; [  9 135],[ 10.04347826 121.95652174] ; [ 10.95652174 133.04347826],0
u4,1,0.376191,0.783112,[  3 129] ; [  6 138],[  4.30434783 127.69565217] ; [  4.69565217 139.30434783],0
p4,1,0.425189,0.635929,[72 59] ; [86 58],[75.26545455 55.73454545] ; [82.73454545 61.26545455],0
n5,1,0.469231,0.523786,[97 34] ; [112  32],[99.56 31.44] ; [109.44  34.56],0
n2,1,0.60439,0.268425,[25 13] ; [18  7],[25.93650794 12.06349206] ; [17.06349206  7.93650794],0
a4,1,0.608281,0.262686,[54 77] ; [55 89],[51.92363636 79.07636364] ; [57.07636364 86.92363636],0
p2,1,0.608994,0.261643,[104  28] ; [117  27],[105.69565217  26.30434783] ; [115.30434783  28.69565217],0
u1,1,0.635577,0.224574,[ 21 111] ; [ 26 118],[ 22.47826087 109.52173913] ; [ 24.52173913 119.47826087],0
u2,1,0.686146,0.163289,[27 22] ; [22 15],[27.91860465 21.08139535] ; [21.08139535 15.91860465],0
n3,1,0.710368,0.13791,[25 12] ; [18  7],[25.66129032 11.33870968] ; [17.33870968  7.66129032],0
