Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,50.157654,[38 42] ; [419  87],[62.3890785 17.6109215] ; [394.6109215 111.3890785],1
n4,1,0.0,36.797343,[43 38] ; [419  87],[63.75127768 17.24872232] ; [398.24872232 107.75127768],1
r4,1,1.1e-05,19.24706,[67 14] ; [484  23],[75.90306122  5.09693878] ; [475.09693878  31.90306122],1
p10,1,0.000121,14.776541,[55 24] ; [432  67],[66.56228374 12.43771626] ; [420.43771626  78.56228374],1
r2,1,0.000158,14.273449,[71  9] ; [490  13],[76.98113208  3.01886792] ; [484.01886792  18.98113208],1
p11,1,0.001912,9.632587,[53 28] ; [409  98],[63.64285714 17.35714286] ; [398.35714286 108.64285714],0
a4,1,0.002677,9.015641,[24 57] ; [239 264],[36.47773973 44.52226027] ; [226.52226027 276.47773973],0
v3,1,0.004676,8.00064,[19 55] ; [212 281],[30.14814815 43.85185185] ; [200.85185185 292.14814815],0
s7,1,0.005798,7.612161,[37 42] ; [307 179],[48.09911504 30.90088496] ; [295.90088496 190.09911504],0
p9,1,0.006951,7.285529,[62 17] ; [446  54],[69.31260794  9.68739206] ; [438.68739206  61.31260794],0
u1,1,0.011318,6.41464,[ 8 73] ; [112 395],[16.53061224 64.46938776] ; [103.46938776 403.53061224],0
p4,1,0.011955,6.317521,[42 39] ; [334 170],[52.06153846 28.93846154] ; [323.93846154 180.06153846],0
p6,1,0.015365,5.874182,[21 56] ; [209 291],[30.6932409 46.3067591] ; [199.3067591 300.6932409],0
a5,1,0.016067,5.795536,[52 29] ; [388 118],[60.71550256 20.28449744] ; [379.28449744 126.71550256],0
u2,1,0.020213,5.393415,[24  6] ; [76 57],[18.40490798 11.59509202] ; [81.59509202 51.40490798],0
b1,1,0.02427,5.075204,[40 41] ; [184 323],[30.85714286 50.14285714] ; [193.14285714 313.85714286],0
a3,1,0.02438,5.067414,[50 31] ; [372 132],[58.43076923 22.56923077] ; [363.56923077 140.43076923],0
s5,1,0.024461,5.061671,[24 52] ; [223 269],[33.04929577 42.95070423] ; [213.95070423 278.04929577],0
p3,1,0.036752,4.361888,[34 47] ; [275 230],[42.7116041 38.2883959] ; [266.2883959 238.7116041],0
d2,1,0.045312,4.007001,[31 49] ; [257 249],[39.31740614 40.68259386] ; [248.68259386 257.31740614],0
p12,1,0.046599,3.959797,[ 3 77] ; [ 55 449],[ 7.94520548 72.05479452] ; [ 50.05479452 453.94520548],0
p5,1,0.047149,3.940069,[ 5 74] ; [ 73 430],[10.58762887 68.41237113] ; [ 67.41237113 435.58762887],0
u3,1,0.05699,3.622898,[24  6] ; [82 51],[19.50920245 10.49079755] ; [86.49079755 46.50920245],0
s2,1,0.10601,2.612716,[47 34] ; [338 165],[53.3989726 27.6010274] ; [331.6010274 171.3989726],0
a2,1,0.112085,2.524582,[15 66] ; [136 371],[20.80102041 60.19897959] ; [130.19897959 376.80102041],0
b2,1,0.11795,2.444331,[13 36] ; [117 190],[17.89325843 31.10674157] ; [112.10674157 194.89325843],0
b3,1,0.11795,2.444331,[13 36] ; [117 190],[17.89325843 31.10674157] ; [112.10674157 194.89325843],0
p8,1,0.125665,2.345256,[36 43] ; [273 225],[42.3067591 36.6932409] ; [266.6932409 231.3067591],0
