Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.819891,[385 206] ; [98 12],[407.20827389 183.79172611] ; [75.79172611 34.20827389],1
s3,1,4e-06,21.069469,[320 269] ; [87 25],[341.97289586 247.02710414] ; [65.02710414 46.97289586],1
s5,1,5e-06,21.002977,[181 400] ; [57 48],[201.57142857 379.42857143] ; [36.42857143 68.57142857],1
s2,1,5e-06,20.999123,[287 306] ; [80 31],[309.13494318 283.86505682] ; [57.86505682 53.13494318],1
b3,1,0.001112,10.630955,[153 217] ; [11 47],[141.77570093 228.22429907] ; [22.22429907 35.77570093],0
b2,1,0.001112,10.630955,[153 217] ; [11 47],[141.77570093 228.22429907] ; [22.22429907 35.77570093],0
a8,1,0.004195,8.197554,[ 90 449] ; [ 6 98],[ 80.47278383 458.52721617] ; [15.52721617 88.47278383],0
v3,1,0.018438,5.554032,[248 321] ; [35 76],[236.80441176 332.19558824] ; [46.19558824 64.80441176],0
s7,1,0.020149,5.398913,[279 288] ; [68 43],[290.19026549 276.80973451] ; [56.80973451 54.19026549],0
d3,1,0.043279,4.084458,[414 181] ; [90 24],[422.96191819 172.03808181] ; [81.03808181 32.96191819],0
v2,1,0.047208,3.937969,[353 217] ; [57 53],[343.67647059 226.32352941] ; [66.32352941 43.67647059],0
n4,1,0.048531,3.891496,[474 123] ; [81 33],[466.01265823 130.98734177] ; [88.98734177 25.01265823],0
s8,1,0.064263,3.423801,[267 327] ; [62 52],[276.02542373 317.97457627] ; [52.97457627 61.02542373],0
p6,1,0.071547,3.247168,[205 381] ; [50 64],[213.47142857 372.52857143] ; [41.52857143 72.47142857],0
p9,1,0.075919,3.150173,[486 102] ; [101  12],[492.37660485  95.62339515] ; [94.62339515 18.37660485],0
p10,1,0.108595,2.574553,[473 116] ; [98 15],[479.08689459 109.91310541] ; [91.91310541 21.08689459],0
u2,1,0.122182,2.389123,[104  64] ; [13 15],[100.28571429  67.71428571] ; [16.71428571 11.28571429],0
p4,1,0.145556,2.118218,[351 240] ; [76 38],[357.95319149 233.04680851] ; [69.04680851 44.95319149],0
n5,1,0.214052,1.543806,[444 149] ; [79 35],[438.66902405 154.33097595] ; [84.33097595 29.66902405],0
p2,1,0.216829,1.525236,[501  92] ; [91 23],[496.54314003  96.45685997] ; [95.45685997 18.54314003],0
n3,1,0.231185,1.433554,[89 34] ; [17  3],[91.17482517 31.82517483] ; [14.82517483  5.17482517],0
v1,1,0.262407,1.256014,[332 250] ; [58 55],[326.58992806 255.41007194] ; [63.41007194 49.58992806],0
u4,1,0.281523,1.159723,[ 15 583] ; [  1 113],[ 13.43820225 584.56179775] ; [  2.56179775 111.43820225],0
p3,1,0.283659,1.149475,[290 303] ; [62 52],[295.24186704 297.75813296] ; [56.75813296 57.24186704],0
u1,1,0.295159,1.095938,[116 482] ; [27 87],[120.10393258 477.89606742] ; [22.89606742 91.10393258],0
a7,1,0.298501,1.080878,[446 150] ; [80 34],[441.54366197 154.45633803] ; [84.45633803 29.54366197],0
v4,1,0.300442,1.072231,[574  22] ; [111   2],[575.82510578  20.17489422] ; [109.17489422   3.82510578],0
n6,1,0.303601,1.058308,[491 102] ; [98 15],[494.7266289  98.2733711] ; [94.2733711 18.7266289],0
b5,1,0.323382,0.97522,[348 250] ; [72 42],[352.75280899 245.24719101] ; [67.24719101 46.75280899],0
d4,1,0.357234,0.847594,[504  89] ; [93 21],[500.73691655  92.26308345] ; [96.26308345 17.73691655],0
n1,1,0.358479,0.843214,[44 80] ; [ 5 15],[42.19444444 81.80555556] ; [ 6.80555556 13.19444444],0
p11,1,0.359029,0.841287,[479 119] ; [87 27],[475.37640449 122.62359551] ; [90.62359551 23.37640449],0
a1,1,0.395549,0.721817,[ 26 572] ; [  3 111],[ 24.35674157 573.64325843] ; [  4.64325843 109.35674157],0
a3,1,0.421699,0.645576,[427 168] ; [86 28],[430.51480959 164.48519041] ; [82.48519041 31.51480959],0
b1,1,0.428587,0.62665,[228 370] ; [39 75],[224.25 373.75] ; [42.75 71.25],0
r2,1,0.50269,0.449254,[577  17] ; [112   2],[578.05932203  15.94067797] ; [110.94067797   3.05932203],0
r4,1,0.508714,0.436712,[581  17] ; [112   2],[582.04213483  15.95786517] ; [110.95786517   3.04213483],0
s1,1,0.570312,0.322161,[ 22 567] ; [  3 110],[ 20.97578348 568.02421652] ; [  4.02421652 108.97578348],0
p7,1,0.715022,0.133312,[378 202] ; [75 37],[379.68208092 200.31791908] ; [73.31791908 38.68208092],0
n2,1,0.72606,0.12276,[89 36] ; [15  5],[89.65517241 35.34482759] ; [14.34482759  5.65517241],0
p1,1,0.765048,0.089316,[ 47 545] ; [ 10 104],[ 47.79603399 544.20396601] ; [  9.20396601 104.79603399],0
d2,1,0.774359,0.082184,[301 294] ; [56 58],[299.59802539 295.40197461] ; [57.40197461 56.59802539],0
d1,1,0.828688,0.046822,[366 232] ; [71 43],[367.03089888 230.96910112] ; [69.96910112 44.03089888],0
p8,1,0.840802,0.040348,[312 274] ; [59 54],[311.02432046 274.97567954] ; [59.97567954 53.02432046],0
