Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,259.847724,[49 83] ; [545  32],[110.58956276  21.41043724] ; [483.41043724  93.58956276],1
p11,1,0.0,59.976926,[75 59] ; [495  83],[107.2752809  26.7247191] ; [462.7247191 115.2752809],1
n6,1,0.0,37.99105,[88 45] ; [505  69],[111.55445545  21.44554455] ; [481.44554455  92.55445545],1
n5,1,0.0,35.462813,[72 61] ; [455 120],[98.99858757 34.00141243] ; [428.00141243 146.99858757],1
p7,1,0.0,31.7508,[59 73] ; [398 166],[86.67241379 45.32758621] ; [370.32758621 193.67241379],1
p2,1,0.0,30.734054,[91 43] ; [504  72],[112.29577465  21.70422535] ; [482.70422535  93.29577465],1
p4,1,1e-06,25.021073,[56 78] ; [375 200],[81.4583921 52.5416079] ; [349.5416079 225.4583921],1
p8,1,1e-06,23.347059,[46 87] ; [330 241],[71.03409091 61.96590909] ; [304.96590909 266.03409091],1
s8,1,2e-05,18.221924,[39 93] ; [288 287],[61.0523338 70.9476662] ; [265.9476662 309.0523338],1
p3,1,2.4e-05,17.808872,[45 89] ; [310 266],[67. 67.] ; [288. 288.],1
s5,1,0.000214,13.703377,[ 27 102] ; [213 345],[45.06550218 83.93449782] ; [194.93449782 363.06550218],1
s7,1,0.000216,13.690174,[46 81] ; [302 253],[64.80351906 62.19648094] ; [283.19648094 271.80351906],1
v4,1,0.000283,13.17883,[122  11] ; [564  12],[128.6854725   4.3145275] ; [557.3145275  18.6854725],1
n4,1,0.000319,12.953946,[89 44] ; [469 109],[104.37974684  28.62025316] ; [453.62025316 124.37974684],1
s6,1,0.000635,11.669921,[75 57] ; [410 159],[91.32667618 40.67332382] ; [393.67332382 175.32667618],1
v2,1,0.000902,11.019242,[61 69] ; [346 205],[77.69456681 52.30543319] ; [329.30543319 221.69456681],1
s2,1,0.001399,10.206471,[52 79] ; [316 257],[68.47727273 62.52272727] ; [299.52272727 273.47727273],0
a5,1,0.001529,10.043257,[89 45] ; [458 120],[102.94662921  31.05337079] ; [444.05337079 133.94662921],0
p12,1,0.001587,9.974556,[  2 131] ; [ 57 519],[ 11.06770099 121.93229901] ; [ 47.93229901 528.06770099],0
a3,1,0.001678,9.871793,[83 51] ; [434 142],[97.57464789 36.42535211] ; [419.42535211 156.57464789],0
v1,1,0.001835,9.707511,[59 75] ; [331 231],[75.0862069 58.9137931] ; [314.9137931 247.0862069],0
p6,1,0.003396,8.58135,[34 98] ; [225 346],[48.63157895 83.36842105] ; [210.36842105 360.63157895],0
v3,1,0.005281,7.780738,[38 88] ; [243 313],[51.91495601 74.08504399] ; [229.08504399 326.91495601],0
d1,1,0.011485,6.388744,[70 64] ; [370 208],[82.80898876 51.19101124] ; [357.19101124 220.80898876],0
d3,1,0.013823,6.060561,[83 50] ; [422 155],[94.59859155 38.40140845] ; [410.40140845 166.59859155],0
p5,1,0.017374,5.658155,[  7 127] ; [ 71 503],[ 14.76271186 119.23728814] ; [ 63.23728814 510.76271186],0
a6,1,0.031563,4.622053,[83 50] ; [414 162],[93.23131171 39.76868829] ; [403.76868829 172.23131171],0
s3,1,0.041507,4.15521,[66 66] ; [341 230],[76.42105263 55.57894737] ; [330.57894737 240.42105263],0
b1,1,0.076475,3.138276,[59 75] ; [207 371],[50.06179775 83.93820225] ; [215.93820225 362.06179775],0
u4,1,0.078601,3.093598,[  6 128] ; [ 11 567],[  3.1994382 130.8005618] ; [ 13.8005618 564.1994382],0
u2,1,0.086013,2.947456,[24 25] ; [90 53],[29.09375 19.90625] ; [84.90625 58.09375],0
s1,1,0.089043,2.891592,[  8 125] ; [ 17 553],[  4.72972973 128.27027027] ; [ 20.27027027 549.72972973],0
d5,1,0.107081,2.596784,[104  29] ; [484  92],[110.30183357  22.69816643] ; [477.69816643  98.30183357],0
b4,1,0.108044,2.582597,[86 48] ; [327 251],[77.72752809 56.27247191] ; [335.27247191 242.72752809],0
s4,1,0.108595,2.574553,[ 15 116] ; [ 98 473],[ 21.08689459 109.91310541] ; [ 91.91310541 479.08689459],0
r4,1,0.110581,2.5459,[128   6] ; [566  12],[130.61235955   3.38764045] ; [563.38764045  14.61235955],0
n3,1,0.153594,2.036187,[29 15] ; [75 22],[32.45390071 11.54609929] ; [71.54609929 25.45390071],0
n2,1,0.170983,1.874303,[29 16] ; [74 24],[32.41258741 12.58741259] ; [70.58741259 27.41258741],0
a7,1,0.194964,1.679705,[94 40] ; [436 141],[99.88748242 34.11251758] ; [430.11251758 146.88748242],0
b5,1,0.199224,1.648051,[86 48] ; [336 242],[79.42134831 54.57865169] ; [342.57865169 235.42134831],0
d4,1,0.211014,1.564459,[107  25] ; [492  84],[111.6779661  20.3220339] ; [487.3220339  88.6779661],0
b2,1,0.254718,1.297241,[28 57] ; [136 207],[32.57009346 52.42990654] ; [131.42990654 211.57009346],0
b3,1,0.254718,1.297241,[28 57] ; [136 207],[32.57009346 52.42990654] ; [131.42990654 211.57009346],0
a8,1,0.613889,0.254551,[19 99] ; [ 75 450],[ 17.2503888 100.7496112] ; [ 76.7496112 448.2503888],0
n1,1,0.632671,0.228456,[17 28] ; [33 65],[15.73426573 29.26573427] ; [34.26573427 63.73426573],0
p1,1,0.64755,0.209003,[  9 123] ; [ 46 529],[ 10.26874116 121.73125884] ; [ 44.73125884 530.26874116],0
u3,1,0.675058,0.175742,[31 20] ; [91 51],[32.23834197 18.76165803] ; [89.76165803 52.23834197],0
u1,1,0.693159,0.155686,[ 26 108] ; [121 457],[ 27.66573034 106.33426966] ; [119.33426966 458.66573034],0
a1,1,0.757824,0.095073,[  5 129] ; [ 25 553],[  5.64606742 128.35393258] ; [ 24.35393258 553.64606742],0
a2,1,0.763727,0.090354,[ 34 100] ; [154 424],[35.38202247 98.61797753] ; [152.61797753 425.38202247],0
d2,1,0.777533,0.079826,[69 64] ; [291 285],[67.53173484 65.46826516] ; [292.46826516 283.53173484],0
r2,1,0.804184,0.061472,[131   3] ; [559  15],[130.59322034   3.40677966] ; [559.40677966  14.59322034],0
a4,1,0.95024,0.003894,[63 71] ; [273 304],[63.32489451 70.67510549] ; [272.67510549 304.32489451],0
