Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,3e-06,21.858075,[231  49] ; [20 20],[219.625  60.375] ; [31.375  8.625],1
n6,1,0.000392,12.570666,[238  41] ; [25 15],[230.02194357  48.97805643] ; [32.97805643  7.02194357],1
s2,1,0.001134,10.5956,[146 132] ; [10 30],[136.37735849 141.62264151] ; [19.62264151 20.37735849],0
p4,1,0.00373,8.410629,[172 107] ; [15 25],[163.55172414 115.44827586] ; [23.44827586 16.55172414],0
s5,1,0.00616,7.502792,[ 98 173] ; [ 5 32],[ 90.62662338 180.37337662] ; [12.37337662 24.62662338],0
d5,1,0.006958,7.283714,[213  65] ; [22 17],[206.08832808  71.91167192] ; [28.91167192 10.08832808],0
s6,1,0.007665,7.110088,[188  85] ; [19 21],[180.54632588  92.45367412] ; [26.45367412 13.54632588],0
p8,1,0.009276,6.768882,[152 127] ; [13 27],[144.31034483 134.68965517] ; [20.68965517 19.31034483],0
p2,1,0.019076,5.49454,[241  37] ; [29 11],[236.03773585  41.96226415] ; [33.96226415  6.03773585],0
a8,1,0.019511,5.455113,[ 30 231] ; [ 9 26],[ 34.38851351 226.61148649] ; [ 4.61148649 30.38851351],0
p3,1,0.026196,4.943016,[136 143] ; [12 28],[129.44200627 149.55799373] ; [18.55799373 21.44200627],0
r3,1,0.028791,4.780076,[258  20] ; [33  7],[254.39622642  23.60377358] ; [36.60377358  3.39622642],0
v1,1,0.033243,4.533232,[119 154] ; [10 29],[112.875 160.125] ; [16.125 22.875],0
d4,1,0.044953,4.02039,[225  54] ; [26 13],[220.21698113  58.78301887] ; [30.78301887  8.21698113],0
p7,1,0.048733,3.884543,[167 105] ; [18 22],[161.28205128 110.71794872] ; [23.71794872 16.28205128],0
d1,1,0.057102,3.619606,[150 130] ; [15 25],[144.375 135.625] ; [20.625 19.375],0
v4,1,0.080856,3.047619,[265  15] ; [35  5],[262.5  17.5] ; [37.5  2.5],0
s8,1,0.08733,2.922908,[124 156] ; [12 28],[119. 161.] ; [17. 23.],0
s4,1,0.088782,2.896321,[ 61 216] ; [ 4 35],[ 56.9778481 220.0221519] ; [ 8.0221519 30.9778481],0
b5,1,0.096082,2.7694,[172 108] ; [30 10],[176.75 103.25] ; [25.25 14.75],0
r4,1,0.100791,2.692987,[244  36] ; [31  9],[240.625  39.375] ; [34.375  5.625],0
r2,1,0.100881,2.691556,[257  21] ; [33  6],[254.32176656  23.67823344] ; [35.67823344  3.32176656],0
r1,1,0.11475,2.48756,[202  78] ; [24 16],[197.75  82.25] ; [28.25 11.75],0
n1,1,0.117105,2.455621,[25 41] ; [9 6],[27.7037037 38.2962963] ; [6.2962963 8.7037037],0
u2,1,0.141762,2.15873,[56 37] ; [6 9],[53.38888889 39.61111111] ; [8.61111111 6.38888889],0
s7,1,0.145968,2.113891,[130 139] ; [14 25],[125.76623377 143.23376623] ; [18.23376623 20.76623377],0
a5,1,0.148865,2.083842,[193  87] ; [23 17],[189.  91.] ; [27. 13.],0
n4,1,0.178759,1.80791,[210  70] ; [26 14],[206.5  73.5] ; [29.5 10.5],0
u4,1,0.272974,1.201743,[  2 278] ; [ 1 39],[  2.625 277.375] ; [ 0.375 39.625],0
n5,1,0.293038,1.105611,[210  69] ; [27 13],[207.28213166  71.71786834] ; [29.71786834 10.28213166],0
a1,1,0.301603,1.067094,[ 11 269] ; [ 3 37],[ 12.25 267.75] ; [ 1.75 38.25],0
a7,1,0.307918,1.039586,[190  89] ; [24 16],[187.1661442  91.8338558] ; [26.8338558 13.1661442],0
s1,1,0.352455,0.864597,[ 12 266] ; [ 3 36],[ 13.15457413 264.84542587] ; [ 1.84542587 37.15457413],0
s3,1,0.371379,0.799046,[156 121] ; [19 20],[153.40189873 123.59810127] ; [21.59810127 17.40189873],0
p6,1,0.37703,0.780363,[103 174] ; [12 28],[100.48895899 176.51104101] ; [14.51104101 25.48895899],0
a2,1,0.398025,0.714286,[ 54 226] ; [10 30],[ 56. 224.] ; [ 8. 32.],0
a4,1,0.437062,0.603983,[118 162] ; [19 20],[120.2507837 159.7492163] ; [16.7492163 22.2507837],0
u3,1,0.455302,0.557419,[53 40] ; [7 8],[51.66666667 41.33333333] ; [8.33333333 6.66666667],0
u1,1,0.461578,0.542067,[ 37 243] ; [ 7 33],[ 38.5 241.5] ; [ 5.5 34.5],0
n3,1,0.521233,0.411453,[46 19] ; [10  6],[44.9382716 20.0617284] ; [11.0617284  4.9382716],0
p5,1,0.588493,0.292703,[ 36 240] ; [ 4 36],[ 34.93670886 241.06329114] ; [ 5.06329114 34.93670886],0
d3,1,0.598248,0.277647,[183  95] ; [24 15],[181.53312303  96.46687697] ; [25.46687697 13.53312303],0
b4,1,0.639147,0.219859,[157 123] ; [24 16],[158.375 121.625] ; [22.625 17.375],0
v3,1,0.669339,0.182376,[ 50 225] ; [ 6 33],[ 49.04458599 225.95541401] ; [ 6.95541401 32.04458599],0
d2,1,0.711179,0.137102,[116 163] ; [15 24],[114.93396226 164.06603774] ; [16.06603774 22.93396226],0
b1,1,0.76302,0.090913,[112 168] ; [17 23],[112.875 167.125] ; [16.125 23.875],0
a6,1,0.771279,0.084507,[179 101] ; [24 15],[178.18181818 101.81818182] ; [24.81818182 14.18181818],0
n2,1,0.853953,0.033884,[48 18] ; [12  4],[48.29268293 17.70731707] ; [11.70731707  4.29268293],0
a3,1,0.91437,0.011562,[186  93] ; [25 13],[185.70662461  93.29337539] ; [25.29337539 12.70662461],0
p1,1,0.943053,0.005103,[ 27 253] ; [ 4 36],[ 27.125 252.875] ; [ 3.875 36.125],0
b2,1,0.955425,0.003124,[ 61 100] ; [10 16],[61.12834225 99.87165775] ; [ 9.87165775 16.12834225],0
b3,1,0.955425,0.003124,[ 61 100] ; [10 16],[61.12834225 99.87165775] ; [ 9.87165775 16.12834225],0
