Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.078947,[280   8] ; [5 4],[276.36363636  11.63636364] ; [8.63636364 0.36363636],1
v4,1,1.3e-05,19.062621,[283   4] ; [7 2],[281.18243243   5.81756757] ; [8.81756757 0.18243243],1
a3,1,0.001898,9.645413,[222  63] ; [3 6],[218.1122449  66.8877551] ; [6.8877551 2.1122449],0
a6,1,0.011163,6.439108,[206  79] ; [3 6],[202.60204082  82.39795918] ; [6.39795918 2.60204082],0
n6,1,0.049202,3.868449,[253  33] ; [6 3],[251.09830508  34.90169492] ; [7.90169492 1.09830508],0
n3,1,0.103508,2.650647,[38 12] ; [1 2],[36.79245283 13.20754717] ; [2.20754717 0.79245283],0
v1,1,0.136722,2.214465,[194  91] ; [4 5],[191.93877551  93.06122449] ; [6.06122449 2.93877551],0
r3,1,0.153303,2.039072,[278   8] ; [8 1],[277.27457627   8.72542373] ; [8.72542373 0.27457627],0
a7,1,0.205859,1.600309,[212  73] ; [5 4],[210.35714286  74.64285714] ; [6.64285714 2.35714286],0
p5,1,0.213853,1.545148,[ 49 235] ; [3 6],[ 50.40273038 233.59726962] ; [1.59726962 7.40273038],0
s2,1,0.24012,1.379888,[165 118] ; [3 5],[163.3814433 119.6185567] ; [4.6185567 3.3814433],0
s1,1,0.241415,1.372313,[ 10 272] ; [1 8],[ 10.65979381 271.34020619] ; [0.34020619 8.65979381],0
s5,1,0.253417,1.304369,[115 164] ; [2 7],[113.34375 165.65625] ; [3.65625 5.34375],0
a5,1,0.276761,1.182925,[233  54] ; [6 3],[231.73310811  55.26689189] ; [7.26689189 1.73310811],0
b1,1,0.292385,1.108606,[110 178] ; [5 4],[111.51515152 176.48484848] ; [3.48484848 5.51515152],0
u1,1,0.381896,0.764588,[ 68 220] ; [1 8],[ 66.90909091 221.09090909] ; [2.09090909 6.90909091],0
p9,1,0.414635,0.665472,[240  41] ; [6 2],[239.19031142  41.80968858] ; [6.80968858 1.19031142],0
p4,1,0.435902,0.607047,[184  98] ; [7 2],[185.09278351  96.90721649] ; [5.90721649 3.09278351],0
p12,1,0.449991,0.570676,[ 38 245] ; [2 7],[ 38.76712329 244.23287671] ; [1.23287671 7.76712329],0
s8,1,0.461578,0.542065,[153 129] ; [6 3],[154.08247423 127.91752577] ; [4.91752577 4.08247423],0
s3,1,0.55242,0.352999,[168 110] ; [4 4],[167.18881119 110.81118881] ; [4.81118881 3.18881119],0
p7,1,0.56792,0.326175,[190  86] ; [7 2],[190.77894737  85.22105263] ; [6.22105263 2.77894737],0
b3,1,0.577745,0.309895,[ 71 111] ; [2 5],[ 70.2962963 111.7037037] ; [2.7037037 4.2962963],0
b2,1,0.577745,0.309895,[ 71 111] ; [2 5],[ 70.2962963 111.7037037] ; [2.7037037 4.2962963],0
d1,1,0.577745,0.309895,[186 102] ; [5 4],[185.21212121 102.78787879] ; [5.78787879 3.21212121],0
n2,1,0.580197,0.305916,[40 10] ; [2 1],[39.62264151 10.37735849] ; [2.37735849 0.62264151],0
n4,1,0.596919,0.279668,[242  45] ; [7 2],[241.42905405  45.57094595] ; [7.57094595 1.42905405],0
p8,1,0.618565,0.247889,[164 117] ; [6 3],[164.72413793 116.27586207] ; [5.27586207 3.72413793],0
d4,1,0.630654,0.231175,[238  46] ; [7 2],[237.47440273  46.52559727] ; [7.52559727 1.47440273],0
p2,1,0.630654,0.231175,[238  46] ; [7 2],[237.47440273  46.52559727] ; [7.52559727 1.47440273],0
a2,1,0.651041,0.204591,[ 84 204] ; [2 7],[ 83.39393939 204.60606061] ; [2.60606061 6.39393939],0
p6,1,0.666073,0.18623,[105 176] ; [4 5],[105.61724138 175.38275862] ; [3.38275862 5.61724138],0
d3,1,0.670167,0.181407,[209  77] ; [6 3],[208.44067797  77.55932203] ; [6.55932203 2.44067797],0
n5,1,0.709404,0.138873,[237  50] ; [7 2],[236.58108108  50.41891892] ; [7.41891892 1.58108108],0
v2,1,0.711925,0.136362,[228  56] ; [6 2],[227.5890411  56.4109589] ; [6.4109589 1.5890411],0
b4,1,0.720353,0.128155,[177 111] ; [5 4],[176.48484848 111.51515152] ; [5.51515152 3.48484848],0
s7,1,0.72525,0.123518,[159 108] ; [4 2],[159.41758242 107.58241758] ; [3.58241758 2.41758242],0
a4,1,0.77416,0.082333,[141 145] ; [4 5],[140.57627119 145.42372881] ; [4.42372881 4.57627119],0
s6,1,0.800678,0.063741,[199  83] ; [6 3],[198.65979381  83.34020619] ; [6.34020619 2.65979381],0
p11,1,0.814656,0.054955,[233  55] ; [7 2],[232.72727273  55.27272727] ; [7.27272727 1.72727273],0
u2,1,0.825721,0.048485,[41 25] ; [4 2],[41.25 24.75] ; [3.75 2.25],0
a8,1,0.840583,0.040461,[ 38 214] ; [1 7],[ 37.8 214.2] ; [1.2 6.8],0
p10,1,0.850984,0.035292,[240  42] ; [7 1],[240.1862069  41.8137931] ; [6.8137931 1.1862069],0
p3,1,0.852478,0.03458,[166 117] ; [5 4],[165.72945205 117.27054795] ; [5.27054795 3.72945205],0
u3,1,0.861366,0.030497,[41 24] ; [4 2],[41.1971831 23.8028169] ; [3.8028169 2.1971831],0
b5,1,0.86784,0.02769,[168 120] ; [5 4],[167.75757576 120.24242424] ; [5.24242424 3.75757576],0
s4,1,0.886354,0.020426,[ 36 247] ; [1 8],[ 35.85958904 247.14041096] ; [1.14041096 7.85958904],0
d2,1,0.895315,0.017314,[152 133] ; [5 4],[152.19387755 132.80612245] ; [4.80612245 4.19387755],0
