Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,34.112656,[ 59 116] ; [59 22],[80.6640625 94.3359375] ; [37.3359375 43.6640625],1
p2,1,7.8e-05,15.604229,[105  75] ; [69 14],[119.08745247  60.91254753] ; [54.91254753 28.08745247],1
v4,1,0.000409,12.490172,[151  29] ; [82  1],[159.46768061  20.53231939] ; [73.53231939  9.46768061],1
r4,1,0.000781,11.285416,[133  48] ; [76  7],[143.29166667  37.70833333] ; [65.70833333 17.29166667],1
p10,1,0.00142,10.179759,[120  60] ; [71 12],[130.72243346  49.27756654] ; [60.27756654 22.72243346],0
r3,1,0.001594,9.966397,[147  32] ; [80  3],[155.08778626  23.91221374] ; [71.91221374 11.08778626],0
n6,1,0.002221,9.35733,[139  41] ; [77  6],[147.83269962  32.16730038] ; [68.16730038 14.83269962],0
p11,1,0.002233,9.347688,[117  64] ; [69 14],[127.52272727  53.47727273] ; [58.47727273 24.52272727],0
p9,1,0.002437,9.187198,[125  53] ; [71 10],[134.7027027  43.2972973] ; [61.2972973 19.7027027],0
p6,1,0.004676,8.000591,[ 24 156] ; [23 60],[ 32.16730038 147.83269962] ; [14.83269962 68.16730038],0
a1,1,0.018952,5.505899,[ 16 165] ; [ 1 82],[ 11.65530303 169.34469697] ; [ 5.34469697 77.65530303],0
p3,1,0.023956,5.097825,[ 32 148] ; [25 58],[ 39.01140684 140.98859316] ; [17.98859316 65.01140684],0
a8,1,0.051527,3.79107,[ 23 148] ; [18 59],[ 28.27016129 142.72983871] ; [12.72983871 64.27016129],0
b4,1,0.056482,3.637771,[112  69] ; [41 42],[104.89772727  76.10227273] ; [48.10227273 34.89772727],0
s5,1,0.07034,3.275079,[ 38 138] ; [26 55],[ 43.82879377 132.17120623] ; [20.17120623 60.82879377],0
s7,1,0.082667,3.011673,[ 61 114] ; [37 43],[ 67.25490196 107.74509804] ; [30.74509804 49.25490196],0
n2,1,0.085501,2.957101,[49 21] ; [17  2],[51.91011236 18.08988764] ; [14.08988764  4.91011236],0
p1,1,0.089979,2.874752,[ 11 170] ; [10 72],[ 14.45247148 166.54752852] ; [ 6.54752852 75.45247148],0
r2,1,0.09718,2.751224,[159  20] ; [79  4],[162.60305344  16.39694656] ; [75.39694656  7.60305344],0
