Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,168.442322,[523  51] ; [61 78],[470.1486676 103.8513324] ; [113.8513324  25.1486676],1
v1,1,0.0,26.645022,[341 223] ; [48 86],[314.32091691 249.67908309] ; [74.67908309 59.32091691],1
p10,1,1e-06,23.960974,[499  70] ; [97 40],[480.34560907  88.65439093] ; [115.65439093  21.34560907],1
p4,1,1e-06,23.203933,[379 192] ; [61 77],[354.35825106 216.64174894] ; [85.64174894 52.35825106],1
p3,1,1.2e-05,19.179784,[320 252] ; [49 90],[296.86075949 275.13924051] ; [72.13924051 66.86075949],1
s7,1,0.000401,12.527297,[299 246] ; [52 85],[280.49120235 264.50879765] ; [70.50879765 66.49120235],1
v3,1,0.000566,11.884415,[253 306] ; [38 94],[235.41099855 323.58900145] ; [55.58900145 76.41099855],1
p8,1,0.000726,11.422131,[326 236] ; [58 80],[308.29714286 253.70285714] ; [75.70285714 62.29714286],1
p5,1,0.002441,9.183943,[ 83 486] ; [  7 132],[ 72.33050847 496.66949153] ; [ 17.66949153 121.33050847],0
s8,1,0.002817,8.92227,[283 287] ; [49 89],[267.28813559 302.71186441] ; [64.71186441 73.28813559],0
a2,1,0.002856,8.897373,[157 418] ; [ 21 118],[143.34733894 431.65266106] ; [ 34.65266106 104.34733894],0
p9,1,0.003109,8.74254,[504  63] ; [108  28],[493.60455192  73.39544808] ; [118.39544808  17.60455192],0
p2,1,0.004219,8.186897,[492  80] ; [105  33],[480.96338028  91.03661972] ; [116.03661972  21.96338028],0
a5,1,0.00428,8.16096,[443 131] ; [91 48],[429.89621318 144.10378682] ; [104.10378682  34.89621318],0
p11,1,0.004992,7.882359,[481  94] ; [102  37],[469.50280112 105.49719888] ; [113.49719888  25.50280112],0
r1,1,0.006062,7.531858,[494  78] ; [107  32],[483.50492264  88.49507736] ; [117.49507736  21.50492264],0
s3,1,0.006507,7.404173,[337 229] ; [64 73],[322.85348506 243.14651494] ; [78.14651494 58.85348506],0
s6,1,0.009488,6.728508,[409 151] ; [84 52],[396.66666667 163.33333333] ; [96.33333333 39.66666667],0
n1,1,0.01859,5.539658,[47 59] ; [ 8 28],[41.05633803 64.94366197] ; [13.94366197 22.05633803],0
u1,1,0.020273,5.388235,[120 455] ; [ 17 122],[110.32913165 464.67086835] ; [ 26.67086835 112.32913165],0
d2,1,0.022286,5.223278,[301 272] ; [58 81],[288.91432584 284.08567416] ; [70.08567416 68.91432584],0
s2,1,0.023565,5.126366,[312 256] ; [61 77],[300.09065156 267.90934844] ; [72.90934844 65.09065156],0
a4,1,0.033384,4.526,[275 296] ; [53 86],[263.78591549 307.21408451] ; [64.21408451 74.78591549],0
b2,1,0.043527,4.074811,[149 211] ; [22 54],[141.19266055 218.80733945] ; [29.80733945 46.19266055],0
b3,1,0.043527,4.074811,[149 211] ; [22 54],[141.19266055 218.80733945] ; [29.80733945 46.19266055],0
