Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,33.135837,[111  57] ; [ 54 104],[85.03067485 82.96932515] ; [79.96932515 78.03067485],1
p2,1,0.0,26.283069,[149  19] ; [108  58],[129.26946108  38.73053892] ; [127.73053892  38.26946108],1
p7,1,5e-06,20.846134,[118  48] ; [76 88],[97.58787879 68.41212121] ; [96.41212121 67.58787879],1
p4,1,1.2e-05,19.14715,[112  57] ; [70 95],[92.08982036 76.91017964] ; [89.91017964 75.08982036],1
p10,1,1.9e-05,18.251915,[145  22] ; [110  54],[128.65558912  38.34441088] ; [126.34441088  37.65558912],1
r3,1,5.8e-05,16.176772,[160   9] ; [133  33],[147.8119403  21.1880597] ; [145.1880597  20.8119403],1
p9,1,5.8e-05,16.153825,[149  19] ; [115  47],[134.4  33.6] ; [129.6  32.4],1
p3,1,6.1e-05,16.06575,[95 73] ; [ 58 109],[76.72835821 91.27164179] ; [76.27164179 90.72835821],1
p8,1,0.000136,14.557123,[100  64] ; [65 98],[82.75229358 81.24770642] ; [82.24770642 80.75229358],1
r1,1,0.000186,13.96792,[138  31] ; [106  61],[122.72619048  46.27380952] ; [121.27380952  45.72619048],1
r4,1,0.000253,13.387719,[153  17] ; [125  42],[140.23738872  29.76261128] ; [137.76261128  29.23738872],1
v3,1,0.000303,13.053319,[76 92] ; [ 43 121],[ 60.21686747 107.78313253] ; [ 58.78313253 105.21686747],1
p6,1,0.000571,11.867323,[ 65 103] ; [ 35 129],[ 50.60240964 117.39759036] ; [ 49.39759036 114.60240964],1
p11,1,0.00069,11.516148,[142  28] ; [113  54],[128.63501484  41.36498516] ; [126.36498516  40.63501484],1
v4,1,0.00087,11.086013,[162   8] ; [140  26],[152.79761905  17.20238095] ; [149.20238095  16.79761905],1
r2,1,0.001974,9.573175,[159   9] ; [139  26],[150.34234234  17.65765766] ; [147.65765766  17.34234234],0
n6,1,0.010959,6.4719,[153  17] ; [133  33],[144.70238095  25.29761905] ; [141.29761905  24.70238095],0
a7,1,0.013854,6.056606,[123  47] ; [99 67],[112.32142857  57.67857143] ; [109.67857143  56.32142857],0
d5,1,0.015752,5.830305,[140  30] ; [119  48],[130.65281899  39.34718101] ; [128.34718101  38.65281899],0
u3,1,0.019142,5.48847,[29 22] ; [24 44],[22.71428571 28.28571429] ; [30.28571429 37.71428571],0
u1,1,0.024406,5.065532,[ 32 138] ; [ 17 150],[ 24.71810089 145.28189911] ; [ 24.28189911 142.71810089],0
b5,1,0.02558,4.984177,[107  63] ; [85 82],[96.85459941 73.14540059] ; [95.14540059 71.85459941],0
d1,1,0.025606,4.982424,[96 74] ; [74 93],[85.75667656 84.24332344] ; [84.24332344 82.75667656],0
a3,1,0.031672,4.616155,[119  49] ; [99 67],[109.65269461  58.34730539] ; [108.34730539  57.65269461],0
d4,1,0.044483,4.038144,[132  38] ; [112  53],[123.82089552  46.17910448] ; [120.17910448  44.82089552],0
s3,1,0.04989,3.84515,[ 32 136] ; [ 47 120],[ 39.61791045 128.38208955] ; [ 39.38208955 127.61791045],0
s1,1,0.051132,3.80396,[  1 168] ; [  6 158],[  3.55255255 165.44744745] ; [  3.44744745 160.55255255],0
s6,1,0.058816,3.570471,[88 81] ; [68 95],[79.40963855 89.59036145] ; [76.59036145 86.40963855],0
n3,1,0.08978,2.87831,[21  5] ; [36 22],[17.64285714  8.35714286] ; [39.35714286 18.64285714],0
a1,1,0.135583,2.227389,[  6 164] ; [ 12 155],[  9.08011869 160.91988131] ; [  8.91988131 158.08011869],0
b3,1,0.152465,2.047412,[45 63] ; [30 64],[40.0990099 67.9009901] ; [34.9009901 59.0990099],0
