Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.428137,[60 13] ; [13 31],[45.54700855 27.45299145] ; [27.45299145 16.54700855],1
r3,1,8e-06,19.908083,[65  8] ; [23 21],[54.90598291 18.09401709] ; [33.09401709 10.90598291],1
r2,1,0.000231,13.55854,[68  5] ; [28 14],[60.93913043 12.06086957] ; [35.06086957  6.93913043],1
u3,1,0.001443,10.149756,[19  5] ; [ 5 12],[14.04878049  9.95121951] ; [9.95121951 7.04878049],0
n5,1,0.006168,7.500445,[25 46] ; [27 17],[32.10434783 38.89565217] ; [19.89565217 24.10434783],0
d3,1,0.009247,6.774532,[48 24] ; [18 25],[41.32173913 30.67826087] ; [24.67826087 18.32173913],0
v4,1,0.010277,6.58621,[60 11] ; [28 16],[54.33043478 16.66956522] ; [33.66956522 10.33043478],0
d4,1,0.018102,5.586203,[59 12] ; [28 16],[53.71304348 17.28695652] ; [33.28695652 10.71304348],0
a1,1,0.027013,4.889956,[ 3 70] ; [ 7 37],[ 6.23931624 66.76068376] ; [ 3.76068376 40.23931624],0
u2,1,0.040828,4.183131,[18  5] ; [8 9],[14.95  8.05] ; [11.05  5.95],0
p11,1,0.042151,4.129136,[39 34] ; [15 29],[33.69230769 39.30769231] ; [20.30769231 23.69230769],0
a7,1,0.054837,3.687034,[48 25] ; [21 23],[43.05128205 29.94871795] ; [25.94871795 18.05128205],0
s2,1,0.056428,3.639364,[31 42] ; [11 33],[26.20512821 46.79487179] ; [15.79487179 28.20512821],0
u1,1,0.059486,3.551662,[ 9 64] ; [ 1 43],[ 6.23931624 66.76068376] ; [ 3.76068376 40.23931624],0
d5,1,0.061503,3.496374,[53 19] ; [25 19],[48.4137931 23.5862069] ; [29.5862069 14.4137931],0
p1,1,0.06433,3.422071,[ 3 69] ; [ 6 38],[ 5.5862069 66.4137931] ; [ 3.4137931 40.5862069],0
a5,1,0.125485,2.347491,[47 26] ; [22 22],[43.05128205 29.94871795] ; [25.94871795 18.05128205],0
b1,1,0.131702,2.272323,[36 37] ; [28 16],[39.93162393 33.06837607] ; [24.06837607 19.93162393],0
s4,1,0.139602,2.182346,[ 9 64] ; [10 34],[11.85470085 61.14529915] ; [ 7.14529915 36.85470085],0
d1,1,0.142273,2.153206,[35 38] ; [15 29],[31.1965812 41.8034188] ; [18.8034188 25.1965812],0
s3,1,0.155251,2.019881,[40 32] ; [18 25],[36.31304348 35.68695652] ; [21.68695652 21.31304348],0
v2,1,0.163437,1.942134,[28 39] ; [12 30],[24.58715596 42.41284404] ; [15.41284404 26.58715596],0
s6,1,0.17738,1.819437,[32 40] ; [14 30],[28.55172414 43.44827586] ; [17.44827586 26.55172414],0
b5,1,0.185843,1.750265,[44 29] ; [21 23],[40.55555556 32.44444444] ; [24.44444444 19.55555556],0
s1,1,0.192313,1.699812,[ 6 66] ; [ 1 42],[ 4.3826087 67.6173913] ; [ 2.6173913 40.3826087],0
p2,1,0.230671,1.43672,[44 29] ; [21 22],[40.90517241 32.09482759] ; [24.09482759 18.90517241],0
p6,1,0.239278,1.38484,[ 8 64] ; [ 8 34],[10.10526316 61.89473684] ; [ 5.89473684 36.10526316],0
d2,1,0.240986,1.374815,[28 44] ; [22 22],[31.03448276 40.96551724] ; [18.96551724 25.03448276],0
v1,1,0.26833,1.225266,[32 41] ; [14 28],[29.2 43.8] ; [16.8 25.2],0
b2,1,0.317208,1.000423,[11 30] ; [10 16],[12.85074627 28.14925373] ; [ 8.14925373 17.85074627],0
b3,1,0.317208,1.000423,[11 30] ; [10 16],[12.85074627 28.14925373] ; [ 8.14925373 17.85074627],0
s8,1,0.329228,0.95193,[19 54] ; [ 8 36],[16.84615385 56.15384615] ; [10.15384615 33.84615385],0
v3,1,0.348513,0.878865,[16 50] ; [ 7 35],[14.05555556 51.94444444] ; [ 8.94444444 33.05555556],0
n1,1,0.388997,0.742075,[10 23] ; [ 8 11],[11.42307692 21.57692308] ; [ 6.57692308 12.42307692],0
b4,1,0.449573,0.571728,[45 28] ; [24 20],[43.05128205 29.94871795] ; [25.94871795 18.05128205],0
a3,1,0.461877,0.541341,[49 23] ; [27 17],[47.17241379 24.82758621] ; [28.82758621 15.17241379],0
a8,1,0.512591,0.428774,[ 9 58] ; [ 4 39],[ 7.91818182 59.08181818] ; [ 5.08181818 37.91818182],0
p4,1,0.519895,0.414101,[22 50] ; [11 33],[20.48275862 51.51724138] ; [12.51724138 31.48275862],0
s5,1,0.572689,0.318203,[10 57] ; [ 8 34],[11.06422018 55.93577982] ; [ 6.93577982 35.06422018],0
p9,1,0.606458,0.265365,[40 32] ; [26 17],[41.32173913 30.67826087] ; [24.67826087 18.32173913],0
p5,1,0.612664,0.256313,[ 2 70] ; [ 2 42],[ 2.48275862 69.51724138] ; [ 1.51724138 42.48275862],0
n2,1,0.653,0.202139,[20 13] ; [14  7],[20.77777778 12.22222222] ; [13.22222222  7.77777778],0
n4,1,0.75215,0.099733,[42 31] ; [24 20],[41.17948718 31.82051282] ; [24.82051282 19.17948718],0
a2,1,0.791531,0.069866,[13 60] ; [ 7 37],[12.47863248 60.52136752] ; [ 7.52136752 36.47863248],0
n3,1,0.847837,0.036817,[20 11] ; [13  8],[19.67307692 11.32692308] ; [13.32692308  7.67307692],0
p10,1,0.86365,0.029491,[33 39] ; [19 24],[32.55652174 39.44347826] ; [19.44347826 23.55652174],0
a4,1,0.868693,0.02733,[31 42] ; [18 26],[30.57264957 42.42735043] ; [18.42735043 25.57264957],0
p7,1,0.906141,0.013902,[24 47] ; [15 28],[24.28947368 46.71052632] ; [14.71052632 28.28947368],0
p3,1,0.911627,0.012318,[18 55] ; [11 32],[18.25 54.75] ; [10.75 32.25],0
s7,1,0.941474,0.00539,[19 46] ; [12 30],[18.8317757 46.1682243] ; [12.1682243 29.8317757],0
a6,1,0.978394,0.000733,[44 28] ; [27 17],[44.06896552 27.93103448] ; [26.93103448 17.06896552],0
