Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,145.423817,[465  48] ; [59 73],[416.7627907  96.2372093] ; [107.2372093  24.7627907],1
p10,1,0.0,28.018349,[447  63] ; [89 41],[427.125  82.875] ; [108.875  21.125],1
p4,1,0.0,27.109278,[344 166] ; [56 75],[318.25273011 191.74726989] ; [81.74726989 49.25273011],1
v1,1,9e-06,19.71709,[301 200] ; [48 78],[278.86602871 222.13397129] ; [70.13397129 55.86602871],1
p8,1,5.5e-05,16.253833,[296 209] ; [51 80],[275.52672956 229.47327044] ; [71.47327044 59.52672956],1
s7,1,7.4e-05,15.706382,[274 215] ; [47 82],[253.99514563 235.00485437] ; [67.00485437 61.99514563],1
s8,1,0.000139,14.515564,[258 251] ; [42 89],[238.59375 270.40625] ; [61.40625 69.59375],1
p3,1,0.000199,13.845123,[283 229] ; [49 83],[263.95031056 248.04968944] ; [68.04968944 63.95031056],1
a5,1,0.000218,13.667062,[415  98] ; [87 45],[399.26511628 113.73488372] ; [102.73488372  29.26511628],1
p9,1,0.000305,13.042242,[450  56] ; [99 30],[437.47086614  68.52913386] ; [111.52913386  17.47086614],1
a2,1,0.000449,12.318326,[156 357] ; [ 20 112],[139.98139535 373.01860465] ; [36.01860465 95.98139535],1
v3,1,0.001403,10.201573,[226 272] ; [37 88],[210.23113965 287.76886035] ; [52.76886035 72.23113965],0
p2,1,0.003383,8.588519,[440  71] ; [99 32],[429.01713396  81.98286604] ; [109.98286604  21.01713396],0
s2,1,0.004355,8.129347,[285 221] ; [56 76],[270.44827586 235.55172414] ; [70.55172414 61.44827586],0
p11,1,0.00597,7.559251,[427  86] ; [96 36],[415.96744186  97.03255814] ; [107.03255814  24.96744186],0
a3,1,0.007932,7.048776,[400 111] ; [88 43],[388.42367601 122.57632399] ; [99.57632399 31.42367601],0
p5,1,0.009184,6.786617,[ 74 434] ; [  8 124],[ 65.0875 442.9125] ; [ 16.9125 115.0875],0
s6,1,0.010965,6.47106,[362 139] ; [79 51],[350.14421553 150.85578447] ; [90.85578447 39.14421553],0
p6,1,0.015718,5.834182,[210 298] ; [38 90],[198.08805031 309.91194969] ; [49.91194969 78.08805031],0
u1,1,0.015875,5.816689,[124 389] ; [ 19 113],[113.73488372 399.26511628] ; [ 29.26511628 102.73488372],0
r1,1,0.016121,5.789658,[426  85] ; [98 34],[416.42923795  94.57076205] ; [107.57076205  24.42923795],0
n1,1,0.016175,5.7837,[44 58] ; [ 8 30],[37.88571429 64.11428571] ; [14.11428571 23.88571429],0
a4,1,0.016243,5.77638,[269 242] ; [54 78],[256.69206843 254.30793157] ; [66.30793157 65.69206843],0
d2,1,0.01656,5.742466,[295 215] ; [61 71],[282.80373832 227.19626168] ; [73.19626168 58.80373832],0
d1,1,0.018481,5.549969,[376 137] ; [83 49],[365.06511628 147.93488372] ; [93.93488372 38.06511628],0
s3,1,0.019146,5.488128,[294 213] ; [60 69],[282.19811321 224.80188679] ; [71.80188679 57.19811321],0
p12,1,0.02737,4.867296,[ 50 459] ; [  5 127],[ 43.67394696 465.32605304] ; [ 11.32605304 120.67394696],0
p7,1,0.027969,4.829978,[334 166] ; [74 57],[323.29635499 176.70364501] ; [84.70364501 46.29635499],0
b1,1,0.030343,4.689755,[200 313] ; [38 94],[189.29302326 323.70697674] ; [48.70697674 83.29302326],0
a6,1,0.048476,3.893417,[360 152] ; [81 51],[350.60869565 161.39130435] ; [90.39130435 41.60869565],0
a8,1,0.055608,3.663757,[ 74 389] ; [ 11 110],[ 67.38869863 395.61130137] ; [ 17.61130137 103.38869863],0
d5,1,0.085335,2.960243,[459  54] ; [111  21],[453.34883721  59.65116279] ; [116.65116279  15.34883721],0
p1,1,0.086664,2.935281,[ 47 464] ; [  6 125],[ 42.18535826 468.81464174] ; [ 10.81464174 120.18535826],0
r4,1,0.095407,2.780694,[471  42] ; [115  17],[466.0744186  46.9255814] ; [119.9255814  12.0744186],0
n2,1,0.107052,2.597217,[79 25] ; [23 14],[75.23404255 28.76595745] ; [26.76595745 10.23404255],0
b2,1,0.133744,2.2485,[142 183] ; [23 45],[136.45038168 188.54961832] ; [28.54961832 39.45038168],0
b3,1,0.133744,2.2485,[142 183] ; [23 45],[136.45038168 188.54961832] ; [28.54961832 39.45038168],0
a7,1,0.152579,2.046281,[372 140] ; [104  28],[378.43478261 133.56521739] ; [97.56521739 34.43478261],0
s4,1,0.173256,1.854545,[ 78 425] ; [ 27 105],[ 83.17322835 419.82677165] ; [ 21.82677165 110.17322835],0
s1,1,0.176471,1.827097,[ 12 496] ; [  6 126],[ 14.2875 493.7125] ; [  3.7125 128.2875],0
n3,1,0.206008,1.599259,[70 34] ; [29  8],[73.0212766 30.9787234] ; [25.9787234 11.0212766],0
r3,1,0.245195,1.350476,[487  23] ; [129   3],[489.34579439  20.65420561] ; [126.65420561   5.34579439],0
b4,1,0.26467,1.244163,[303 210] ; [85 47],[308.59534884 204.40465116] ; [79.40465116 52.59534884],0
a1,1,0.314176,1.01304,[ 31 482] ; [  5 127],[ 28.63255814 484.36744186] ; [  7.36744186 124.63255814],0
d3,1,0.319564,0.990729,[391 122] ; [106  26],[395.28837209 117.71162791] ; [101.71162791  30.28837209],0
s5,1,0.324631,0.970198,[187 304] ; [42 84],[182.2350081 308.7649919] ; [46.7649919 79.2350081],0
r2,1,0.421475,0.6462,[484  23] ; [120   8],[482.2488189  24.7511811] ; [121.7511811   6.2488189],0
v2,1,0.525375,0.403329,[296 199] ; [72 55],[292.86173633 202.13826367] ; [75.13826367 51.86173633],0
v4,1,0.537279,0.380607,[490  21] ; [124   7],[488.71339564  22.28660436] ; [125.28660436   5.71339564],0
u2,1,0.714048,0.134268,[63 48] ; [23 20],[61.98701299 49.01298701] ; [24.01298701 18.98701299],0
u3,1,0.739017,0.110993,[65 48] ; [26 17],[65.91666667 47.08333333] ; [25.08333333 17.91666667],0
b5,1,0.905528,0.014085,[308 205] ; [80 52],[308.59534884 204.40465116] ; [79.40465116 52.59534884],0
