Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000225,13.60731,[ 62 208] ; [21 21],[ 71.82692308 198.17307692] ; [11.17307692 30.82692308],1
b3,1,0.008907,6.841337,[ 75 103] ; [ 4 22],[ 68.93137255 109.06862745] ; [10.06862745 15.93137255],0
b2,1,0.008907,6.841337,[ 75 103] ; [ 4 22],[ 68.93137255 109.06862745] ; [10.06862745 15.93137255],0
s6,1,0.010071,6.62235,[165 110] ; [36  9],[172.734375 102.265625] ; [28.265625 16.734375],0
v3,1,0.012997,6.169486,[106 159] ; [ 9 35],[ 98.62459547 166.37540453] ; [16.37540453 27.62459547],0
p6,1,0.021835,5.258882,[ 66 207] ; [ 4 41],[ 60.09433962 212.90566038] ; [ 9.90566038 35.09433962],0
s2,1,0.044923,4.021529,[127 147] ; [27 16],[133.11041009 140.88958991] ; [20.88958991 22.11041009],0
a6,1,0.055484,3.667467,[193  83] ; [25 20],[187.43925234  88.56074766] ; [30.56074766 14.43925234],0
n1,1,0.061881,3.486238,[37 43] ; [ 4 14],[33.46938776 46.53061224] ; [ 7.53061224 10.46938776],0
d1,1,0.063779,3.436296,[152 125] ; [18 27],[146.24223602 130.75776398] ; [23.75776398 21.24223602],0
a8,1,0.068692,3.314012,[ 38 212] ; [ 2 40],[ 34.24657534 215.75342466] ; [ 5.75342466 36.24657534],0
b1,1,0.075057,3.168803,[119 158] ; [13 32],[113.55279503 163.44720497] ; [18.44720497 26.55279503],0
s3,1,0.075205,3.165592,[145 129] ; [29 14],[150.39747634 123.60252366] ; [23.60252366 19.39747634],0
d5,1,0.078811,3.089245,[222  54] ; [31 14],[217.53271028  58.46728972] ; [35.46728972  9.53271028],0
n4,1,0.10321,2.655233,[240  36] ; [35 10],[236.44859813  39.55140187] ; [38.55140187  6.44859813],0
p10,1,0.119077,2.429414,[206  67] ; [29 16],[201.74528302  71.25471698] ; [33.25471698 11.74528302],0
d2,1,0.141229,2.164514,[141 131] ; [18 27],[136.42902208 135.57097792] ; [22.57097792 22.42902208],0
v2,1,0.235438,1.407706,[133 130] ; [18 26],[129.35830619 133.64169381] ; [21.64169381 22.35830619],0
d4,1,0.313758,1.014788,[208  66] ; [31 14],[205.28526646  68.71473354] ; [33.71473354 11.28526646],0
n6,1,0.317755,0.998165,[229  47] ; [40  5],[231.28971963  44.71028037] ; [37.71028037  7.28971963],0
a7,1,0.362284,0.82996,[177  99] ; [32 13],[179.70093458  96.29906542] ; [29.29906542 15.70093458],0
r3,1,0.366208,0.816493,[245  30] ; [38  7],[243.203125  31.796875] ; [39.796875  5.203125],0
r1,1,0.372609,0.794945,[201  74] ; [30 15],[198.515625  76.484375] ; [32.484375 12.515625],0
u3,1,0.374517,0.788622,[43 42] ; [4 7],[41.61458333 43.38541667] ; [5.38541667 5.61458333],0
u2,1,0.374695,0.788034,[42 41] ; [4 7],[40.61702128 42.38297872] ; [5.38297872 5.61702128],0
a3,1,0.41433,0.666342,[192  84] ; [34 11],[194.31775701  81.68224299] ; [31.68224299 13.31775701],0
p7,1,0.437152,0.603746,[115 155] ; [16 28],[112.6433121 157.3566879] ; [18.3566879 25.6433121],0
p4,1,0.498009,0.459178,[120 156] ; [22 23],[122.09345794 153.90654206] ; [19.90654206 25.09345794],0
v4,1,0.508988,0.436147,[242  34] ; [41  4],[243.3271028  32.6728972] ; [39.6728972  5.3271028],0
p1,1,0.542861,0.370263,[ 19 258] ; [ 2 43],[ 18.06521739 258.93478261] ; [ 2.93478261 42.06521739],0
n2,1,0.565222,0.330742,[59 24] ; [14  4],[59.99009901 23.00990099] ; [13.00990099  4.99009901],0
u1,1,0.567505,0.326874,[ 53 224] ; [ 7 38],[ 51.61490683 225.38509317] ; [ 8.38509317 36.61490683],0
r2,1,0.572209,0.319,[251  24] ; [39  5],[250.  25.] ; [40.  4.],0
b4,1,0.579739,0.306656,[166 111] ; [25 20],[164.30745342 112.69254658] ; [26.69254658 18.30745342],0
a2,1,0.590248,0.289957,[ 72 205] ; [10 35],[ 70.54037267 206.45962733] ; [11.45962733 33.54037267],0
v1,1,0.614837,0.253191,[129 137] ; [20 25],[127.44051447 138.55948553] ; [21.55948553 23.44051447],0
p2,1,0.63435,0.226207,[193  82] ; [30 15],[191.640625  83.359375] ; [31.359375 13.640625],0
a1,1,0.654906,0.199771,[ 17 260] ; [ 2 43],[ 16.3447205 260.6552795] ; [ 2.6552795 42.3447205],0
p12,1,0.654906,0.199771,[ 17 260] ; [ 2 43],[ 16.3447205 260.6552795] ; [ 2.6552795 42.3447205],0
s8,1,0.682687,0.167117,[102 175] ; [18 27],[103.22981366 173.77018634] ; [16.77018634 28.22981366],0
p5,1,0.699436,0.149059,[ 16 256] ; [ 2 43],[ 15.44479495 256.55520505] ; [ 2.55520505 42.44479495],0
p9,1,0.712783,0.135513,[213  60] ; [34 11],[212.04716981  60.95283019] ; [34.95283019 10.04716981],0
d3,1,0.736271,0.113431,[170 105] ; [29 16],[171.015625 103.984375] ; [27.984375 17.015625],0
n3,1,0.744105,0.106551,[56 26] ; [13  5],[56.58 25.42] ; [12.42  5.58],0
a5,1,0.771066,0.08467,[191  86] ; [32 13],[191.83540373  85.16459627] ; [31.16459627 13.83540373],0
