Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,3.6e-05,17.072344,[42 50] ; [49 13],[54.36363636 37.63636364] ; [36.63636364 25.36363636],1
v2,1,0.000212,13.721407,[31 58] ; [40 21],[42.12666667 46.87333333] ; [28.87333333 32.12666667],1
a2,1,0.000683,11.533841,[ 5 87] ; [15 47],[11.94805195 80.05194805] ; [ 8.05194805 53.94805195],1
a4,1,0.00133,10.300881,[18 74] ; [27 35],[26.88311688 65.11688312] ; [18.11688312 43.88311688],0
v3,1,0.002038,9.515139,[15 74] ; [24 37],[23.14 65.86] ; [15.86 45.14],0
n5,1,0.003899,8.330336,[29 63] ; [34 28],[37.63636364 54.36363636] ; [25.36363636 36.63636364],0
p4,1,0.013644,6.083684,[32 60] ; [34 28],[39.42857143 52.57142857] ; [26.57142857 35.42857143],0
p3,1,0.0141,6.025533,[24 68] ; [28 34],[31.06493506 60.93506494] ; [20.93506494 41.06493506],0
p9,1,0.018249,5.572056,[63 26] ; [54  8],[68.9602649 20.0397351] ; [48.0397351 13.9602649],0
d4,1,0.023355,5.14192,[64 28] ; [53  9],[69.8961039 22.1038961] ; [47.1038961 14.8961039],0
s6,1,0.028823,4.778158,[48 44] ; [42 18],[54.47368421 37.52631579] ; [35.52631579 24.47368421],0
r1,1,0.031476,4.626812,[56 36] ; [48 14],[62.12987013 29.87012987] ; [41.87012987 20.12987013],0
a3,1,0.038066,4.302083,[50 42] ; [44 18],[56.15584416 35.84415584] ; [37.84415584 24.15584416],0
p10,1,0.042369,4.120393,[59 31] ; [50 12],[64.53947368 25.46052632] ; [44.46052632 17.53947368],0
b5,1,0.051831,3.781229,[51 41] ; [44 18],[56.75324675 35.24675325] ; [38.24675325 23.75324675],0
u1,1,0.05454,3.696108,[ 5 87] ; [ 9 53],[ 8.36363636 83.63636364] ; [ 5.63636364 56.36363636],0
n2,1,0.062588,3.46743,[25 14] ; [19  3],[28.13114754 10.86885246] ; [15.86885246  6.13114754],0
u3,1,0.094932,2.788692,[20 21] ; [13  5],[22.93220339 18.06779661] ; [10.06779661  7.93220339],0
r2,1,0.097949,2.738628,[80 12] ; [58  3],[82.98039216  9.01960784] ; [55.01960784  5.98039216],0
s8,1,0.103941,2.644012,[22 70] ; [22 39],[26.45751634 65.54248366] ; [17.54248366 43.45751634],0
a6,1,0.12566,2.345323,[51 41] ; [42 20],[55.55844156 36.44155844] ; [37.44155844 24.55844156],0
d1,1,0.126056,2.34042,[36 56] ; [32 30],[40.62337662 51.37662338] ; [27.37662338 34.62337662],0
b2,1,0.160029,1.973954,[10 31] ; [12 18],[12.70422535 28.29577465] ; [ 9.29577465 20.70422535],0
b3,1,0.160029,1.973954,[10 31] ; [12 18],[12.70422535 28.29577465] ; [ 9.29577465 20.70422535],0
r4,1,0.163246,1.943899,[72 20] ; [54  8],[75.27272727 16.72727273] ; [50.72727273 11.27272727],0
s3,1,0.172415,1.86182,[35 57] ; [30 31],[39.08496732 52.91503268] ; [25.91503268 35.08496732],0
s7,1,0.17456,1.843342,[25 65] ; [23 37],[28.8 61.2] ; [19.2 40.8],0
d2,1,0.185938,1.749509,[29 63] ; [26 36],[32.85714286 59.14285714] ; [22.14285714 39.85714286],0
p8,1,0.202454,1.624583,[35 57] ; [30 32],[38.83116883 53.16883117] ; [26.16883117 35.83116883],0
p7,1,0.202687,1.62291,[46 44] ; [37 23],[49.8 40.2] ; [33.2 26.8],0
n1,1,0.211594,1.560484,[11 29] ; [ 3 19],[ 9.03225806 30.96774194] ; [ 4.96774194 17.03225806],0
d5,1,0.242293,1.367201,[61 30] ; [47 15],[64.23529412 26.76470588] ; [43.76470588 18.23529412],0
