Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,2.2e-05,18.015897,[15 25] ; [110  40],[26.31578947 13.68421053] ; [98.68421053 51.31578947],1
p7,1,2.7e-05,17.583695,[ 9 31] ; [88 59],[20.7486631 19.2513369] ; [76.2513369 70.7486631],1
p9,1,0.000389,12.586637,[19 18] ; [119  30],[27.4516129  9.5483871] ; [110.5483871  38.4516129],1
s8,1,0.000751,11.357987,[ 4 36] ; [57 93],[12.84210526 27.15789474] ; [ 48.15789474 101.84210526],1
v4,1,0.001478,10.105661,[32  8] ; [142   7],[36.82539683  3.17460317] ; [137.17460317  11.82539683],0
r4,1,0.004468,8.083221,[27 13] ; [130  20],[33.05263158  6.94736842] ; [123.94736842  26.05263158],0
r3,1,0.004997,7.880481,[34  6] ; [145   5],[37.68421053  2.31578947] ; [141.31578947   8.68421053],0
p3,1,0.006887,7.3021,[ 7 32] ; [62 88],[14.23809524 24.76190476] ; [54.76190476 95.23809524],0
s3,1,0.01235,6.259922,[11 29] ; [74 75],[17.98941799 22.01058201] ; [67.01058201 81.98941799],0
p4,1,0.0202,5.394494,[11 29] ; [72 78],[17.47368421 22.52631579] ; [65.52631579 84.47368421],0
p10,1,0.027394,4.865781,[21 18] ; [107  41],[26.69518717 12.30481283] ; [101.30481283  46.69518717],0
r2,1,0.031767,4.611021,[32  7] ; [137  10],[35.43548387  3.56451613] ; [133.56451613  13.43548387],0
a5,1,0.034855,4.452266,[20 20] ; [102  48],[25.68421053 14.31578947] ; [96.31578947 53.68421053],0
p8,1,0.046341,3.969167,[11 29] ; [67 82],[16.50793651 23.49206349] ; [61.49206349 87.50793651],0
r1,1,0.047635,3.922811,[25 15] ; [116  33],[29.84126984 10.15873016] ; [111.15873016  37.84126984],0
n3,1,0.060215,3.531456,[8 6] ; [36  8],[10.62068966  3.37931034] ; [33.37931034 10.62068966],0
s1,1,0.077799,3.110293,[ 4 36] ; [  5 145],[ 1.89473684 38.10526316] ; [  7.10526316 142.89473684],0
v1,1,0.084843,2.969596,[10 29] ; [59 86],[14.625 24.375] ; [54.375 90.625],0
s4,1,0.095503,2.779078,[11 29] ; [ 24 126],[ 7.36842105 32.63157895] ; [ 27.63157895 122.36842105],0
n2,1,0.140351,2.174108,[6 8] ; [28 15],[8.35087719 5.64912281] ; [25.64912281 17.35087719],0
s6,1,0.170718,1.876631,[18 21] ; [87 62],[21.78191489 17.21808511] ; [83.21808511 65.78191489],0
