Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,58.43604,[137  10] ; [12 20],[122.36312849  24.63687151] ; [26.63687151  5.36312849],1
n6,1,0.000111,14.947721,[135  11] ; [21 10],[128.6779661  17.3220339] ; [27.3220339  3.6779661],1
r4,1,0.000307,13.025781,[145   4] ; [26  6],[140.7679558   8.2320442] ; [30.2320442  1.7679558],1
p7,1,0.004687,7.996367,[117  28] ; [17 13],[111.02857143  33.97142857] ; [22.97142857  7.02857143],0
p5,1,0.008346,6.957766,[ 43 105] ; [ 2 29],[ 37.20670391 110.79329609] ; [ 7.79329609 23.20670391],0
r1,1,0.010226,6.595031,[132  16] ; [23  9],[127.44444444  20.55555556] ; [27.55555556  4.44444444],0
p11,1,0.012824,6.193292,[126  23] ; [21 11],[121.01104972  27.98895028] ; [25.98895028  6.01104972],0
p8,1,0.02178,5.263252,[102  44] ; [15 16],[96.50847458 49.49152542] ; [20.49152542 10.50847458],0
p2,1,0.025875,4.964363,[132  16] ; [23  8],[128.15642458  19.84357542] ; [26.84357542  4.15642458],0
a3,1,0.027928,4.832508,[126  22] ; [22 10],[121.68888889  26.31111111] ; [26.31111111  5.68888889],0
s7,1,0.028243,4.813193,[100  44] ; [14 15],[94.89017341 49.10982659] ; [19.10982659  9.89017341],0
s4,1,0.031871,4.605398,[ 29 117] ; [12 20],[ 33.62921348 112.37078652] ; [ 7.37078652 24.62921348],0
n1,1,0.046743,3.954606,[15  8] ; [4 9],[12.13888889 10.86111111] ; [6.86111111 6.13888889],0
v3,1,0.070909,3.261858,[81 66] ; [12 20],[76.37430168 70.62569832] ; [16.62569832 15.37430168],0
p4,1,0.0757,3.154881,[108  38] ; [18 13],[103.93220339  42.06779661] ; [22.06779661  8.93220339],0
a5,1,0.087804,2.914183,[126  23] ; [23  9],[122.65745856  26.34254144] ; [26.34254144  5.65745856],0
p3,1,0.090831,2.859584,[95 52] ; [15 16],[90.84269663 56.15730337] ; [19.15730337 11.84269663],0
n3,1,0.095803,2.774063,[17  6] ; [6 7],[14.69444444  8.30555556] ; [8.30555556 4.69444444],0
