Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000178,14.051757,[11  2] ; [ 9 27],[5.30612245 7.69387755] ; [14.69387755 21.30612245],1
r4,1,0.000366,12.6992,[9 5] ; [ 5 31],[ 3.92 10.08] ; [10.08 25.92],1
p2,1,0.000672,11.56569,[11  3] ; [ 9 26],[5.71428571 8.28571429] ; [14.28571429 20.71428571],1
s2,1,0.009006,6.821618,[8 6] ; [ 7 29],[4.2 9.8] ; [10.8 25.2],0
p11,1,0.009363,6.752232,[9 5] ; [ 9 27],[5.04 8.96] ; [12.96 23.04],0
p9,1,0.017627,5.632857,[10  3] ; [13 21],[6.36170213 6.63829787] ; [16.63829787 17.36170213],0
p10,1,0.018204,5.576431,[10  4] ; [12 23],[6.28571429 7.71428571] ; [15.71428571 19.28571429],0
v4,1,0.020638,5.357143,[12  2] ; [18 18],[8.4 5.6] ; [21.6 14.4],0
a5,1,0.046063,3.979277,[12  2] ; [20 16],[8.96 5.04] ; [23.04 12.96],0
p6,1,0.04733,3.933611,[5 9] ; [ 4 31],[ 2.57142857 11.42857143] ; [ 6.42857143 28.57142857],0
d4,1,0.058782,3.571429,[10  4] ; [15 21],[7. 7.] ; [18. 18.],0
p5,1,0.070701,3.266667,[ 4 10] ; [ 3 32],[ 2. 12.] ; [ 5. 30.],0
a3,1,0.098852,2.72397,[11  3] ; [18 16],[8.45833333 5.54166667] ; [20.54166667 13.45833333],0
b2,1,0.102755,2.662256,[2 9] ; [13 15],[4.23076923 6.76923077] ; [10.76923077 17.23076923],0
b3,1,0.102755,2.662256,[2 9] ; [13 15],[4.23076923 6.76923077] ; [10.76923077 17.23076923],0
n6,1,0.114981,2.484386,[11  3] ; [19 16],[8.57142857 5.42857143] ; [21.42857143 13.57142857],0
u3,1,0.129155,2.302632,[1 2] ; [ 1 17],[0.28571429 2.71428571] ; [ 1.71428571 16.28571429],0
s3,1,0.136349,2.218689,[7 6] ; [10 23],[4.80434783 8.19565217] ; [12.19565217 20.80434783],0
p3,1,0.154561,2.026654,[7 7] ; [10 25],[4.85714286 9.14285714] ; [12.14285714 22.85714286],0
p8,1,0.156049,2.012104,[6 7] ; [ 9 27],[3.97959184 9.02040816] ; [11.02040816 24.97959184],0
d1,1,0.176086,1.830349,[8 6] ; [13 23],[5.88 8.12] ; [15.12 20.88],0
u2,1,0.185877,1.75,[2 1] ; [ 5 13],[1. 2.] ; [ 6. 12.],0
b5,1,0.207712,1.587302,[9 5] ; [16 20],[7. 7.] ; [18. 18.],0
s7,1,0.208748,1.580085,[5 8] ; [ 7 27],[3.31914894 9.68085106] ; [ 8.68085106 25.31914894],0
v1,1,0.216021,1.530612,[6 8] ; [ 9 27],[4.2 9.8] ; [10.8 25.2],0
s4,1,0.224994,1.472233,[ 4 10] ; [ 5 31],[ 2.52 11.48] ; [ 6.48 29.52],0
p1,1,0.224994,1.472233,[ 4 10] ; [ 5 31],[ 2.52 11.48] ; [ 6.48 29.52],0
p4,1,0.239501,1.383529,[6 8] ; [ 9 26],[4.28571429 9.71428571] ; [10.71428571 24.28571429],0
r1,1,0.242997,1.363121,[8 6] ; [14 22],[6.16 7.84] ; [15.84 20.16],0
a7,1,0.242997,1.363121,[8 6] ; [14 22],[6.16 7.84] ; [15.84 20.16],0
r2,1,0.271315,1.210084,[12  2] ; [24 10],[10.5  3.5] ; [25.5  8.5],0
n3,1,0.303294,1.059655,[4 2] ; [ 9 12],[2.88888889 3.11111111] ; [10.11111111 10.88888889],0
d2,1,0.319383,0.991472,[9 5] ; [17 18],[7.42857143 6.57142857] ; [18.57142857 16.42857143],0
a4,1,0.343651,0.896765,[7 7] ; [12 22],[5.54166667 8.45833333] ; [13.45833333 20.54166667],0
s8,1,0.401577,0.7036,[4 9] ; [ 7 29],[ 2.91836735 10.08163265] ; [ 8.08163265 27.91836735],0
u1,1,0.479427,0.500165,[ 1 13] ; [ 1 35],[ 0.56 13.44] ; [ 1.44 34.56],0
b4,1,0.494963,0.465719,[10  4] ; [22 14],[8.96 5.04] ; [23.04 12.96],0
n5,1,0.509836,0.434404,[13  1] ; [31  5],[12.32  1.68] ; [31.68  4.32],0
s1,1,0.528733,0.396825,[ 2 12] ; [ 3 33],[ 1.4 12.6] ; [ 3.6 32.4],0
v2,1,0.549746,0.357773,[ 4 10] ; [ 7 27],[ 3.20833333 10.79166667] ; [ 7.79166667 26.20833333],0
p7,1,0.562775,0.334922,[5 9] ; [ 9 24],[4.17021277 9.82978723] ; [ 9.82978723 23.17021277],0
b1,1,0.5744,0.315375,[9 5] ; [20 16],[8.12 5.88] ; [20.88 15.12],0
d5,1,0.5744,0.315375,[9 5] ; [20 16],[8.12 5.88] ; [20.88 15.12],0
d3,1,0.594032,0.284091,[7 7] ; [15 21],[6.16 7.84] ; [15.84 20.16],0
n1,1,0.594853,0.282828,[4 2] ; [12 10],[3.42857143 2.57142857] ; [12.57142857  9.42857143],0
a1,1,0.669879,0.181744,[ 2 12] ; [ 7 29],[ 2.52 11.48] ; [ 6.48 29.52],0
a2,1,0.674514,0.176367,[ 1 13] ; [ 4 32],[ 1.4 12.6] ; [ 3.6 32.4],0
a6,1,0.723413,0.125246,[7 7] ; [20 16],[7.56 6.44] ; [19.44 16.56],0
v3,1,0.752642,0.099324,[ 3 11] ; [ 9 26],[ 3.42857143 10.57142857] ; [ 8.57142857 26.42857143],0
p12,1,0.831949,0.04503,[ 1 13] ; [ 2 34],[ 0.84 13.16] ; [ 2.16 33.84],0
