Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.550829,[73 56] ; [69  8],[88.9223301 40.0776699] ; [53.0776699 23.9223301],1
p8,1,6e-06,20.411098,[53 76] ; [56 20],[68.5902439 60.4097561] ; [40.4097561 35.5902439],1
p4,1,0.000174,14.088938,[61 68] ; [57 20],[73.89320388 55.10679612] ; [44.10679612 32.89320388],1
s7,1,0.000488,12.159691,[55 68] ; [52 22],[66.8071066 56.1928934] ; [40.1928934 33.8071066],1
s8,1,0.000902,11.018861,[48 81] ; [47 30],[59.49029126 69.50970874] ; [35.50970874 41.49029126],1
s6,1,0.001657,9.894803,[71 56] ; [57 16],[81.28 45.72] ; [46.72 26.28],0
a6,1,0.004257,8.170903,[63 66] ; [22 55],[53.22815534 75.77184466] ; [31.77184466 45.22815534],0
s2,1,0.007969,7.040526,[52 76] ; [46 31],[61.1902439 66.8097561] ; [36.8097561 40.1902439],0
s5,1,0.009833,6.66498,[40 87] ; [36 36],[48.50251256 78.49748744] ; [27.49748744 44.50251256],0
a1,1,0.012751,6.203325,[  3 126] ; [ 8 69],[  6.88834951 122.11165049] ; [ 4.11165049 72.88834951],0
d5,1,0.015869,5.817306,[87 42] ; [63 13],[94.3902439 34.6097561] ; [55.6097561 20.3902439],0
p3,1,0.025531,4.987535,[58 71] ; [47 30],[65.75242718 63.24757282] ; [39.24757282 37.75242718],0
p5,1,0.036234,4.386037,[ 12 117] ; [15 62],[ 16.90776699 112.09223301] ; [10.09223301 66.90776699],0
d1,1,0.051734,3.784365,[54 75] ; [43 34],[60.74271845 68.25728155] ; [36.25728155 40.74271845],0
s3,1,0.06549,3.392601,[68 60] ; [51 26],[74.30243902 53.69756098] ; [44.69756098 32.30243902],0
p10,1,0.066001,3.37978,[98 31] ; [65 10],[103.07352941  25.92647059] ; [59.92647059 15.07352941],0
r3,1,0.090918,2.85805,[113  16] ; [73  4],[116.47572816  12.52427184] ; [69.52427184  7.47572816],0
v3,1,0.092018,2.838711,[42 83] ; [35 42],[47.64851485 77.35148515] ; [29.35148515 47.64851485],0
