Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.550829,[73 56] ; [69  8],[88.9223301 40.0776699] ; [53.0776699 23.9223301],1
b4,1,0.104042,2.642468,[77 52] ; [37 40],[71.38834951 57.61165049] ; [42.61165049 34.38834951],0
u4,1,0.116289,2.4666,[  1 128] ; [ 3 74],[  2.50485437 126.49514563] ; [ 1.49514563 75.50485437],0
r2,1,0.138163,2.198303,[108  19] ; [70  6],[111.35960591  15.64039409] ; [66.64039409  9.35960591],0
n5,1,0.14304,2.14495,[99 29] ; [66 11],[103.02439024  24.97560976] ; [61.97560976 15.02439024],0
d2,1,0.149927,2.072996,[57 72] ; [42 35],[61.99514563 67.00485437] ; [37.00485437 39.99514563],0
n4,1,0.180008,1.797561,[100  28] ; [66 11],[103.64878049  24.35121951] ; [62.35121951 14.64878049],0
p11,1,0.186097,1.74825,[99 30] ; [65 12],[102.69902913  26.30097087] ; [61.30097087 15.69902913],0
d4,1,0.216192,1.529468,[91 37] ; [60 16],[94.74509804 33.25490196] ; [56.25490196 19.74509804],0
s4,1,0.217076,1.523595,[ 20 109] ; [17 59],[ 23.28292683 105.71707317] ; [13.71707317 62.28292683],0
u3,1,0.220145,1.503427,[11 27] ; [11 14],[13.26984127 24.73015873] ; [ 8.73015873 16.26984127],0
b2,1,0.233922,1.416853,[31 53] ; [25 28],[34.33576642 49.66423358] ; [21.66423358 31.33576642],0
b3,1,0.233922,1.416853,[31 53] ; [25 28],[34.33576642 49.66423358] ; [21.66423358 31.33576642],0
r1,1,0.238718,1.388147,[89 40] ; [59 18],[92.67961165 36.32038835] ; [55.32038835 21.67961165],0
r4,1,0.282591,1.154585,[101  28] ; [65 12],[103.95145631  25.04854369] ; [62.04854369 14.95145631],0
d3,1,0.3133,1.016712,[56 73] ; [39 38],[59.49029126 69.50970874] ; [35.50970874 41.49029126],0
p12,1,0.327011,0.960698,[  6 123] ; [ 6 69],[  7.58823529 121.41176471] ; [ 4.41176471 70.58823529],0
a4,1,0.38067,0.768536,[53 76] ; [36 40],[56.00487805 72.99512195] ; [32.99512195 43.00487805],0
n1,1,0.386329,0.750466,[12 26] ; [ 9 12],[13.52542373 24.47457627] ; [ 7.47457627 13.52542373],0
s1,1,0.423579,0.640364,[  4 125] ; [ 1 75],[  3.14634146 125.85365854] ; [ 1.85365854 74.14634146],0
a8,1,0.432662,0.615667,[ 13 105] ; [11 63],[ 14.75 103.25] ; [ 9.25 64.75],0
p9,1,0.457842,0.551164,[107  22] ; [66 10],[108.86341463  20.13658537] ; [64.13658537 11.86341463],0
n6,1,0.477383,0.504837,[104  23] ; [66 11],[105.83333333  21.16666667] ; [64.16666667 12.83333333],0
n3,1,0.478307,0.502722,[27 12] ; [12  8],[25.77966102 13.22033898] ; [13.22033898  6.77966102],0
u1,1,0.499274,0.45648,[  7 122] ; [ 6 71],[  8.1407767 120.8592233] ; [ 4.8592233 72.1407767],0
b5,1,0.514886,0.424126,[63 66] ; [34 43],[60.74271845 68.25728155] ; [36.25728155 40.74271845],0
p1,1,0.583349,0.300851,[  9 120] ; [ 7 70],[ 10.01941748 118.98058252] ; [ 5.98058252 71.01941748],0
a2,1,0.583396,0.300776,[ 13 116] ; [ 6 71],[ 11.89805825 117.10194175] ; [ 7.10194175 69.89805825],0
b1,1,0.589919,0.290471,[57 72] ; [37 40],[58.86407767 70.13592233] ; [35.13592233 41.86407767],0
a3,1,0.590844,0.289028,[91 37] ; [52 25],[89.28780488 38.71219512] ; [53.71219512 23.28780488],0
v4,1,0.702945,0.145426,[116  10] ; [72  5],[116.68965517   9.31034483] ; [71.31034483  5.68965517],0
n2,1,0.726099,0.122724,[27 11] ; [14  7],[26.40677966 11.59322034] ; [14.59322034  6.40677966],0
a5,1,0.748332,0.102938,[86 43] ; [53 24],[87.04368932 41.95631068] ; [51.95631068 25.04368932],0
v2,1,0.807128,0.059601,[59 65] ; [38 39],[59.84079602 64.15920398] ; [37.15920398 39.84079602],0
v1,1,0.810577,0.057448,[65 61] ; [40 35],[65.82089552 60.17910448] ; [39.17910448 35.82089552],0
u2,1,0.876547,0.024133,[19 19] ; [13 12],[19.3015873 18.6984127] ; [12.6984127 12.3015873],0
