Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,37.03407,[107  23] ; [67 76],[82.85714286 47.14285714] ; [91.14285714 51.85714286],1
v1,1,8e-06,19.994597,[102  29] ; [72 67],[84.42222222 46.57777778] ; [89.57777778 49.42222222],1
p10,1,0.000936,10.949727,[125   5] ; [121  23],[116.71532847  13.28467153] ; [129.28467153  14.71532847],1
n6,1,0.001991,9.557589,[124   6] ; [119  23],[116.13970588  13.86029412] ; [126.86029412  15.13970588],0
n5,1,0.002355,9.250338,[116  15] ; [106  37],[106.13868613  24.86131387] ; [115.86131387  27.13868613],0
p12,1,0.004891,7.919304,[ 25 105] ; [ 11 132],[ 17.14285714 112.85714286] ; [ 18.85714286 124.14285714],0
s7,1,0.006099,7.520737,[83 36] ; [72 64],[72.33333333 46.66666667] ; [82.66666667 53.33333333],0
p7,1,0.0106,6.531164,[108  21] ; [101  42],[99.12132353 29.87867647] ; [109.87867647  33.12132353],0
s8,1,0.016588,5.739397,[85 43] ; [75 69],[75.29411765 52.70588235] ; [84.70588235 59.29411765],0
n4,1,0.021422,5.292132,[119  12] ; [116  27],[112.3540146  18.6459854] ; [122.6459854  20.3540146],0
p11,1,0.036822,4.35863,[113  18] ; [110  34],[106.22909091  24.77090909] ; [116.77090909  27.22909091],0
p5,1,0.039779,4.227307,[ 31 100] ; [ 20 123],[ 24.38321168 106.61678832] ; [ 26.61678832 116.38321168],0
a1,1,0.060094,3.534801,[ 13 118] ; [  6 138],[  9.05090909 121.94909091] ; [  9.94909091 134.05090909],0
p1,1,0.078092,3.104167,[ 22 108] ; [ 14 130],[ 17.08029197 112.91970803] ; [ 18.91970803 125.08029197],0
r4,1,0.080982,3.045091,[126   5] ; [131  13],[122.42545455   8.57454545] ; [134.57454545   9.42545455],0
p2,1,0.083263,3.000025,[122   9] ; [125  19],[117.66181818  13.33818182] ; [129.33818182  14.66181818],0
p8,1,0.10653,2.604965,[95 34] ; [93 51],[88.83516484 40.16483516] ; [99.16483516 44.83516484],0
u4,1,0.115789,2.473379,[  6 125] ; [  2 142],[  3.81090909 127.18909091] ; [  4.18909091 139.81090909],0
v4,1,0.123346,2.374308,[128   2] ; [137   7],[125.72992701   4.27007299] ; [139.27007299   4.72992701],0
n2,1,0.141019,2.166801,[14  2] ; [21 10],[11.91489362  4.08510638] ; [23.08510638  7.91489362],0
p9,1,0.14722,2.100823,[122   8] ; [128  16],[118.61313869  11.38686131] ; [131.38686131  12.61313869],0
s4,1,0.169919,1.883654,[ 21 107] ; [ 33 110],[ 25.50553506 102.49446494] ; [ 28.49446494 114.50553506],0
n1,1,0.183335,1.770379,[ 5 11] ; [16 15],[7.14893617 8.85106383] ; [13.85106383 17.14893617],0
d3,1,0.202471,1.624459,[120  11] ; [125  19],[116.70909091  14.29090909] ; [128.29090909  15.70909091],0
r3,1,0.310874,1.026959,[126   4] ; [135   8],[124.28571429   5.71428571] ; [136.71428571   6.28571429],0
s3,1,0.367645,0.811608,[83 46] ; [85 59],[79.38461538 49.61538462] ; [88.61538462 55.38461538],0
a3,1,0.440332,0.595417,[111  18] ; [119  25],[108.68131868  20.31868132] ; [121.31868132  22.68131868],0
a2,1,0.458667,0.549147,[53 78] ; [52 92],[50.01818182 80.98181818] ; [54.98181818 89.01818182],0
d5,1,0.483958,0.489931,[128   2] ; [140   4],[127.15328467   2.84671533] ; [140.84671533   3.15328467],0
a8,1,0.519143,0.415596,[17 96] ; [ 16 115],[15.28278689 97.71721311] ; [ 17.71721311 113.28278689],0
u2,1,0.540291,0.375,[13  7] ; [14 11],[12.  8.] ; [15. 10.],0
a6,1,0.565424,0.330399,[97 33] ; [103  41],[94.89051095 35.10948905] ; [105.10948905  38.89051095],0
a4,1,0.579654,0.306794,[77 53] ; [90 54],[79.23357664 50.76642336] ; [87.76642336 56.23357664],0
u1,1,0.58411,0.299638,[45 86] ; [45 99],[42.87272727 88.12727273] ; [47.12727273 96.87272727],0
b4,1,0.594204,0.283827,[75 56] ; [87 57],[77.17090909 53.82909091] ; [84.82909091 59.17090909],0
u3,1,0.61425,0.254032,[13  7] ; [18  7],[13.77777778  6.22222222] ; [17.22222222  7.77777778],0
p4,1,0.639221,0.219762,[111  20] ; [119  25],[109.56363636  21.43636364] ; [120.43636364  23.56363636],0
s2,1,0.662254,0.190797,[78 50] ; [84 60],[76.23529412 51.76470588] ; [85.76470588 58.23529412],0
s5,1,0.667134,0.184973,[59 65] ; [62 76],[57.26717557 66.73282443] ; [63.73282443 74.26717557],0
n3,1,0.692599,0.156286,[11  5] ; [23  8],[11.57446809  4.42553191] ; [22.42553191  8.57446809],0
r1,1,0.700222,0.148241,[113  18] ; [121  22],[111.87591241  19.12408759] ; [122.12408759  20.87591241],0
b5,1,0.765562,0.088914,[75 56] ; [85 59],[76.21818182 54.78181818] ; [83.78181818 60.21818182],0
b1,1,0.767692,0.087258,[55 76] ; [63 81],[56.21090909 74.78909091] ; [61.78909091 82.21090909],0
r2,1,0.79829,0.065311,[127   3] ; [139   4],[126.66666667   3.33333333] ; [139.33333333   3.66666667],0
a5,1,0.807452,0.059397,[115  16] ; [125  19],[114.32727273  16.67272727] ; [125.67272727  18.32727273],0
s1,1,0.854547,0.033606,[  4 126] ; [  5 139],[  4.27007299 125.72992701] ; [  4.72992701 139.27007299],0
d2,1,0.865048,0.028884,[98 33] ; [109  35],[98.60727273 32.39272727] ; [108.39272727  35.60727273],0
s6,1,0.887616,0.019972,[94 32] ; [107  35],[94.5 31.5] ; [106.5  35.5],0
d4,1,0.917901,0.010625,[128   2] ; [142   2],[128.10218978   1.89781022] ; [141.89781022   2.10218978],0
b2,1,0.930613,0.007582,[38 54] ; [39 54],[38.29189189 53.70810811] ; [38.70810811 54.29189189],0
b3,1,0.930613,0.007582,[38 54] ; [39 54],[38.29189189 53.70810811] ; [38.70810811 54.29189189],0
a7,1,0.981232,0.000553,[99 32] ; [109  35],[99.08363636 31.91636364] ; [108.91636364  35.08363636],0
p6,1,0.986372,0.000292,[67 61] ; [75 68],[67.0701107 60.9298893] ; [74.9298893 68.0701107],0
