Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,78.351535,[76 16] ; [27 97],[43.87037037 48.12962963] ; [59.12962963 64.87037037],1
s6,1,0.0,52.897614,[77 14] ; [44 82],[50.74193548 40.25806452] ; [70.25806452 55.74193548],1
s5,1,1e-06,24.895513,[42 43] ; [ 21 102],[25.74519231 59.25480769] ; [37.25480769 85.74519231],1
s8,1,1e-06,23.644514,[45 47] ; [ 23 104],[28.56621005 63.43378995] ; [39.43378995 87.56621005],1
s7,1,1.6e-05,18.559189,[45 40] ; [29 93],[30.38647343 54.61352657] ; [43.61352657 78.38647343],1
s4,1,1.7e-05,18.537279,[31 61] ; [ 13 115],[18.4 73.6] ; [ 25.6 102.4],1
p10,1,0.000477,12.205391,[69 20] ; [69 58],[56.86111111 32.13888889] ; [81.13888889 45.86111111],1
u1,1,0.000673,11.56153,[20 72] ; [  8 120],[11.70909091 80.29090909] ; [ 16.29090909 111.70909091],1
u3,1,0.002504,9.137423,[27  6] ; [19 21],[20.79452055 12.20547945] ; [25.20547945 14.79452055],0
p12,1,0.007095,7.248878,[ 7 83] ; [  1 126],[ 3.31797235 86.68202765] ; [  4.68202765 122.31797235],0
p4,1,0.007616,7.12158,[48 43] ; [44 83],[38.40366972 52.59633028] ; [53.59633028 73.40366972],0
v4,1,0.02592,4.961318,[87  5] ; [108  19],[81.91780822 10.08219178] ; [113.08219178  13.91780822],0
a2,1,0.028046,4.825253,[21 71] ; [ 15 113],[15.05454545 76.94545455] ; [ 20.94545455 107.05454545],0
a1,1,0.032984,4.546625,[ 8 84] ; [  3 125],[ 4.6 87.4] ; [  6.4 121.6],0
p9,1,0.038645,4.276402,[69 19] ; [83 44],[62.21395349 25.78604651] ; [89.78604651 37.21395349],0
p6,1,0.043041,4.093788,[30 61] ; [25 96],[23.60849057 67.39150943] ; [31.39150943 89.60849057],0
p3,1,0.045994,3.981813,[43 48] ; [43 84],[35.89908257 55.10091743] ; [50.10091743 76.89908257],0
r3,1,0.052059,3.773869,[89  3] ; [115  13],[85.30909091  6.69090909] ; [118.69090909   9.30909091],0
u2,1,0.065289,3.397652,[25  8] ; [22 18],[21.24657534 11.75342466] ; [25.75342466 14.24657534],0
