Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,6.1e-05,16.062753,[32  6] ; [22 30],[22.8 15.2] ; [31.2 20.8],1
p3,1,9.8e-05,15.170744,[22 17] ; [ 9 43],[13.28571429 25.71428571] ; [17.71428571 34.28571429],1
p8,1,0.000185,13.974047,[19 20] ; [ 7 46],[11.02173913 27.97826087] ; [14.97826087 38.02173913],1
p6,1,0.000362,12.719224,[17 21] ; [ 6 46],[ 9.71111111 28.28888889] ; [13.28888889 38.71111111],1
p11,1,0.001735,9.810213,[30  9] ; [24 30],[22.64516129 16.35483871] ; [31.35483871 22.64516129],0
p7,1,0.008738,6.875523,[20 18] ; [13 38],[14.08988764 23.91011236] ; [18.91011236 32.08988764],0
p5,1,0.015742,5.831487,[ 9 30] ; [ 3 49],[ 5.14285714 33.85714286] ; [ 6.85714286 45.14285714],0
p9,1,0.018401,5.557541,[29  9] ; [27 25],[23.64444444 14.35555556] ; [32.35555556 19.64444444],0
b4,1,0.018551,5.543387,[18 21] ; [38 16],[23.48387097 15.51612903] ; [32.51612903 21.48387097],0
n6,1,0.027841,4.837868,[28  9] ; [28 25],[23.02222222 13.97777778] ; [32.97777778 20.02222222],0
s8,1,0.029074,4.763202,[13 25] ; [ 8 46],[ 8.67391304 29.32608696] ; [12.32608696 41.67391304],0
n2,1,0.05115,3.803363,[12  4] ; [12 15],[8.93023256 7.06976744] ; [15.06976744 11.93023256],0
s2,1,0.059041,3.564116,[17 19] ; [15 39],[12.8 23.2] ; [19.2 34.8],0
s6,1,0.083265,3.0,[20 16] ; [20 34],[16. 20.] ; [24. 30.],0
a1,1,0.13675,2.214149,[ 2 37] ; [ 8 46],[ 4.19354839 34.80645161] ; [ 5.80645161 48.19354839],0
s3,1,0.147308,2.099908,[12 23] ; [26 26],[15.28735632 19.71264368] ; [22.71264368 29.28735632],0
a5,1,0.151552,2.056559,[30  9] ; [34 20],[26.83870968 12.16129032] ; [37.16129032 16.83870968],0
p10,1,0.163629,1.94036,[24 13] ; [26 26],[20.78651685 16.21348315] ; [29.21348315 22.78651685],0
a3,1,0.165003,1.927765,[22 17] ; [38 16],[25.16129032 13.83870968] ; [34.83870968 19.16129032],0
r3,1,0.165248,1.925536,[26 11] ; [29 23],[22.86516854 14.13483146] ; [32.13483146 19.86516854],0
s7,1,0.17324,1.854681,[17 19] ; [16 33],[13.97647059 22.02352941] ; [19.02352941 29.97647059],0
s5,1,0.220425,1.501601,[11 25] ; [10 42],[ 8.59090909 27.40909091] ; [12.40909091 39.59090909],0
n1,1,0.227954,1.453584,[7 9] ; [ 7 20],[ 5.20930233 10.79069767] ; [ 8.79069767 18.20930233],0
r2,1,0.233084,1.421944,[21 15] ; [34 14],[23.57142857 12.42857143] ; [31.42857143 16.57142857],0
a7,1,0.258182,1.278481,[22 17] ; [36 17],[24.58695652 14.41304348] ; [33.41304348 19.58695652],0
u2,1,0.264521,1.244942,[8 9] ; [10  5],[9.5625 7.4375] ; [8.4375 6.5625],0
u3,1,0.287901,1.129412,[9 7] ; [ 6 10],[7.5 8.5] ; [7.5 8.5],0
n5,1,0.293811,1.102075,[25 12] ; [30 23],[22.61111111 14.38888889] ; [32.38888889 20.61111111],0
s1,1,0.306853,1.044172,[ 1 38] ; [ 4 50],[ 2.09677419 36.90322581] ; [ 2.90322581 51.09677419],0
r1,1,0.318394,0.995531,[10 27] ; [20 34],[12.1978022 24.8021978] ; [17.8021978 36.1978022],0
d2,1,0.363701,0.825073,[18 21] ; [29 23],[20.14285714 18.85714286] ; [26.85714286 25.14285714],0
u1,1,0.366734,0.8147,[ 6 33] ; [ 5 49],[ 4.61290323 34.38709677] ; [ 6.38709677 47.61290323],0
v1,1,0.396742,0.718178,[16 22] ; [17 34],[14.08988764 23.91011236] ; [18.91011236 32.08988764],0
b1,1,0.43143,0.61897,[22 17] ; [26 28],[20.12903226 18.87096774] ; [27.87096774 26.12903226],0
v4,1,0.459852,0.546254,[26 10] ; [33 18],[24.4137931 11.5862069] ; [34.5862069 16.4137931],0
v3,1,0.493016,0.469938,[ 9 29] ; [16 37],[10.43956044 27.56043956] ; [14.56043956 38.43956044],0
a6,1,0.610024,0.26014,[24 15] ; [36 18],[25.16129032 13.83870968] ; [34.83870968 19.16129032],0
s4,1,0.644764,0.212565,[ 7 31] ; [ 8 46],[ 6.19565217 31.80434783] ; [ 8.80434783 45.19565217],0
d3,1,0.690115,0.158961,[28 11] ; [36 17],[27.13043478 11.86956522] ; [36.86956522 16.13043478],0
n3,1,0.693696,0.155114,[7 9] ; [13 13],[7.61904762 8.38095238] ; [12.38095238 13.61904762],0
d4,1,0.714174,0.134143,[32  7] ; [45  8],[32.64130435  6.35869565] ; [44.35869565  8.64130435],0
b5,1,0.732852,0.116509,[21 18] ; [31 23],[21.80645161 17.19354839] ; [30.19354839 23.80645161],0
a4,1,0.744179,0.106488,[19 20] ; [24 29],[18.22826087 20.77173913] ; [24.77173913 28.22826087],0
p1,1,0.769536,0.085839,[ 3 36] ; [ 5 48],[ 3.39130435 35.60869565] ; [ 4.60869565 48.39130435],0
d1,1,0.835428,0.043158,[23 16] ; [33 21],[23.48387097 15.51612903] ; [32.51612903 21.48387097],0
b2,1,0.851389,0.035099,[10 19] ; [ 9 19],[ 9.66666667 19.33333333] ; [ 9.33333333 18.66666667],0
b3,1,0.851389,0.035099,[10 19] ; [ 9 19],[ 9.66666667 19.33333333] ; [ 9.33333333 18.66666667],0
n4,1,0.910344,0.01268,[25 14] ; [34 20],[24.74193548 14.25806452] ; [34.25806452 19.74193548],0
a2,1,0.94407,0.004922,[ 7 32] ; [10 44],[ 7.12903226 31.87096774] ; [ 9.87096774 44.12903226],0
v2,1,0.969612,0.001451,[18 19] ; [26 27],[18.08888889 18.91111111] ; [25.91111111 27.08888889],0
