Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.516712,[227  34] ; [55 31],[212.10951009  48.89048991] ; [69.89048991 16.10951009],1
u1,1,0.147724,2.095598,[ 56 205] ; [25 61],[ 60.92507205 200.07492795] ; [20.07492795 65.92507205],0
a6,1,0.162556,1.950286,[179  81] ; [66 20],[184.10404624  75.89595376] ; [60.89595376 25.10404624],0
v4,1,0.167662,1.903728,[250   9] ; [80  6],[247.73913043  11.26086957] ; [82.26086957  3.73913043],0
b3,1,0.241853,1.369761,[ 65 102] ; [29 32],[68.85087719 98.14912281] ; [25.14912281 35.85087719],0
b2,1,0.241853,1.369761,[ 65 102] ; [29 32],[68.85087719 98.14912281] ; [25.14912281 35.85087719],0
n4,1,0.254239,1.299862,[217  44] ; [66 19],[213.47687861  47.52312139] ; [69.52312139 15.47687861],0
n1,1,0.274549,1.193878,[10 22] ; [8 9],[11.75510204 20.24489796] ; [ 6.24489796 10.75510204],0
s8,1,0.276358,1.184915,[138 121] ; [40 46],[133.62898551 125.37101449] ; [44.37101449 41.62898551],0
v1,1,0.296938,1.087895,[162  95] ; [47 36],[157.97941176  99.02058824] ; [51.02058824 31.97941176],0
d4,1,0.298081,1.082761,[221  39] ; [69 17],[217.91907514  42.08092486] ; [72.08092486 13.91907514],0
a4,1,0.320542,0.986734,[120 140] ; [45 41],[123.98843931 136.01156069] ; [41.01156069 44.98843931],0
s6,1,0.327532,0.95863,[183  69] ; [57 28],[179.46587537  72.53412463] ; [60.53412463 24.46587537],0
r4,1,0.385666,0.752564,[244  17] ; [78  8],[242.19596542  18.80403458] ; [79.80403458  6.19596542],0
s4,1,0.411491,0.674488,[ 53 205] ; [14 71],[ 50.39650146 207.60349854] ; [16.60349854 68.39650146],0
u4,1,0.41328,0.669345,[  7 253] ; [ 1 85],[  6.01156069 253.98843931] ; [ 1.98843931 84.01156069],0
u3,1,0.49028,0.475911,[40 27] ; [13  6],[41.29069767 25.70930233] ; [11.70930233  7.29069767],0
d2,1,0.511794,0.430398,[132 129] ; [47 39],[134.63688761 126.36311239] ; [44.36311239 41.63688761],0
a5,1,0.560573,0.338714,[208  53] ; [66 20],[206.09221902  54.90778098] ; [67.90778098 18.09221902],0
a3,1,0.573904,0.316194,[194  65] ; [67 19],[195.93913043  63.06086957] ; [65.06086957 20.93913043],0
r3,1,0.624327,0.239833,[249   9] ; [82  4],[248.25   9.75] ; [82.75  3.25],0
a1,1,0.642214,0.215858,[ 19 242] ; [ 5 81],[ 18.0518732 242.9481268] ; [ 5.9481268 80.0518732],0
d5,1,0.695384,0.153318,[216  44] ; [73 13],[217.16763006  42.83236994] ; [71.83236994 14.16763006],0
a7,1,0.702842,0.145532,[188  72] ; [64 22],[189.36416185  70.63583815] ; [62.63583815 23.36416185],0
u2,1,0.737615,0.112234,[38 29] ; [11  7],[38.62352941 28.37647059] ; [10.37647059  7.62352941],0
b4,1,0.739185,0.110845,[148 113] ; [47 39],[146.67146974 114.32853026] ; [48.32853026 37.67146974],0
s3,1,0.75919,0.09397,[153 104] ; [49 36],[151.79532164 105.20467836] ; [50.20467836 34.79532164],0
r2,1,0.774373,0.082174,[243  14] ; [82  4],[243.51311953  13.48688047] ; [81.48688047  4.51311953],0
v3,1,0.828821,0.046748,[122 132] ; [41 42],[122.85459941 131.14540059] ; [40.14540059 42.85459941],0
v2,1,0.831655,0.04519,[161  95] ; [52 29],[161.8041543  94.1958457] ; [51.1958457 29.8041543],0
s2,1,0.844689,0.038377,[137 122] ; [46 39],[137.78197674 121.21802326] ; [45.21802326 39.78197674],0
s1,1,0.868521,0.027402,[  7 254] ; [ 2 83],[  6.78901734 254.21098266] ; [ 2.21098266 82.78901734],0
a8,1,0.872246,0.025858,[ 35 201] ; [12 65],[ 35.43769968 200.56230032] ; [11.56230032 65.43769968],0
n2,1,0.894893,0.017454,[25  7] ; [13  4],[24.81632653  7.18367347] ; [13.18367347  3.81632653],0
s7,1,0.901093,0.015446,[146  99] ; [50 35],[145.51515152  99.48484848] ; [50.48484848 34.51515152],0
