Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.516712,[227  34] ; [55 31],[212.10951009  48.89048991] ; [69.89048991 16.10951009],1
p11,1,9e-06,19.665491,[232  29] ; [59 27],[218.87896254  42.12103746] ; [72.12103746 13.87896254],1
p6,1,0.000437,12.365022,[156 101] ; [33 52],[142.02631579 114.97368421] ; [46.97368421 38.02631579],1
p10,1,0.00172,9.826716,[238  22] ; [68 18],[229.94219653  30.05780347] ; [76.05780347  9.94219653],0
p5,1,0.002288,9.303028,[ 61 200] ; [ 7 78],[ 51.29479769 209.70520231] ; [16.70520231 68.29479769],0
p2,1,0.006112,7.517056,[243  17] ; [72 14],[236.70520231  23.29479769] ; [78.29479769  7.70520231],0
p12,1,0.010344,6.574757,[ 35 225] ; [ 3 83],[ 28.55491329 231.44508671] ; [ 9.44508671 76.55491329],0
b5,1,0.010651,6.522716,[138 123] ; [59 27],[148.17579251 112.82420749] ; [48.82420749 37.17579251],0
s5,1,0.020397,5.377588,[113 136] ; [26 58],[103.93693694 145.06306306] ; [35.06306306 48.93693694],0
a2,1,0.024102,5.087308,[ 67 194] ; [33 53],[ 75.21613833 185.78386167] ; [24.78386167 61.21613833],0
p9,1,0.027892,4.834725,[240  21] ; [72 14],[234.67435159  26.32564841] ; [77.32564841  8.67435159],0
b1,1,0.031487,4.626189,[105 156] ; [46 40],[113.57636888 147.42363112] ; [37.42363112 48.57636888],0
r1,1,0.036166,4.389269,[219  41] ; [63 22],[212.52173913  47.47826087] ; [69.47826087 15.52173913],0
p1,1,0.053311,3.734129,[ 35 224] ; [ 5 81],[ 30.02898551 228.97101449] ; [ 9.97101449 76.02898551],0
n6,1,0.060307,3.528929,[233  26] ; [70 15],[228.13081395  30.86918605] ; [74.86918605 10.13081395],0
d1,1,0.081531,3.03411,[170  91] ; [47 39],[163.21902017  97.78097983] ; [53.78097983 32.21902017],0
n5,1,0.091335,2.850677,[212  49] ; [61 23],[206.53043478  54.46956522] ; [66.46956522 17.53043478],0
d3,1,0.118465,2.437504,[190  71] ; [55 31],[184.2795389  76.7204611] ; [60.7204611 25.2795389],0
