Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.00115,10.568484,[5 3] ; [ 6 41],[1.6 6.4] ; [ 9.4 37.6],0
s6,1,0.002799,8.934249,[5 2] ; [ 9 39],[1.78181818 5.21818182] ; [12.21818182 35.78181818],0
p10,1,0.003011,8.800975,[7 1] ; [15 32],[3.2 4.8] ; [18.8 28.2],0
u3,1,0.015749,5.830702,[2 1] ; [ 2 18],[0.52173913 2.47826087] ; [ 3.47826087 16.52173913],0
p9,1,0.015798,5.825221,[7 1] ; [19 27],[3.85185185 4.14814815] ; [22.14814815 23.85185185],0
p6,1,0.02518,5.011431,[3 5] ; [ 4 42],[1.03703704 6.96296296] ; [ 5.96296296 40.03703704],0
r4,1,0.032706,4.561086,[5 3] ; [12 36],[2.42857143 5.57142857] ; [14.57142857 33.42857143],0
v3,1,0.046358,3.968531,[3 5] ; [ 5 42],[1.16363636 6.83636364] ; [ 6.83636364 40.16363636],0
p7,1,0.047054,3.94347,[5 3] ; [13 35],[2.57142857 5.42857143] ; [15.42857143 32.57142857],0
s3,1,0.084695,2.972422,[4 4] ; [10 37],[2.03636364 5.96363636] ; [11.96363636 35.03636364],0
a8,1,0.08669,2.934783,[3 5] ; [ 6 40],[1.33333333 6.66666667] ; [ 7.66666667 38.33333333],0
p2,1,0.096432,2.763583,[5 3] ; [15 32],[2.90909091 5.09090909] ; [17.09090909 29.90909091],0
p12,1,0.107142,2.595884,[1 6] ; [ 1 47],[0.25454545 6.74545455] ; [ 1.74545455 46.25454545],0
r1,1,0.14646,2.108734,[5 3] ; [17 31],[3.14285714 4.85714286] ; [18.85714286 29.14285714],0
n4,1,0.166763,1.911807,[7 1] ; [30 18],[5.28571429 2.71428571] ; [31.71428571 16.28571429],0
s7,1,0.192442,1.698823,[3 5] ; [ 8 38],[1.62962963 6.37037037] ; [ 9.37037037 36.62962963],0
v2,1,0.206227,1.597721,[4 4] ; [13 34],[2.47272727 5.52727273] ; [14.52727273 32.47272727],0
r2,1,0.236742,1.399891,[3 5] ; [27 18],[4.52830189 3.47169811] ; [25.47169811 19.52830189],0
b1,1,0.272464,1.204301,[3 5] ; [28 20],[4.42857143 3.57142857] ; [26.57142857 21.42857143],0
u1,1,0.332483,0.939203,[1 7] ; [ 2 46],[0.42857143 7.57142857] ; [ 2.57142857 45.42857143],0
n5,1,0.37152,0.798574,[6 2] ; [28 20],[4.85714286 3.14285714] ; [29.14285714 18.85714286],0
d5,1,0.430223,0.622222,[6 2] ; [29 19],[5. 3.] ; [30. 18.],0
u2,1,0.434672,0.610307,[1 2] ; [ 3 17],[0.52173913 2.47826087] ; [ 3.47826087 16.52173913],0
a7,1,0.445009,0.583333,[5 3] ; [23 25],[4. 4.] ; [24. 24.],0
s5,1,0.475052,0.510201,[2 6] ; [ 7 40],[1.30909091 6.69090909] ; [ 7.69090909 39.30909091],0
n1,1,0.490279,0.475913,[2 1] ; [10 12],[1.44 1.56] ; [10.56 11.44],0
n2,1,0.490279,0.475913,[2 1] ; [10 12],[1.44 1.56] ; [10.56 11.44],0
s1,1,0.52511,0.403846,[1 7] ; [ 3 45],[0.57142857 7.42857143] ; [ 3.42857143 44.57142857],0
p4,1,0.545972,0.364583,[3 5] ; [13 35],[2.28571429 5.71428571] ; [13.71428571 34.28571429],0
b3,1,0.587594,0.294118,[3 3] ; [13 21],[2.4 3.6] ; [13.6 20.4],0
b2,1,0.587594,0.294118,[3 3] ; [13 21],[2.4 3.6] ; [13.6 20.4],0
d4,1,0.64032,0.218324,[6 2] ; [32 16],[5.42857143 2.57142857] ; [32.57142857 15.42857143],0
d3,1,0.660689,0.192688,[3 5] ; [22 26],[3.57142857 4.42857143] ; [21.42857143 26.57142857],0
p3,1,0.680381,0.169697,[2 6] ; [ 9 39],[1.57142857 6.42857143] ; [ 9.42857143 38.57142857],0
p5,1,0.716728,0.131649,[1 7] ; [ 4 43],[0.72727273 7.27272727] ; [ 4.27272727 42.72727273],0
a5,1,0.741988,0.108387,[4 4] ; [27 21],[4.42857143 3.57142857] ; [26.57142857 21.42857143],0
a6,1,0.826824,0.047863,[4 4] ; [22 26],[3.71428571 4.28571429] ; [22.28571429 25.71428571],0
a3,1,0.875923,0.024379,[5 3] ; [28 19],[4.8 3.2] ; [28.2 18.8],0
p1,1,0.87611,0.024306,[1 7] ; [ 7 41],[1.14285714 6.85714286] ; [ 6.85714286 41.14285714],0
d1,1,0.911058,0.012478,[3 5] ; [19 29],[3.14285714 4.85714286] ; [18.85714286 29.14285714],0
d2,1,0.955629,0.003096,[4 4] ; [23 24],[3.92727273 4.07272727] ; [23.07272727 23.92727273],0
a4,1,0.96575,0.001844,[3 5] ; [18 29],[3.05454545 4.94545455] ; [17.94545455 29.05454545],0
v1,1,0.97453,0.001019,[2 6] ; [12 35],[2.03636364 5.96363636] ; [11.96363636 35.03636364],0
s4,1,1.0,0.0,[1 7] ; [ 6 42],[1. 7.] ; [ 6. 42.],0
b5,1,1.0,0.0,[4 4] ; [24 24],[4. 4.] ; [24. 24.],0
b4,1,1.0,0.0,[5 3] ; [30 18],[5. 3.] ; [30. 18.],0
