Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000329,12.896948,[10  5] ; [11 46],[ 4.375 10.625] ; [16.625 40.375],1
s6,1,0.000863,11.101084,[13  3] ; [20 38],[7.13513514 8.86486486] ; [25.86486486 32.13513514],1
s7,1,0.001306,10.33342,[8 7] ; [ 8 48],[ 3.38028169 11.61971831] ; [12.61971831 43.38028169],0
p3,1,0.002051,9.503221,[10  7] ; [12 47],[ 4.92105263 12.07894737] ; [17.07894737 41.92105263],0
d1,1,0.002051,9.503221,[10  7] ; [12 47],[ 4.92105263 12.07894737] ; [17.07894737 41.92105263],0
p6,1,0.003697,8.426746,[8 9] ; [ 8 49],[ 3.67567568 13.32432432] ; [12.32432432 44.67567568],0
p1,1,0.006664,7.361496,[ 4 13] ; [ 2 57],[ 1.34210526 15.65789474] ; [ 4.65789474 54.34210526],0
d5,1,0.010787,6.500108,[14  3] ; [28 31],[9.39473684 7.60526316] ; [32.60526316 26.39473684],0
d4,1,0.031936,4.601927,[15  2] ; [35 23],[11.33333333  5.66666667] ; [38.66666667 19.33333333],0
d2,1,0.032971,4.547263,[10  7] ; [18 41],[ 6.26315789 10.73684211] ; [21.73684211 37.26315789],0
d3,1,0.063955,3.431734,[10  7] ; [20 39],[ 6.71052632 10.28947368] ; [23.28947368 35.71052632],0
a4,1,0.064665,3.413501,[9 8] ; [17 42],[ 5.81578947 11.18421053] ; [20.18421053 38.81578947],0
s2,1,0.130299,2.288941,[9 8] ; [19 39],[ 6.34666667 10.65333333] ; [21.65333333 36.34666667],0
s3,1,0.145896,2.11464,[10  7] ; [23 36],[7.38157895 9.61842105] ; [25.61842105 33.38157895],0
n1,1,0.149154,2.080883,[6 7] ; [ 5 17],[4.08571429 8.91428571] ; [ 6.91428571 15.08571429],0
a5,1,0.209977,1.571587,[11  6] ; [28 31],[8.72368421 8.27631579] ; [30.27631579 28.72368421],0
p4,1,0.215517,1.533976,[9 8] ; [21 37],[ 6.8 10.2] ; [23.2 34.8],0
r1,1,0.230533,1.437569,[ 7 10] ; [34 25],[9.17105263 7.82894737] ; [31.82894737 27.17105263],0
v2,1,0.287703,1.130337,[ 4 13] ; [21 35],[ 5.82191781 11.17808219] ; [19.17808219 36.82191781],0
p11,1,0.321622,0.982339,[9 8] ; [39 20],[10.73684211  6.26315789] ; [37.26315789 21.73684211],0
v4,1,0.335574,0.927267,[13  4] ; [50  8],[14.28  2.72] ; [48.72  9.28],0
p10,1,0.343215,0.898387,[10  6] ; [29 30],[8.32 7.68] ; [30.68 28.32],0
n2,1,0.353736,0.86001,[9 4] ; [19  4],[10.11111111  2.88888889] ; [17.88888889  5.11111111],0
u3,1,0.386997,0.748355,[6 3] ; [13 13],[4.88571429 4.11428571] ; [14.11428571 11.88571429],0
p8,1,0.409446,0.680409,[ 7 10] ; [18 41],[ 5.59210526 11.40789474] ; [19.40789474 39.59210526],0
r4,1,0.417729,0.656697,[13  4] ; [39 20],[11.63157895  5.36842105] ; [40.36842105 18.63157895],0
r3,1,0.421676,0.645639,[15  2] ; [47 12],[13.86842105  3.13157895] ; [48.13157895 10.86842105],0
r2,1,0.421676,0.645639,[15  2] ; [47 12],[13.86842105  3.13157895] ; [48.13157895 10.86842105],0
b4,1,0.440029,0.596206,[8 9] ; [34 25],[9.39473684 7.60526316] ; [32.60526316 26.39473684],0
a3,1,0.473666,0.513411,[8 9] ; [33 25],[9.29333333 7.70666667] ; [31.70666667 26.29333333],0
b2,1,0.539657,0.376176,[2 8] ; [ 9 21],[2.75 7.25] ; [ 8.25 21.75],0
b3,1,0.539657,0.376176,[2 8] ; [ 9 21],[2.75 7.25] ; [ 8.25 21.75],0
n3,1,0.548585,0.359859,[9 4] ; [13  9],[8.17142857 4.82857143] ; [13.82857143  8.17142857],0
s8,1,0.552438,0.352968,[ 5 12] ; [13 45],[ 4.08 12.92] ; [13.92 44.08],0
a1,1,0.590176,0.29007,[ 1 16] ; [ 6 53],[ 1.56578947 15.43421053] ; [ 5.43421053 53.56578947],0
b5,1,0.601472,0.272782,[8 9] ; [32 27],[8.94736842 8.05263158] ; [31.05263158 27.94736842],0
