Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.343909,[43 10] ; [10 28],[30.86813187 22.13186813] ; [22.13186813 15.86813187],1
r3,1,0.000728,11.416912,[43 10] ; [18 20],[35.52747253 17.47252747] ; [25.47252747 12.52747253],1
v4,1,0.003129,8.730795,[41 12] ; [18 20],[34.36263736 18.63736264] ; [24.63736264 13.36263736],0
s8,1,0.00383,8.36293,[13 39] ; [ 1 37],[ 8.08888889 43.91111111] ; [ 5.91111111 32.08888889],0
r2,1,0.004878,7.924282,[48  5] ; [24 12],[42.87640449 10.12359551] ; [29.12359551  6.87640449],0
p1,1,0.032627,4.565238,[ 1 52] ; [ 5 33],[ 3.49450549 49.50549451] ; [ 2.50549451 35.49450549],0
s2,1,0.034505,4.469518,[19 34] ; [ 6 32],[14.56043956 38.43956044] ; [10.43956044 27.56043956],0
s6,1,0.054393,3.700606,[27 25] ; [12 26],[22.53333333 29.46666667] ; [16.46666667 21.53333333],0
a1,1,0.054925,3.684369,[ 3 50] ; [ 7 31],[ 5.82417582 47.17582418] ; [ 4.17582418 33.82417582],0
a6,1,0.087761,2.91498,[22 30] ; [23 15],[26. 26.] ; [19. 19.],0
s3,1,0.114184,2.495334,[21 31] ; [ 9 28],[17.52808989 34.47191011] ; [12.47191011 24.52808989],0
u2,1,0.125847,2.343004,[13 11] ; [ 4 10],[10.73684211 13.26315789] ; [6.26315789 7.73684211],0
u3,1,0.145519,2.118609,[15 10] ; [5 9],[12.82051282 12.17948718] ; [7.17948718 6.82051282],0
v1,1,0.147276,2.10024,[19 34] ; [ 8 29],[15.9 37.1] ; [11.1 25.9],0
n3,1,0.196706,1.666667,[14 10] ; [ 6 10],[12. 12.] ; [8. 8.],0
d3,1,0.224251,1.476962,[22 30] ; [21 17],[24.84444444 27.15555556] ; [18.15555556 19.84444444],0
a7,1,0.235348,1.408248,[29 24] ; [16 22],[26.20879121 26.79120879] ; [18.79120879 19.20879121],0
b4,1,0.243663,1.359277,[33 20] ; [19 19],[30.28571429 22.71428571] ; [21.71428571 16.28571429],0
a8,1,0.305672,1.049285,[ 6 45] ; [ 2 35],[ 4.63636364 46.36363636] ; [ 3.36363636 33.63636364],0
d2,1,0.324118,0.972255,[24 28] ; [21 16],[26.29213483 25.70786517] ; [18.70786517 18.29213483],0
n2,1,0.324343,0.971352,[16 11] ; [7 9],[14.44186047 12.55813953] ; [8.55813953 7.44186047],0
v3,1,0.329704,0.950059,[17 33] ; [ 9 28],[14.94252874 35.05747126] ; [11.05747126 25.94252874],0
d5,1,0.34816,0.880152,[32 20] ; [27 11],[34.08888889 17.91111111] ; [24.91111111 13.08888889],0
p11,1,0.382999,0.761054,[20 33] ; [11 27],[18.05494505 34.94505495] ; [12.94505495 25.05494505],0
n4,1,0.392502,0.731177,[34 19] ; [21 17],[32.03296703 20.96703297] ; [22.96703297 15.03296703],0
p9,1,0.409873,0.679168,[13 40] ; [ 6 29],[11.44318182 41.55681818] ; [ 7.55681818 27.44318182],0
u1,1,0.424199,0.638652,[ 7 46] ; [ 3 35],[ 5.82417582 47.17582418] ; [ 4.17582418 33.82417582],0
a3,1,0.434396,0.611042,[28 23] ; [24 14],[29.79775281 21.20224719] ; [22.20224719 15.79775281],0
v2,1,0.447372,0.577302,[18 34] ; [10 27],[16.35955056 35.64044944] ; [11.64044944 25.35955056],0
p8,1,0.461987,0.541077,[ 7 46] ; [ 7 30],[ 8.24444444 44.75555556] ; [ 5.75555556 31.24444444],0
a2,1,0.469068,0.524171,[10 43] ; [ 5 33],[ 8.73626374 44.26373626] ; [ 6.26373626 31.73626374],0
n1,1,0.496744,0.461887,[13 14] ; [ 6 10],[11.93023256 15.06976744] ; [7.06976744 8.93023256],0
p5,1,0.502901,0.44881,[ 3 50] ; [ 1 36],[ 2.35555556 50.64444444] ; [ 1.64444444 35.35555556],0
s7,1,0.520995,0.411923,[13 37] ; [ 7 28],[11.76470588 38.23529412] ; [ 8.23529412 26.76470588],0
s1,1,0.525332,0.403412,[ 8 45] ; [ 4 34],[ 6.98901099 46.01098901] ; [ 5.01098901 32.98901099],0
p3,1,0.528817,0.396664,[13 40] ; [ 7 30],[11.77777778 41.22222222] ; [ 8.22222222 28.77777778],0
s4,1,0.557901,0.343351,[ 6 46] ; [ 6 32],[ 6.93333333 45.06666667] ; [ 5.06666667 32.93333333],0
s5,1,0.565045,0.331044,[ 9 42] ; [ 5 33],[ 8.02247191 42.97752809] ; [ 5.97752809 32.02247191],0
b2,1,0.579783,0.306586,[12 22] ; [11 15],[13.03333333 20.96666667] ; [ 9.96666667 16.03333333],0
b3,1,0.579783,0.306586,[12 22] ; [11 15],[13.03333333 20.96666667] ; [ 9.96666667 16.03333333],0
b1,1,0.580771,0.30499,[29 24] ; [23 15],[30.28571429 22.71428571] ; [21.71428571 16.28571429],0
n6,1,0.676012,0.17465,[31 22] ; [20 17],[30.03333333 22.96666667] ; [20.96666667 16.03333333],0
p7,1,0.723987,0.124705,[12 40] ; [10 28],[12.71111111 39.28888889] ; [ 9.28888889 28.71111111],0
a4,1,0.728685,0.120323,[23 29] ; [15 22],[22.20224719 29.79775281] ; [15.79775281 21.20224719],0
p6,1,0.874429,0.024975,[ 8 45] ; [ 5 31],[ 7.74157303 45.25842697] ; [ 5.25842697 30.74157303],0
n5,1,0.898886,0.016147,[30 23] ; [21 17],[29.7032967 23.2967033] ; [21.2967033 16.7032967],0
p4,1,0.926104,0.008602,[13 40] ; [ 9 29],[12.81318681 40.18681319] ; [ 9.18681319 28.81318681],0
