Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-06,21.510451,[38 13] ; [13 34],[26.54081633 24.45918367] ; [24.45918367 22.54081633],1
v4,1,0.000967,10.888966,[42  9] ; [24 23],[34.34693878 16.65306122] ; [31.65306122 15.34693878],1
r2,1,0.001672,9.879025,[46  4] ; [29 15],[39.89361702 10.10638298] ; [35.10638298  8.89361702],0
u2,1,0.002208,9.367802,[13  6] ; [ 3 14],[ 8.44444444 10.55555556] ; [7.55555556 9.44444444],0
p1,1,0.004981,7.886237,[ 1 50] ; [ 9 38],[ 5.20408163 45.79591837] ; [ 4.79591837 42.20408163],0
r3,1,0.01479,5.94133,[40 11] ; [26 21],[34.34693878 16.65306122] ; [31.65306122 15.34693878],0
d4,1,0.024098,5.087589,[41 10] ; [28 19],[35.90816327 15.09183673] ; [33.09183673 13.90816327],0
p11,1,0.038072,4.301814,[28 23] ; [16 31],[22.89795918 28.10204082] ; [21.10204082 25.89795918],0
u3,1,0.052008,3.775517,[11  9] ; [ 4 13],[ 8.10810811 11.89189189] ; [ 6.89189189 10.10810811],0
s5,1,0.102206,2.670777,[ 5 43] ; [ 1 45],[ 3.06382979 44.93617021] ; [ 2.93617021 43.06382979],0
v2,1,0.118584,2.435919,[19 29] ; [11 34],[15.48387097 32.51612903] ; [14.51612903 30.48387097],0
a1,1,0.140944,2.167619,[ 3 48] ; [ 7 40],[ 5.20408163 45.79591837] ; [ 4.79591837 42.20408163],0
d1,1,0.146153,2.111951,[27 24] ; [18 29],[23.41836735 27.58163265] ; [21.58163265 25.41836735],0
b3,1,0.164542,1.931982,[10 22] ; [15 16],[12.6984127 19.3015873] ; [12.3015873 18.6984127],0
b2,1,0.164542,1.931982,[10 22] ; [15 16],[12.6984127 19.3015873] ; [12.3015873 18.6984127],0
a7,1,0.16875,1.894013,[32 19] ; [23 24],[28.62244898 22.37755102] ; [26.37755102 20.62244898],0
s2,1,0.182822,1.774533,[ 9 42] ; [ 4 43],[ 6.76530612 44.23469388] ; [ 6.23469388 40.76530612],0
u1,1,0.197107,1.663682,[ 2 49] ; [ 5 42],[ 3.64285714 47.35714286] ; [ 3.35714286 43.64285714],0
n5,1,0.210675,1.56678,[29 21] ; [33 14],[31.95876289 18.04123711] ; [30.04123711 16.95876289],0
a4,1,0.220032,1.504159,[24 27] ; [16 30],[21.03092784 29.96907216] ; [18.96907216 27.03092784],0
s8,1,0.23028,1.439132,[ 7 44] ; [ 3 44],[ 5.20408163 45.79591837] ; [ 4.79591837 42.20408163],0
p3,1,0.237449,1.395673,[14 37] ; [ 8 38],[11.56701031 39.43298969] ; [10.43298969 35.56701031],0
s7,1,0.283297,1.151205,[ 9 38] ; [ 5 40],[ 7.15217391 39.84782609] ; [ 6.84782609 38.15217391],0
p7,1,0.297456,1.085565,[15 34] ; [10 37],[12.76041667 36.23958333] ; [12.23958333 34.76041667],0
p8,1,0.303015,1.060876,[12 39] ; [ 7 39],[ 9.98969072 41.01030928] ; [ 9.01030928 36.98969072],0
d3,1,0.303781,1.05752,[27 24] ; [20 27],[24.45918367 26.54081633] ; [22.54081633 24.45918367],0
b4,1,0.319581,0.990659,[29 22] ; [22 25],[26.54081633 24.45918367] ; [24.45918367 22.54081633],0
s3,1,0.388304,0.744246,[15 36] ; [10 36],[13.1443299 37.8556701] ; [11.8556701 34.1443299],0
