Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,62.69037,[ 38 106] ; [81 24],[68.81927711 75.18072289] ; [50.18072289 54.81927711],1
p7,1,0.0,26.670182,[62 81] ; [80 25],[81.87903226 61.12096774] ; [60.12096774 44.87903226],1
p8,1,2e-06,22.594903,[49 94] ; [68 37],[67.46370968 75.53629032] ; [49.53629032 55.46370968],1
v1,1,6.4e-05,15.972341,[48 95] ; [61 42],[63.36178862 79.63821138] ; [45.63821138 57.36178862],1
p6,1,0.000115,14.877151,[ 26 117] ; [42 62],[ 39.36842105 103.63157895] ; [28.63157895 75.36842105],1
s8,1,0.001996,9.553618,[ 22 124] ; [33 72],[ 31.99203187 114.00796813] ; [23.00796813 81.99203187],0
p10,1,0.00211,9.451703,[95 48] ; [88 17],[105.52016129  37.47983871] ; [77.47983871 27.52016129],0
p1,1,0.003603,8.474033,[  5 140] ; [14 91],[ 11.02 133.98] ; [ 7.98 97.02],0
p5,1,0.004238,8.178736,[  3 141] ; [11 93],[  8.12903226 135.87096774] ; [ 5.87096774 98.12903226],0
s7,1,0.008688,6.885778,[ 25 114] ; [33 68],[ 33.59166667 105.40833333] ; [24.40833333 76.59166667],0
n4,1,0.010008,6.633529,[100  46] ; [87 18],[108.77290837  37.22709163] ; [78.22709163 26.77290837],0
v3,1,0.012359,6.258562,[ 40 100] ; [45 57],[49.17355372 90.82644628] ; [35.82644628 66.17355372],0
v2,1,0.029731,4.724803,[66 73] ; [64 40],[74.36213992 64.63786008] ; [55.63786008 48.36213992],0
p2,1,0.030811,4.66344,[108  37] ; [90 15],[114.84  30.16] ; [83.16 21.84],0
p9,1,0.031389,4.631559,[101  39] ; [88 17],[108.  32.] ; [81. 24.],0
a5,1,0.031516,4.624633,[88 58] ; [77 28],[95.97609562 50.02390438] ; [69.02390438 35.97609562],0
s5,1,0.032661,4.563452,[ 14 128] ; [20 83],[ 19.70612245 122.29387755] ; [14.29387755 88.70612245],0
a7,1,0.033532,4.518387,[90 54] ; [79 26],[97.73493976 46.26506024] ; [71.26506024 33.73493976],0
p11,1,0.043959,4.058127,[110  36] ; [90 15],[116.33466135  29.66533865] ; [83.66533865 21.33466135],0
n5,1,0.045404,4.003556,[98 47] ; [83 22],[104.98  40.02] ; [76.02 28.98],0
r4,1,0.047916,3.912942,[112  34] ; [91 14],[118.07968127  27.92031873] ; [84.92031873 20.07968127],0
u1,1,0.050355,3.829604,[ 13 133] ; [18 87],[ 18.03187251 127.96812749] ; [12.96812749 92.03187251],0
a6,1,0.059988,3.537704,[89 57] ; [76 29],[95.97609562 50.02390438] ; [69.02390438 35.97609562],0
v4,1,0.077594,3.1146,[131  14] ; [101   4],[134.56  10.44] ; [97.44  7.56],0
a1,1,0.107398,2.592092,[  2 144] ; [  5 100],[  4.07171315 141.92828685] ; [  2.92828685 102.07171315],0
d2,1,0.133798,2.24787,[72 72] ; [42 62],[66.19354839 77.80645161] ; [47.80645161 56.19354839],0
u3,1,0.152179,2.050277,[18 32] ; [19 18],[21.26436782 28.73563218] ; [15.73563218 21.26436782],0
n3,1,0.153808,2.034071,[30 15] ; [16  3],[32.34375 12.65625] ; [13.65625  5.34375],0
r1,1,0.170495,1.878582,[96 49] ; [78 27],[100.92  44.08] ; [73.08 31.92],0
s2,1,0.179578,1.80111,[ 22 122] ; [23 82],[ 26.02409639 117.97590361] ; [18.97590361 86.02409639],0
d3,1,0.217614,1.520036,[87 58] ; [71 34],[91.64 53.36] ; [66.36 38.64],0
p12,1,0.232458,1.425756,[  3 142] ; [  5 100],[  4.64 140.36] ; [  3.36 101.64],0
s3,1,0.248713,1.330518,[ 31 113] ; [29 75],[ 34.83870968 109.16129032] ; [25.16129032 78.83870968],0
d5,1,0.279511,1.169464,[103  42] ; [81 24],[106.72  38.28] ; [77.28 27.72],0
b1,1,0.313406,1.016269,[48 98] ; [41 64],[51.7689243 94.2310757] ; [37.2310757 67.7689243],0
r2,1,0.329654,0.950256,[125  16] ; [97  8],[127.24390244  13.75609756] ; [94.75609756 10.24390244],0
a2,1,0.361856,0.831442,[ 24 122] ; [22 83],[ 26.75697211 119.24302789] ; [19.24302789 85.75697211],0
r3,1,0.391545,0.734137,[130  14] ; [98  7],[131.85542169  12.14457831] ; [96.14457831  8.85542169],0
n2,1,0.413533,0.668622,[31 14] ; [15  4],[32.34375 12.65625] ; [13.65625  5.34375],0
b5,1,0.441562,0.59222,[85 61] ; [56 49],[82.01593625 63.98406375] ; [58.98406375 46.01593625],0
b3,1,0.48434,0.489075,[33 49] ; [33 39],[35.14285714 46.85714286] ; [30.85714286 41.14285714],0
b2,1,0.48434,0.489075,[33 49] ; [33 39],[35.14285714 46.85714286] ; [30.85714286 41.14285714],0
u2,1,0.634287,0.226292,[20 29] ; [17 20],[21.08139535 27.91860465] ; [15.91860465 21.08139535],0
s4,1,0.646455,0.210399,[ 12 134] ; [ 7 98],[ 11.05179283 134.94820717] ; [ 7.94820717 97.05179283],0
d4,1,0.712746,0.135549,[112  33] ; [79 26],[110.78  34.22] ; [80.22 24.78],0
s1,1,0.743818,0.106799,[  2 143] ; [  2 103],[  2.32 142.68] ; [  1.68 103.32],0
b4,1,0.767724,0.087234,[82 64] ; [57 48],[80.85258964 65.14741036] ; [58.14741036 46.85258964],0
n1,1,0.891371,0.018651,[15 30] ; [ 6 13],[14.765625 30.234375] ; [ 6.234375 12.765625],0
a3,1,0.892647,0.018213,[96 49] ; [68 36],[95.50200803 49.49799197] ; [68.49799197 35.50200803],0
a8,1,0.901544,0.015304,[ 16 121] ; [11 79],[ 16.29515419 120.70484581] ; [10.70484581 79.29515419],0
d1,1,0.969732,0.00144,[81 65] ; [58 47],[80.85258964 65.14741036] ; [58.14741036 46.85258964],0
a4,1,1.0,0.0,[58 87] ; [42 63],[58. 87.] ; [42. 63.],0
