Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.00056,11.90439,[24 11] ; [ 58 100],[14.87046632 20.12953368] ; [67.12953368 90.87046632],1
p5,1,0.0035,8.52669,[12 23] ; [ 22 139],[ 6.07142857 28.92857143] ; [ 27.92857143 133.07142857],0
s7,1,0.049586,3.855401,[22 12] ; [71 83],[16.81914894 17.18085106] ; [76.18085106 77.81914894],0
p6,1,0.08672,2.934235,[22 13] ; [75 85],[17.41025641 17.58974359] ; [79.58974359 80.41025641],0
n4,1,0.106279,2.608696,[30  5] ; [117  44],[26.25  8.75] ; [120.75  40.25],0
a4,1,0.132896,2.258349,[17 18] ; [ 56 104],[13.1025641 21.8974359] ; [ 59.8974359 100.1025641],0
d3,1,0.135184,2.231941,[27  8] ; [103  58],[23.21428571 11.78571429] ; [106.78571429  54.21428571],0
a3,1,0.177356,1.819641,[24 10] ; [93 67],[20.50515464 13.49484536] ; [96.49484536 63.50515464],0
n1,1,0.250412,1.321001,[1 4] ; [17 19],[2.19512195 2.80487805] ; [15.80487805 20.19512195],0
d1,1,0.278533,1.174234,[22 13] ; [85 76],[19.10714286 15.89285714] ; [87.89285714 73.10714286],0
p1,1,0.278853,1.172671,[ 6 29] ; [ 17 143],[ 4.12820513 30.87179487] ; [ 18.87179487 141.12820513],0
s1,1,0.307946,1.039467,[ 3 32] ; [  7 153],[ 1.79487179 33.20512821] ; [  8.20512821 151.79487179],0
d4,1,0.319621,0.990497,[29  5] ; [125  36],[26.85128205  7.14871795] ; [127.14871795  33.85128205],0
p11,1,0.341614,0.904365,[26  9] ; [131  30],[28.03571429  6.96428571] ; [128.96428571  32.03571429],0
r4,1,0.366374,0.815928,[32  3] ; [138  23],[30.35714286  4.64285714] ; [139.64285714  21.35714286],0
b1,1,0.372835,0.794195,[17 18] ; [65 96],[14.64285714 20.35714286] ; [67.35714286 93.64285714],0
b5,1,0.38576,0.752264,[23 12] ; [93 68],[20.71428571 14.28571429] ; [95.28571429 65.71428571],0
a2,1,0.394777,0.724177,[ 7 28] ; [ 23 138],[ 5.35714286 29.64285714] ; [ 24.64285714 136.35714286],0
p3,1,0.395813,0.721008,[22 13] ; [88 72],[19.74358974 15.25641026] ; [90.25641026 69.74358974],0
s8,1,0.429934,0.623001,[18 17] ; [71 90],[15.89285714 19.10714286] ; [73.10714286 87.89285714],0
u2,1,0.453133,0.562804,[7 4] ; [35 33],[5.84810127 5.15189873] ; [36.15189873 31.84810127],0
d2,1,0.491769,0.472653,[13 22] ; [70 91],[14.82142857 20.17857143] ; [68.17857143 92.82142857],0
p7,1,0.501383,0.452007,[29  6] ; [122  35],[27.52604167  7.47395833] ; [123.47395833  33.52604167],0
a7,1,0.502062,0.450575,[23 12] ; [115  46],[24.64285714 10.35714286] ; [113.35714286  47.64285714],0
p9,1,0.518864,0.416151,[31  4] ; [134  25],[29.76804124  5.23195876] ; [135.23195876  23.76804124],0
u1,1,0.526723,0.400709,[ 5 30] ; [ 17 144],[ 3.92857143 31.07142857] ; [ 18.07142857 142.92857143],0
a8,1,0.533883,0.386996,[ 3 28] ; [ 21 131],[ 4.06557377 26.93442623] ; [ 19.93442623 132.06557377],0
n6,1,0.585219,0.297874,[31  4] ; [136  24],[29.97435897  5.02564103] ; [137.02564103  22.97435897],0
a1,1,0.590155,0.290102,[ 2 33] ; [  6 155],[ 1.42857143 33.57142857] ; [  6.57142857 154.42857143],0
p2,1,0.61187,0.257461,[31  4] ; [147  14],[31.78571429  3.21428571] ; [146.21428571  14.78571429],0
p4,1,0.617658,0.249174,[25 10] ; [108  53],[23.75 11.25] ; [109.25  51.75],0
a5,1,0.617658,0.249174,[25 10] ; [108  53],[23.75 11.25] ; [109.25  51.75],0
n3,1,0.645962,0.211029,[3 3] ; [21 14],[3.51219512 2.48780488] ; [20.48780488 14.51219512],0
a6,1,0.673789,0.177202,[22 13] ; [95 66],[20.89285714 14.10714286] ; [96.10714286 64.89285714],0
b3,1,0.675554,0.175174,[ 7 14] ; [27 67],[ 6.20869565 14.79130435] ; [27.79130435 66.20869565],0
b2,1,0.675554,0.175174,[ 7 14] ; [27 67],[ 6.20869565 14.79130435] ; [27.79130435 66.20869565],0
r2,1,0.70441,0.143925,[33  2] ; [147  12],[32.4742268  2.5257732] ; [147.5257732  11.4742268],0
s2,1,0.723198,0.125449,[18 17] ; [77 83],[17.05128205 17.94871795] ; [77.94871795 82.05128205],0
s6,1,0.725261,0.123508,[25  9] ; [110  46],[24.15789474  9.84210526] ; [110.84210526  45.15789474],0
r1,1,0.732378,0.116939,[27  8] ; [119  41],[26.20512821  8.79487179] ; [119.79487179  40.20512821],0
s5,1,0.770287,0.085264,[12 22] ; [ 51 105],[11.27368421 22.72631579] ; [ 51.72631579 104.27368421],0
r3,1,0.829399,0.046429,[32  3] ; [148  12],[32.30769231  2.69230769] ; [147.69230769  12.30769231],0
s3,1,0.850327,0.035608,[18 16] ; [87 72],[18.49740933 15.50259067] ; [86.50259067 72.49740933],0
v4,1,0.855878,0.032987,[33  2] ; [153   8],[33.21428571  1.78571429] ; [152.78571429   8.21428571],0
p10,1,0.897208,0.01669,[29  6] ; [134  26],[29.25641026  5.74358974] ; [133.74358974  26.25641026],0
p12,1,0.89827,0.016345,[ 2 33] ; [ 10 149],[ 2.16494845 32.83505155] ; [  9.83505155 149.16494845],0
n5,1,0.947915,0.004267,[26  9] ; [118  42],[25.84615385  9.15384615] ; [118.15384615  41.84615385],0
b4,1,0.957495,0.002841,[18 17] ; [82 79],[17.85714286 17.14285714] ; [82.14285714 78.85714286],0
s4,1,0.963346,0.002112,[ 8 26] ; [ 38 121],[ 8.10362694 25.89637306] ; [ 37.89637306 121.10362694],0
u3,1,0.966555,0.001758,[6 5] ; [37 30],[6.06410256 4.93589744] ; [36.93589744 30.06410256],0
d5,1,0.992724,8.3e-05,[26  8] ; [123  38],[25.97948718  8.02051282] ; [123.02051282  37.97948718],0
