Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,33.042489,[60 24] ; [ 9 38],[44.24427481 39.75572519] ; [24.75572519 22.24427481],1
p6,1,1e-06,24.13246,[46 39] ; [ 5 42],[32.84090909 52.15909091] ; [18.15909091 28.84090909],1
p2,1,3e-06,22.095872,[76  9] ; [25 22],[65.03787879 19.96212121] ; [35.96212121 11.03787879],1
p3,1,9e-06,19.728694,[56 29] ; [12 35],[43.78787879 41.21212121] ; [24.21212121 22.78787879],1
p4,1,7.2e-05,15.764682,[64 21] ; [19 28],[53.4469697 31.5530303] ; [29.5530303 17.4469697],1
p10,1,0.000185,13.976981,[79  6] ; [32 15],[71.47727273 13.52272727] ; [39.52272727  7.47727273],1
s7,1,0.001122,10.614926,[57 26] ; [18 28],[48.25581395 34.74418605] ; [26.74418605 19.25581395],0
p9,1,0.002531,9.117787,[79  6] ; [34 12],[73.32061069 11.67938931] ; [39.67938931  6.32061069],0
s8,1,0.004618,8.023327,[49 36] ; [15 32],[41.21212121 43.78787879] ; [22.78787879 24.21212121],0
b5,1,0.015283,5.883586,[47 38] ; [36 11],[53.4469697 31.5530303] ; [29.5530303 17.4469697],0
p11,1,0.022579,5.200584,[68 17] ; [29 18],[62.46212121 22.53787879] ; [34.53787879 12.46212121],0
p1,1,0.038515,4.282153,[11 74] ; [ 1 46],[ 7.72727273 77.27272727] ; [ 4.27272727 42.72727273],0
p5,1,0.038515,4.282153,[11 74] ; [ 1 46],[ 7.72727273 77.27272727] ; [ 4.27272727 42.72727273],0
v1,1,0.048069,3.907561,[46 39] ; [17 30],[40.56818182 44.43181818] ; [22.43181818 24.56818182],0
s5,1,0.054298,3.703506,[46 34] ; [16 25],[40.99173554 39.00826446] ; [21.00826446 19.99173554],0
n3,1,0.058338,3.584003,[17  2] ; [10  6],[14.65714286  4.34285714] ; [12.34285714  3.65714286],0
d5,1,0.078913,3.087155,[70 14] ; [33 14],[66.04580153 17.95419847] ; [36.95419847 10.04580153],0
r3,1,0.097968,2.738312,[80  4] ; [41  6],[77.58778626  6.41221374] ; [43.41221374  3.58778626],0
a7,1,0.111731,2.529561,[55 29] ; [37 10],[58.99236641 25.00763359] ; [33.00763359 13.99236641],0
b4,1,0.118087,2.442515,[46 39] ; [32 15],[50.22727273 34.77272727] ; [27.77272727 19.22727273],0
v3,1,0.128262,2.313418,[29 55] ; [10 36],[25.2 58.8] ; [13.8 32.2],0
r1,1,0.204022,1.613346,[68 17] ; [33 14],[65.03787879 19.96212121] ; [35.96212121 11.03787879],0
d1,1,0.207766,1.586927,[53 32] ; [24 23],[49.58333333 35.41666667] ; [27.41666667 19.58333333],0
n1,1,0.237884,1.393092,[ 7 12] ; [ 3 13],[ 5.42857143 13.57142857] ; [ 4.57142857 11.42857143],0
s3,1,0.265305,1.240863,[61 24] ; [28 17],[58.19230769 26.80769231] ; [30.80769231 14.19230769],0
p12,1,0.283697,1.149296,[ 8 77] ; [ 2 45],[ 6.43939394 78.56060606] ; [ 3.56060606 43.43939394],0
u2,1,0.323925,0.973032,[ 8 17] ; [8 9],[ 9.52380952 15.47619048] ; [ 6.47619048 10.52380952],0
b3,1,0.327817,0.957501,[11 37] ; [ 3 20],[ 9.46478873 38.53521127] ; [ 4.53521127 18.46478873],0
b2,1,0.327817,0.957501,[11 37] ; [ 3 20],[ 9.46478873 38.53521127] ; [ 4.53521127 18.46478873],0
r4,1,0.341989,0.902959,[77  8] ; [40  7],[75.34090909  9.65909091] ; [41.65909091  5.34090909],0
n5,1,0.344905,0.892115,[66 19] ; [33 14],[63.75 21.25] ; [35.25 11.75],0
s1,1,0.362676,0.828607,[ 4 81] ; [ 4 42],[ 5.19083969 79.80916031] ; [ 2.80916031 43.19083969],0
b1,1,0.364161,0.823493,[32 53] ; [14 33],[29.62121212 55.37878788] ; [16.37878788 30.62121212],0
