Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,107.903811,[ 4 60] ; [265  93],[40.79620853 23.20379147] ; [228.20379147 129.79620853],1
d3,1,0.0,58.263009,[20 44] ; [280  78],[45.49763033 18.50236967] ; [254.50236967 103.49763033],1
d5,1,0.0,41.449884,[34 30] ; [311  47],[52.32227488 11.67772512] ; [292.67772512  65.32227488],1
a3,1,0.0,30.71769,[31 33] ; [288  69],[48.49406176 15.50593824] ; [270.50593824  86.49406176],1
d2,1,1e-06,24.06028,[15 49] ; [203 155],[33.06161137 30.93838863] ; [184.93838863 173.06161137],1
a4,1,3e-06,21.765861,[12 52] ; [180 178],[29.11848341 34.88151659] ; [162.88151659 195.11848341],1
a2,1,2.7e-05,17.601547,[ 3 61] ; [106 252],[16.53080569 47.46919431] ; [ 92.46919431 265.53080569],1
a5,1,0.000301,13.061618,[36 28] ; [278  80],[47.62085308 16.37914692] ; [266.37914692  91.62085308],1
u1,1,0.000451,12.308603,[ 2 62] ; [ 78 280],[12.13270142 51.86729858] ; [ 67.86729858 290.13270142],1
u2,1,0.00102,10.7916,[12 21] ; [48 20],[19.6039604 13.3960396] ; [40.3960396 27.6039604],0
r1,1,0.0011,10.650842,[43 20] ; [304  53],[52.05 10.95] ; [294.95  62.05],0
b2,1,0.009814,6.668325,[ 7 30] ; [ 93 133],[14.06844106 22.93155894] ; [ 85.93155894 140.06844106],0
b3,1,0.009814,6.668325,[ 7 30] ; [ 93 133],[14.06844106 22.93155894] ; [ 85.93155894 140.06844106],0
s5,1,0.010346,6.574331,[18 44] ; [158 181],[27.21197007 34.78802993] ; [148.78802993 190.21197007],0
s2,1,0.012174,6.285419,[45 19] ; [299  59],[52.17061611 11.82938389] ; [291.82938389  66.17061611],0
a6,1,0.029652,4.729373,[36 28] ; [250 107],[43.47743468 20.52256532] ; [242.52256532 114.47743468],0
p4,1,0.033797,4.504949,[33 31] ; [233 123],[40.53333333 23.46666667] ; [225.46666667 130.53333333],0
v2,1,0.053702,3.721949,[28 32] ; [204 136],[34.8 25.2] ; [197.2 142.8],0
p1,1,0.057703,3.602209,[10 54] ; [ 29 327],[ 5.94285714 58.05714286] ; [ 33.05714286 322.94285714],0
p12,1,0.058877,3.568741,[ 3 61] ; [ 46 310],[ 7.46666667 56.53333333] ; [ 41.53333333 314.46666667],0
p8,1,0.059466,3.552213,[28 36] ; [200 154],[34.90909091 29.09090909] ; [193.09090909 160.90909091],0
