Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,63.132792,[531  71] ; [87 57],[498.7077748 103.2922252] ; [119.2922252  24.7077748],1
p9,1,0.0,47.165995,[541  60] ; [96 46],[515.25841184  85.74158816] ; [121.74158816  20.25841184],1
p2,1,0.0,25.928061,[528  77] ; [103  44],[507.65292553  97.34707447] ; [123.34707447  23.65292553],1
p8,1,1e-06,23.678142,[348 248] ; [53 94],[321.66352624 274.33647376] ; [79.33647376 67.66352624],1
r3,1,4e-06,21.164672,[591  17] ; [130  17],[580.61986755  27.38013245] ; [140.38013245   6.61986755],1
r4,1,3.8e-05,16.955589,[575  34] ; [125  23],[563.14398943  45.85601057] ; [136.85601057  11.14398943],1
b1,1,9.8e-05,15.180119,[200 409] ; [74 74],[220.43064729 388.56935271] ; [53.56935271 94.43064729],1
p7,1,0.000196,13.871739,[400 192] ; [74 71],[380.74355495 211.25644505] ; [93.25644505 51.74355495],1
n4,1,0.000357,12.742199,[505 103] ; [103  44],[489.62119205 118.37880795] ; [118.37880795  28.62119205],1
a6,1,0.001196,10.497241,[425 182] ; [83 65],[408.41854305 198.58145695] ; [99.58145695 48.41854305],0
n5,1,0.00145,10.141281,[497 109] ; [104  44],[483.03183024 122.96816976] ; [117.96816976  30.03183024],0
p3,1,0.001809,9.734222,[326 280] ; [58 89],[309.03585657 296.96414343] ; [74.96414343 72.03585657],0
v1,1,0.004456,8.087976,[337 255] ; [64 82],[321.66937669 270.33062331] ; [79.33062331 66.66937669],0
p4,1,0.00516,7.822574,[385 220] ; [74 71],[370.26 234.74] ; [88.74 56.26],0
p12,1,0.005357,7.754719,[ 59 544] ; [  4 144],[ 50.58455393 552.41544607] ; [ 12.41544607 135.58455393],0
u2,1,0.014577,5.966924,[95 73] ; [18 31],[87.48387097 80.51612903] ; [25.51612903 23.48387097],0
b5,1,0.014641,5.959156,[353 256] ; [102  46],[366.04359313 242.95640687] ; [88.95640687 59.04359313],0
v2,1,0.017066,5.689618,[342 242] ; [69 76],[329.25102881 254.74897119] ; [81.74897119 63.25102881],0
a5,1,0.036603,4.368785,[458 150] ; [99 49],[447.95767196 160.04232804] ; [109.04232804  38.95767196],0
n1,1,0.05293,3.746136,[38 79] ; [25 27],[43.61538462 73.38461538] ; [19.38461538 32.61538462],0
v3,1,0.063449,3.444847,[253 336] ; [50 95],[243.14305177 345.85694823] ; [59.85694823 85.14305177],0
s4,1,0.066357,3.370924,[ 96 502] ; [ 33 114],[103.54630872 494.45369128] ; [ 25.45369128 121.54630872],0
r1,1,0.071419,3.250106,[498 110] ; [110  36],[490.27055703 117.72944297] ; [117.72944297  28.27055703],0
s1,1,0.084102,2.983786,[ 16 584] ; [  8 138],[ 19.30294906 580.69705094] ; [  4.69705094 141.30294906],0
p5,1,0.144537,2.128982,[ 80 523] ; [ 13 134],[ 74.772 528.228] ; [ 18.228 128.772],0
p6,1,0.145674,2.116978,[236 363] ; [48 98],[228.34362416 370.65637584] ; [55.65637584 90.34362416],0
a3,1,0.180674,1.792071,[440 167] ; [97 48],[433.45611702 173.54388298] ; [103.54388298  41.45611702],0
a8,1,0.212719,1.552823,[ 80 478] ; [ 13 115],[ 75.64723032 482.35276968] ; [ 17.35276968 110.64723032],0
d4,1,0.224445,1.47572,[501 105] ; [116  32],[495.89124668 110.10875332] ; [121.10875332  26.89124668],0
b2,1,0.242299,1.367171,[155 231] ; [24 49],[150.53159041 235.46840959] ; [28.46840959 44.53159041],0
b3,1,0.242299,1.367171,[155 231] ; [24 49],[150.53159041 235.46840959] ; [28.46840959 44.53159041],0
u3,1,0.253913,1.301644,[96 72] ; [24 26],[92.47706422 75.52293578] ; [27.52293578 22.47706422],0
r2,1,0.260032,1.268585,[583  21] ; [138   8],[580.64533333  23.35466667] ; [140.35466667   5.64533333],0
b4,1,0.263154,1.252087,[360 249] ; [80 68],[353.97622193 255.02377807] ; [86.02377807 61.97622193],0
n3,1,0.264226,1.246481,[87 30] ; [35 18],[83.96470588 33.03529412] ; [38.03529412 14.96470588],0
s3,1,0.311159,1.025748,[335 263] ; [75 71],[329.54301075 268.45698925] ; [80.45698925 65.54301075],0
d1,1,0.333893,0.93374,[368 241] ; [83 65],[362.82562748 246.17437252] ; [88.17437252 59.82562748],0
d3,1,0.377588,0.778539,[424 184] ; [97 50],[419.5602649 188.4397351] ; [101.4397351  45.5602649],0
d2,1,0.465284,0.533153,[295 311] ; [77 71],[298.98143236 307.01856764] ; [73.01856764 74.98143236],0
s8,1,0.541963,0.371913,[278 327] ; [63 83],[274.70705726 330.29294274] ; [66.29294274 79.70705726],0
u1,1,0.599347,0.275982,[112 497] ; [ 30 118],[114.23778071 494.76221929] ; [ 27.76221929 120.23778071],0
a7,1,0.682547,0.167273,[443 163] ; [105  42],[441.01992032 164.98007968] ; [106.98007968  40.01992032],0
s2,1,0.746362,0.104613,[312 290] ; [74 73],[310.24299065 291.75700935] ; [75.75700935 71.24299065],0
s7,1,0.797365,0.065925,[298 288] ; [68 69],[296.6473029 289.3526971] ; [69.3526971 67.6473029],0
n2,1,0.802836,0.062339,[86 30] ; [41 13],[86.65882353 29.34117647] ; [40.34117647 13.65882353],0
a2,1,0.835219,0.043269,[149 460] ; [ 35 113],[148.02642008 460.97357992] ; [ 35.97357992 112.02642008],0
a4,1,0.859307,0.03142,[277 329] ; [66 81],[276.03984064 329.96015936] ; [66.96015936 80.03984064],0
u4,1,0.867237,0.027946,[ 15 594] ; [  4 144],[ 15.28533686 593.71466314] ; [  3.71466314 144.28533686],0
s6,1,0.89511,0.017382,[409 187] ; [98 46],[408.34054054 187.65945946] ; [98.65945946 45.34054054],0
a1,1,0.920834,0.009877,[ 30 579] ; [  7 141],[ 29.7661823 579.2338177] ; [  7.2338177 140.7661823],0
d5,1,0.929935,0.007731,[490 118] ; [118  29],[489.62119205 118.37880795] ; [118.37880795  28.62119205],0
s5,1,0.969081,0.001502,[207 378] ; [50 92],[206.80192572 378.19807428] ; [50.19807428 91.80192572],0
p1,1,0.997249,1.2e-05,[ 53 551] ; [ 13 135],[ 53.0106383 550.9893617] ; [ 12.9893617 135.0106383],0
