Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,5.4e-05,16.298128,[49 10] ; [64 59],[36.63186813 22.36813187] ; [76.36813187 46.63186813],1
p2,1,0.015463,5.86296,[46 13] ; [76 51],[38.69892473 20.30107527] ; [83.30107527 43.69892473],0
s8,1,0.019788,5.430475,[30 30] ; [41 86],[22.78074866 37.21925134] ; [48.21925134 78.78074866],0
s2,1,0.021216,5.308964,[38 22] ; [58 70],[30.63829787 29.36170213] ; [65.36170213 62.63829787],0
s7,1,0.029464,4.740285,[35 21] ; [51 63],[28.32941176 27.67058824] ; [57.67058824 56.32941176],0
s5,1,0.032585,4.567426,[28 29] ; [40 83],[21.53333333 35.46666667] ; [46.46666667 76.53333333],0
p6,1,0.045969,3.982724,[24 36] ; [32 93],[18.16216216 41.83783784] ; [37.83783784 87.16216216],0
s6,1,0.094502,2.795968,[42 17] ; [73 52],[36.875 22.125] ; [78.125 46.875],0
p8,1,0.105473,2.620773,[20 40] ; [28 98],[15.48387097 44.51612903] ; [32.51612903 93.48387097],0
n6,1,0.112073,2.524744,[43 15] ; [79 48],[38.24864865 19.75135135] ; [83.75135135 43.24864865],0
p7,1,0.116205,2.467739,[34 25] ; [57 69],[29.02162162 29.97837838] ; [61.97837838 64.02162162],0
v4,1,0.126727,2.332152,[54  6] ; [104  24],[50.42553191  9.57446809] ; [107.57446809  20.42553191],0
p4,1,0.134806,2.23627,[33 27] ; [55 72],[28.23529412 31.76470588] ; [59.76470588 67.23529412],0
r1,1,0.134882,2.235392,[46 14] ; [85 44],[41.58730159 18.41269841] ; [89.41269841 39.58730159],0
v1,1,0.143087,2.144444,[31 29] ; [52 77],[26.34920635 33.65079365] ; [56.65079365 72.34920635],0
s3,1,0.172204,1.863654,[35 25] ; [61 67],[30.63829787 29.36170213] ; [65.36170213 62.63829787],0
a3,1,0.208422,1.582354,[45 15] ; [85 44],[41.26984127 18.73015873] ; [88.73015873 40.26984127],0
n2,1,0.269648,1.218535,[16  6] ; [32 22],[13.89473684  8.10526316] ; [34.10526316 19.89473684],0
r4,1,0.306267,1.046706,[44 16] ; [85 44],[40.95238095 19.04761905] ; [88.04761905 40.95238095],0
p3,1,0.348569,0.87866,[28 31] ; [51 76],[25.05913978 33.94086022] ; [53.94086022 73.05913978],0
v2,1,0.358795,0.842107,[26 33] ; [47 80],[23.15591398 35.84408602] ; [49.84408602 77.15591398],0
r3,1,0.386502,0.749918,[48 12] ; [95 33],[45.63829787 14.36170213] ; [97.36170213 30.63829787],0
r2,1,0.394844,0.723971,[53  7] ; [107  21],[51.06382979  8.93617021] ; [108.93617021  19.06382979],0
a5,1,0.41252,0.671526,[40 20] ; [78 51],[37.46031746 22.53968254] ; [80.53968254 48.46031746],0
d2,1,0.414946,0.664585,[35 25] ; [66 61],[32.40641711 27.59358289] ; [68.59358289 58.40641711],0
d3,1,0.464953,0.533946,[36 22] ; [71 55],[33.72826087 24.27173913] ; [73.27173913 52.72826087],0
n3,1,0.473163,0.51458,[16  6] ; [34 19],[14.66666667  7.33333333] ; [35.33333333 17.66666667],0
b5,1,0.484149,0.489503,[34 26] ; [80 49],[36.19047619 23.80952381] ; [77.80952381 51.19047619],0
a7,1,0.49769,0.459859,[39 20] ; [78 50],[36.9144385 22.0855615] ; [80.0855615 47.9144385],0
d1,1,0.517999,0.417875,[30 30] ; [58 71],[27.93650794 32.06349206] ; [60.06349206 68.93650794],0
p12,1,0.533766,0.387217,[ 3 57] ; [  4 123],[ 2.2459893 57.7540107] ; [  4.7540107 122.2459893],0
