Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,71.328173,[ 34 131] ; [162  97],[76.27358491 88.72641509] ; [119.72641509 139.27358491],1
v1,1,0.0,31.485328,[77 89] ; [192  70],[104.3317757  61.6682243] ; [164.6682243  97.3317757],1
p10,1,0.000914,10.994302,[135  30] ; [243  20],[145.72429907  19.27570093] ; [232.27570093  30.72429907],1
s4,1,0.010276,6.586449,[ 38 125] ; [ 36 228],[ 28.24824356 134.75175644] ; [ 45.75175644 218.24824356],0
p11,1,0.013007,6.16822,[132  35] ; [233  32],[141.09953704  25.90046296] ; [223.90046296  41.09953704],0
p3,1,0.013609,6.088141,[92 75] ; [176  87],[104.08372093  62.91627907] ; [163.91627907  99.08372093],0
d4,1,0.022647,5.195397,[127  38] ; [226  38],[135.76923077  29.23076923] ; [217.23076923  46.76923077],0
p9,1,0.028507,4.797128,[140  24] ; [243  21],[146.75700935  17.24299065] ; [236.24299065  27.75700935],0
a3,1,0.030413,4.685776,[114  52] ; [206  58],[123.53488372  42.46511628] ; [196.46511628  67.53488372],0
b1,1,0.0336,4.514922,[79 88] ; [ 98 167],[68.42361111 98.57638889] ; [108.57638889 156.42361111],0
b4,1,0.034241,4.482652,[79 88] ; [153 112],[89.68518519 77.31481481] ; [142.31481481 122.68518519],0
u1,1,0.034429,4.473269,[ 24 143] ; [ 60 205],[ 32.47222222 134.52777778] ; [ 51.52777778 213.47222222],0
d1,1,0.045576,3.997211,[91 76] ; [170  95],[100.89583333  66.10416667] ; [160.10416667 104.89583333],0
d3,1,0.052413,3.762532,[104  61] ; [190  74],[113.07692308  51.92307692] ; [180.92307692  83.07692308],0
d2,1,0.054959,3.683319,[71 95] ; [138 126],[80.68372093 85.31627907] ; [128.31627907 135.68372093],0
s7,1,0.061237,3.50357,[82 77] ; [153  98],[91.13414634 67.86585366] ; [143.86585366 107.13414634],0
a5,1,0.071595,3.246074,[119  48] ; [209  56],[126.7962963  40.2037037] ; [201.2037037  63.7962963],0
a2,1,0.104509,2.635357,[ 35 132] ; [ 74 191],[ 42.13657407 124.86342593] ; [ 66.86342593 198.13657407],0
r1,1,0.113696,2.502085,[131  34] ; [226  39],[136.98837209  28.01162791] ; [220.01162791  44.98837209],0
n1,1,0.120538,2.410312,[18 16] ; [14 26],[14.7027027 19.2972973] ; [17.2972973 22.7027027],0
a6,1,0.161247,1.962492,[106  60] ; [185  78],[112.6013986  53.3986014] ; [178.3986014  84.6013986],0
a7,1,0.165846,1.920094,[111  56] ; [192  72],[117.4037123  49.5962877] ; [185.5962877  78.4037123],0
a1,1,0.203258,1.618807,[  6 161] ; [ 17 248],[  8.8912037 158.1087963] ; [ 14.1087963 250.8912037],0
r3,1,0.215379,1.5349,[157   9] ; [256   8],[159.4372093   6.5627907] ; [253.5627907  10.4372093],0
