Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,71.328173,[ 34 131] ; [162  97],[76.27358491 88.72641509] ; [119.72641509 139.27358491],1
s8,1,0.256598,1.287018,[80 86] ; [141 121],[85.71495327 80.28504673] ; [135.28504673 126.71495327],0
s5,1,0.28134,1.160603,[ 61 103] ; [110 149],[66.29787234 97.70212766] ; [104.70212766 154.29787234],0
a4,1,0.293536,1.103331,[70 96] ; [125 139],[75.27906977 90.72093023] ; [119.72093023 144.27906977],0
u4,1,0.306203,1.046984,[  2 165] ; [  7 258],[  3.47916667 163.52083333] ; [  5.52083333 259.47916667],0
s3,1,0.407429,0.686289,[103  63] ; [152 110],[98.90186916 67.09813084] ; [156.09813084 105.90186916],0
n3,1,0.407583,0.68584,[23 11] ; [32 10],[24.60526316  9.39473684] ; [30.39473684 11.60526316],0
p2,1,0.460082,0.545694,[152  14] ; [236  28],[149.78604651  16.21395349] ; [238.21395349  25.78604651],0
v4,1,0.477892,0.50367,[159   8] ; [254   9],[160.39767442   6.60232558] ; [252.60232558  10.39767442],0
a8,1,0.495144,0.465329,[ 26 127] ; [ 47 191],[ 28.56521739 124.43478261] ; [ 44.43478261 193.56521739],0
r4,1,0.495765,0.463989,[152  15] ; [246  19],[153.85648148  13.14351852] ; [244.14351852  20.85648148],0
n2,1,0.527737,0.398746,[27  8] ; [34  7],[28.09210526  6.90789474] ; [32.90789474  8.09210526],0
d5,1,0.576992,0.311123,[136  29] ; [223  41],[138.07692308  26.92307692] ; [220.92307692  43.07692308],0
p5,1,0.595168,0.282345,[ 26 139] ; [ 47 218],[ 28.01162791 136.98837209] ; [ 44.98837209 220.01162791],0
n4,1,0.68084,0.169182,[147  19] ; [238  27],[148.28306265  17.71693735] ; [236.71693735  28.28306265],0
p12,1,0.706794,0.1415,[ 14 152] ; [ 25 238],[ 15.09090909 150.90909091] ; [ 23.90909091 239.09090909],0
b2,1,0.71848,0.129954,[42 60] ; [ 69 108],[40.58064516 61.41935484] ; [ 70.41935484 106.58064516],0
b3,1,0.71848,0.129954,[42 60] ; [ 69 108],[40.58064516 61.41935484] ; [ 70.41935484 106.58064516],0
u3,1,0.727395,0.121517,[27 26] ; [32 27],[27.91964286 25.08035714] ; [31.08035714 27.91964286],0
s6,1,0.759982,0.093333,[118  43] ; [187  73],[116.63895487  44.36104513] ; [188.36104513  71.63895487],0
p4,1,0.764998,0.089356,[121  46] ; [194  69],[122.3372093  44.6627907] ; [192.6627907  70.3372093],0
s2,1,0.792633,0.069113,[90 76] ; [146 117],[91.31934732 74.68065268] ; [144.68065268 118.31934732],0
r2,1,0.840793,0.040352,[157   9] ; [248  13],[157.44730679   8.55269321] ; [247.55269321  13.44730679],0
p6,1,0.856581,0.032663,[87 79] ; [136 128],[86.08837209 79.91162791] ; [136.91162791 127.08837209],0
p8,1,0.860227,0.031006,[115  50] ; [184  77],[115.80985915  49.19014085] ; [183.19014085  77.80985915],0
s1,1,0.908943,0.013081,[  4 159] ; [  6 257],[  3.82629108 159.17370892] ; [  6.17370892 256.82629108],0
n6,1,0.963641,0.002078,[150  16] ; [238  25],[150.13519814  15.86480186] ; [237.86480186  25.13519814],0
u2,1,0.972208,0.001214,[29 24] ; [31 26],[28.90909091 24.09090909] ; [31.09090909 25.90909091],0
b5,1,0.984523,0.000376,[95 72] ; [151 114],[95.09722222 71.90277778] ; [150.90277778 114.09722222],0
p1,1,0.994251,5.2e-05,[ 15 151] ; [ 24 241],[ 15.02088167 150.97911833] ; [ 23.97911833 241.02088167],0
