Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.007412,7.17037,[ 1 14] ; [5 4],[ 3.75 11.25] ; [2.25 6.75],0
s3,1,0.034442,4.472619,[ 6 10] ; [8 2],[8.61538462 7.38461538] ; [5.38461538 4.61538462],0
v3,1,0.058274,3.585835,[ 3 13] ; [5 4],[ 5.12 10.88] ; [2.88 6.12],0
d1,1,0.068733,3.31303,[7 9] ; [8 2],[9.23076923 6.76923077] ; [5.76923077 4.23076923],0
a6,1,0.074317,3.185,[ 4 12] ; [6 4],[6.15384615 9.84615385] ; [3.84615385 6.15384615],0
p7,1,0.074317,3.185,[ 4 12] ; [6 4],[6.15384615 9.84615385] ; [3.84615385 6.15384615],0
a2,1,0.102483,2.666477,[ 1 15] ; [3 7],[ 2.46153846 13.53846154] ; [1.53846154 8.46153846],0
s4,1,0.102483,2.666477,[ 1 15] ; [3 7],[ 2.46153846 13.53846154] ; [1.53846154 8.46153846],0
b1,1,0.106864,2.6,[ 6 10] ; [7 3],[8. 8.] ; [5. 5.],0
a8,1,0.118991,2.430556,[ 1 14] ; [3 7],[ 2.4 12.6] ; [1.6 8.4],0
b4,1,0.124051,2.365414,[10  6] ; [9 1],[11.69230769  4.30769231] ; [7.30769231 2.69230769],0
p3,1,0.192373,1.699346,[ 4 12] ; [5 5],[ 5.53846154 10.46153846] ; [3.46153846 6.53846154],0
s2,1,0.192373,1.699346,[ 4 12] ; [5 5],[ 5.53846154 10.46153846] ; [3.46153846 6.53846154],0
p6,1,0.192373,1.699346,[ 4 12] ; [5 5],[ 5.53846154 10.46153846] ; [3.46153846 6.53846154],0
a5,1,0.215564,1.53366,[9 7] ; [8 2],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
d2,1,0.215564,1.53366,[9 7] ; [8 2],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
s8,1,0.234657,1.412406,[ 3 13] ; [4 6],[ 4.30769231 11.69230769] ; [2.69230769 7.30769231],0
n4,1,0.234657,1.412406,[13  3] ; [6 4],[11.69230769  4.30769231] ; [7.30769231 2.69230769],0
p4,1,0.262871,1.253571,[10  6] ; [4 6],[8.61538462 7.38461538] ; [5.38461538 4.61538462],0
r4,1,0.262871,1.253571,[10  6] ; [4 6],[8.61538462 7.38461538] ; [5.38461538 4.61538462],0
r1,1,0.262871,1.253571,[10  6] ; [4 6],[8.61538462 7.38461538] ; [5.38461538 4.61538462],0
s6,1,0.281753,1.158613,[9 7] ; [7 2],[10.24  5.76] ; [5.76 3.24],0
p10,1,0.315266,1.008485,[8 8] ; [7 3],[9.23076923 6.76923077] ; [5.76923077 4.23076923],0
b3,1,0.329114,0.952381,[2 8] ; [4 6],[3. 7.] ; [3. 7.],0
b2,1,0.329114,0.952381,[2 8] ; [4 6],[3. 7.] ; [3. 7.],0
p11,1,0.346912,0.884722,[10  6] ; [8 2],[11.07692308  4.92307692] ; [6.92307692 3.07692308],0
v1,1,0.382677,0.762085,[ 6 10] ; [5 4],[7.04 8.96] ; [3.96 5.04],0
r2,1,0.431847,0.617851,[10  6] ; [7 2],[10.88  5.12] ; [6.12 2.88],0
p2,1,0.530236,0.393939,[10  6] ; [5 5],[9.23076923 6.76923077] ; [5.76923077 4.23076923],0
a4,1,0.530236,0.393939,[ 6 10] ; [5 5],[6.76923077 9.23076923] ; [4.23076923 5.76923077],0
d4,1,0.547435,0.361932,[13  3] ; [9 1],[13.53846154  2.46153846] ; [8.46153846 1.53846154],0
d5,1,0.547435,0.361932,[13  3] ; [9 1],[13.53846154  2.46153846] ; [8.46153846 1.53846154],0
d3,1,0.618757,0.247619,[8 8] ; [6 4],[8.61538462 7.38461538] ; [5.38461538 4.61538462],0
a7,1,0.618757,0.247619,[8 8] ; [6 4],[8.61538462 7.38461538] ; [5.38461538 4.61538462],0
p8,1,0.629412,0.232859,[ 5 11] ; [2 7],[ 4.48 11.52] ; [2.52 6.48],0
n2,1,0.67329,0.177778,[4 1] ; [2 1],[3.75 1.25] ; [2.25 0.75],0
n6,1,0.69574,0.152941,[10  6] ; [7 3],[10.46153846  5.53846154] ; [6.53846154 3.46153846],0
p12,1,0.72701,0.121875,[ 1 15] ; [1 9],[ 1.23076923 14.76923077] ; [0.76923077 9.23076923],0
p5,1,0.72701,0.121875,[ 1 15] ; [1 9],[ 1.23076923 14.76923077] ; [0.76923077 9.23076923],0
u1,1,0.72701,0.121875,[ 1 15] ; [1 9],[ 1.23076923 14.76923077] ; [0.76923077 9.23076923],0
n5,1,0.755794,0.096726,[9 7] ; [5 5],[8.61538462 7.38461538] ; [5.38461538 4.61538462],0
p9,1,0.834969,0.043403,[10  6] ; [6 3],[10.24  5.76] ; [5.76 3.24],0
n1,1,0.850436,0.035556,[3 2] ; [2 1],[3.125 1.875] ; [1.875 1.125],0
b5,1,0.898564,0.01625,[10  6] ; [6 4],[9.84615385 6.15384615] ; [6.15384615 3.84615385],0
