Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.001138,10.588543,[28  7] ; [3 8],[23.58695652 11.41304348] ; [7.41304348 3.58695652],0
s6,1,0.004187,8.20069,[29  1] ; [7 4],[26.34146341  3.65853659] ; [9.65853659 1.34146341],0
s7,1,0.008892,6.844444,[26  7] ; [4 7],[22.5 10.5] ; [7.5 3.5],0
u2,1,0.0187,5.529337,[1 6] ; [6 2],[3.26666667 3.73333333] ; [3.73333333 4.26666667],0
r4,1,0.025191,5.010742,[32  3] ; [7 4],[29.67391304  5.32608696] ; [9.32608696 1.67391304],0
n5,1,0.045094,4.015128,[33  2] ; [8 3],[31.19565217  3.80434783] ; [9.80434783 1.19565217],0
s8,1,0.046243,3.972737,[21 13] ; [3 8],[18.13333333 15.86666667] ; [5.86666667 5.13333333],0
n6,1,0.055285,3.673469,[34  1] ; [8 2],[32.66666667  2.33333333] ; [9.33333333 0.66666667],0
d2,1,0.058039,3.592562,[21 14] ; [3 8],[18.26086957 16.73913043] ; [5.73913043 5.26086957],0
p6,1,0.065168,3.400714,[22 13] ; [3 7],[19.44444444 15.55555556] ; [5.55555556 4.44444444],0
s3,1,0.085991,2.947861,[25  9] ; [5 6],[22.66666667 11.33333333] ; [7.33333333 3.66666667],0
d5,1,0.093534,2.812478,[28  7] ; [6 5],[25.86956522  9.13043478] ; [8.13043478 2.86956522],0
p1,1,0.105492,2.620495,[12 23] ; [ 1 10],[ 9.89130435 25.10869565] ; [3.10869565 7.89130435],0
a4,1,0.117709,2.44754,[19 16] ; [3 8],[16.73913043 18.26086957] ; [5.26086957 5.73913043],0
b5,1,0.117709,2.44754,[16 19] ; [8 3],[18.26086957 16.73913043] ; [5.73913043 5.26086957],0
v3,1,0.185079,1.756364,[14 21] ; [2 9],[12.17391304 22.82608696] ; [3.82608696 7.17391304],0
v4,1,0.200519,1.63859,[33  2] ; [9 2],[31.95652174  3.04347826] ; [10.04347826  0.95652174],0
d1,1,0.306543,1.045513,[22 13] ; [5 6],[20.54347826 14.45652174] ; [6.45652174 4.54347826],0
a2,1,0.315414,1.00787,[ 8 27] ; [ 1 10],[ 6.84782609 28.15217391] ; [2.15217391 8.84782609],0
b4,1,0.355583,0.853432,[20 15] ; [8 3],[21.30434783 13.69565217] ; [6.69565217 4.30434783],0
p7,1,0.358565,0.842912,[23 10] ; [6 5],[21.75 11.25] ; [7.25 3.75],0
r2,1,0.371723,0.797897,[32  3] ; [9 2],[31.19565217  3.80434783] ; [9.80434783 1.19565217],0
a1,1,0.371723,0.797897,[ 3 32] ; [2 9],[ 3.80434783 31.19565217] ; [1.19565217 9.80434783],0
u3,1,0.446798,0.578763,[3 4] ; [5 3],[3.73333333 3.26666667] ; [4.26666667 3.73333333],0
v1,1,0.471847,0.517647,[18 16] ; [4 6],[17. 17.] ; [5. 5.],0
a5,1,0.609981,0.260202,[28  7] ; [8 3],[27.39130435  7.60869565] ; [8.60869565 2.39130435],0
a7,1,0.622224,0.242754,[22 13] ; [6 5],[21.30434783 13.69565217] ; [6.69565217 4.30434783],0
a6,1,0.622224,0.242754,[22 13] ; [6 5],[21.30434783 13.69565217] ; [6.69565217 4.30434783],0
p3,1,0.624186,0.240028,[25 10] ; [7 4],[24.34782609 10.65217391] ; [7.65217391 3.34782609],0
s4,1,0.633938,0.226759,[ 5 29] ; [ 1 10],[ 4.53333333 29.46666667] ; [1.46666667 9.53333333],0
s1,1,0.655421,0.199134,[ 5 30] ; [ 1 10],[ 4.56521739 30.43478261] ; [1.43478261 9.56521739],0
r3,1,0.655421,0.199134,[30  5] ; [10  1],[30.43478261  4.56521739] ; [9.56521739 1.43478261],0
s5,1,0.728886,0.120137,[18 14] ; [5 5],[17.52380952 14.47619048] ; [5.47619048 4.52380952],0
d4,1,0.742971,0.107532,[27  8] ; [9 2],[27.39130435  7.60869565] ; [8.60869565 2.39130435],0
s2,1,0.7486,0.102711,[21 14] ; [6 5],[20.54347826 14.45652174] ; [6.45652174 4.54347826],0
d3,1,0.7607,0.092758,[24 11] ; [7 4],[23.58695652 11.41304348] ; [7.41304348 3.58695652],0
p8,1,0.80173,0.063056,[26  8] ; [8 3],[25.68888889  8.31111111] ; [8.31111111 2.68888889],0
p4,1,0.80173,0.063056,[26  8] ; [8 3],[25.68888889  8.31111111] ; [8.31111111 2.68888889],0
p9,1,0.806243,0.06016,[30  4] ; [10  1],[30.22222222  3.77777778] ; [9.77777778 1.22222222],0
p12,1,0.834906,0.043436,[ 6 29] ; [2 8],[ 6.22222222 28.77777778] ; [1.77777778 8.22222222],0
p10,1,0.862308,0.03008,[27  7] ; [9 2],[27.2  6.8] ; [8.8 2.2],0
b1,1,0.879517,0.022977,[20 15] ; [6 5],[19.7826087 15.2173913] ; [6.2173913 4.7826087],0
p11,1,0.91822,0.010542,[26  9] ; [8 3],[25.86956522  9.13043478] ; [8.13043478 2.86956522],0
b2,1,0.964716,0.001957,[ 9 17] ; [1 2],[ 8.96551724 17.03448276] ; [1.03448276 1.96551724],0
b3,1,0.964716,0.001957,[ 9 17] ; [1 2],[ 8.96551724 17.03448276] ; [1.03448276 1.96551724],0
p2,1,1.0,0.0,[28  7] ; [8 2],[28.  7.] ; [8. 2.],0
n3,1,1.0,0.0,[5 5] ; [1 1],[5. 5.] ; [1. 1.],0
