Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,6e-06,20.361451,[3 4] ; [302  26],[6.37313433 0.62686567] ; [298.62686567  29.37313433],1
r1,1,1.4e-05,18.806008,[3 5] ; [292  37],[7.00296736 0.99703264] ; [287.99703264  41.00296736],1
r4,1,0.000906,11.009559,[6 2] ; [320  10],[7.71597633 0.28402367] ; [318.28402367  11.71597633],1
d4,1,0.009353,6.754095,[7 1] ; [323   4],[7.88059701 0.11940299] ; [322.11940299   4.88059701],0
b1,1,0.025544,4.986625,[6 2] ; [120 210],[2.98224852 5.01775148] ; [123.01775148 206.98224852],0
v1,1,0.033742,4.50775,[2 6] ; [201 123],[4.89156627 3.10843373] ; [198.10843373 125.89156627],0
r3,1,0.036434,4.376679,[7 1] ; [323   6],[7.83382789 0.16617211] ; [322.16617211   6.83382789],0
d5,1,0.037193,4.341538,[7 1] ; [321   6],[7.83283582 0.16716418] ; [320.16716418   6.83283582],0
p8,1,0.037745,4.31647,[3 5] ; [232  93],[5.64564565 2.35435435] ; [229.35435435  95.64564565],0
p11,1,0.07309,3.212225,[5 3] ; [282  48],[6.79289941 1.20710059] ; [280.20710059  49.79289941],0
s2,1,0.074286,3.185683,[2 6] ; [186 142],[4.47619048 3.52380952] ; [183.52380952 144.47619048],0
n1,1,0.103508,2.650647,[2 1] ; [12 38],[0.79245283 2.20754717] ; [13.20754717 36.79245283],0
p9,1,0.106651,2.603156,[6 2] ; [300  28],[7.28571429 0.71428571] ; [298.71428571  29.28571429],0
s1,1,0.110286,2.550124,[1 7] ; [  9 317],[0.23952096 7.76047904] ; [  9.76047904 316.23952096],0
d3,1,0.131228,2.27792,[6 2] ; [298  30],[7.23809524 0.76190476] ; [296.76190476  31.23809524],0
a8,1,0.134344,2.24157,[3 5] ; [ 50 243],[1.40863787 6.59136213] ; [ 51.59136213 241.40863787],0
n6,1,0.171714,1.867914,[5 2] ; [289  38],[6.16167665 0.83832335] ; [287.83832335  39.16167665],0
p10,1,0.171736,1.867725,[6 2] ; [295  33],[7.16666667 0.83333333] ; [293.83333333  34.16666667],0
s6,1,0.250314,1.321553,[3 3] ; [233  93],[4.26506024 1.73493976] ; [231.73493976  94.26506024],0
a4,1,0.260211,1.267633,[3 5] ; [189 140],[4.5578635 3.4421365] ; [187.4421365 141.5578635],0
d2,1,0.301097,1.069329,[7 1] ; [232  96],[5.69047619 2.30952381] ; [233.30952381  94.69047619],0
v3,1,0.337889,0.918423,[2 5] ; [148 168],[3.25077399 3.74922601] ; [146.74922601 169.25077399],0
s3,1,0.347675,0.881924,[6 2] ; [190 135],[4.70870871 3.29129129] ; [191.29129129 133.70870871],0
b4,1,0.348238,0.879869,[6 2] ; [193 137],[4.71005917 3.28994083] ; [194.28994083 135.71005917],0
s8,1,0.356261,0.851032,[3 5] ; [177 151],[4.28571429 3.71428571] ; [175.71428571 152.28571429],0
a7,1,0.364052,0.823866,[5 3] ; [252  78],[6.08284024 1.91715976] ; [250.91715976  79.08284024],0
p5,1,0.395643,0.721529,[2 6] ; [ 47 282],[1.16320475 6.83679525] ; [ 47.83679525 281.16320475],0
b5,1,0.400468,0.706921,[6 2] ; [199 131],[4.85207101 3.14792899] ; [200.14792899 129.85207101],0
v2,1,0.413874,0.667645,[4 4] ; [205 115],[5.09756098 2.90243902] ; [203.90243902 116.09756098],0
a6,1,0.415607,0.662705,[7 1] ; [245  82],[6.01791045 1.98208955] ; [245.98208955  81.01791045],0
p4,1,0.424972,0.636524,[5 3] ; [245  82],[5.97014925 2.02985075] ; [244.02985075  82.97014925],0
a2,1,0.497964,0.459273,[2 6] ; [121 209],[2.9112426 5.0887574] ; [120.0887574 209.9112426],0
n5,1,0.547527,0.361766,[7 1] ; [259  70],[6.31454006 1.68545994] ; [259.68545994  69.31454006],0
s4,1,0.617662,0.249168,[2 6] ; [ 59 267],[1.46107784 6.53892216] ; [ 59.53892216 266.46107784],0
n3,1,0.633839,0.226891,[2 1] ; [40 11],[2.33333333 0.66666667] ; [39.66666667 11.33333333],0
p1,1,0.719939,0.128551,[1 7] ; [ 29 299],[0.71428571 7.28571429] ; [ 29.28571429 298.71428571],0
s7,1,0.736791,0.112968,[4 4] ; [178 140],[4.46625767 3.53374233] ; [177.53374233 140.46625767],0
p6,1,0.744528,0.106186,[4 3] ; [166 160],[3.57357357 3.42642643] ; [166.42642643 159.57357357],0
a3,1,0.748922,0.102439,[7 1] ; [273  55],[6.66666667 1.33333333] ; [273.33333333  54.66666667],0
n2,1,0.763218,0.090756,[2 1] ; [38 13],[2.22222222 0.77777778] ; [37.77777778 13.22222222],0
n4,1,0.816377,0.05392,[7 1] ; [278  51],[6.76557864 1.23442136] ; [278.23442136  50.76557864],0
p3,1,0.915037,0.011382,[5 3] ; [211 117],[5.14285714 2.85714286] ; [210.85714286 117.14285714],0
b3,1,0.919715,0.010159,[3 4] ; [ 86 124],[2.87096774 4.12903226] ; [ 86.12903226 123.87096774],0
b2,1,0.919715,0.010159,[3 4] ; [ 86 124],[2.87096774 4.12903226] ; [ 86.12903226 123.87096774],0
s5,1,0.952915,0.003487,[3 4] ; [134 187],[2.92378049 4.07621951] ; [134.07621951 186.92378049],0
a5,1,0.96487,0.00194,[7 1] ; [287  43],[6.95857988 1.04142012] ; [287.04142012  42.95857988],0
