Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,9.9e-05,15.147093,[51 31] ; [53  5],[60.91428571 21.08571429] ; [43.08571429 14.91428571],1
a3,1,0.565611,0.330081,[50 30] ; [39 19],[51.5942029 28.4057971] ; [37.4057971 20.5942029],0
p1,1,0.610285,0.25976,[ 6 76] ; [ 3 55],[ 5.27142857 76.72857143] ; [ 3.72857143 54.27142857],0
n5,1,0.613662,0.254877,[55 26] ; [37 21],[53.61151079 27.38848921] ; [38.38848921 19.61151079],0
b5,1,0.628447,0.234173,[50 32] ; [33 25],[48.61428571 33.38571429] ; [34.38571429 23.61428571],0
u1,1,0.726176,0.122652,[11 71] ; [ 9 49],[11.71428571 70.28571429] ; [ 8.28571429 49.71428571],0
a2,1,0.733592,0.115839,[16 66] ; [10 48],[15.22857143 66.77142857] ; [10.77142857 47.22857143],0
d2,1,0.813947,0.055384,[37 43] ; [28 30],[37.68115942 42.31884058] ; [27.31884058 30.68115942],0
a1,1,0.819635,0.051991,[ 8 74] ; [ 5 53],[ 7.61428571 74.38571429] ; [ 5.38571429 52.61428571],0
n3,1,0.889286,0.019379,[19 14] ; [10  8],[18.76470588 14.23529412] ; [10.23529412  7.76470588],0
a4,1,0.914356,0.011566,[31 49] ; [23 35],[31.30434783 48.69565217] ; [22.69565217 35.30434783],0
a8,1,0.93255,0.007163,[ 8 73] ; [ 5 48],[ 7.85820896 73.14179104] ; [ 5.14179104 47.85820896],0
