Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,78.134611,[253  30] ; [29 40],[226.72159091  56.27840909] ; [55.27840909 13.72159091],1
n6,1,0.0,27.925099,[259  23] ; [47 22],[245.84615385  36.15384615] ; [60.15384615  8.84615385],1
p4,1,4.6e-05,16.611982,[206  75] ; [33 36],[191.88285714  89.11714286] ; [47.11714286 21.88285714],1
n1,1,0.000541,11.968087,[21 17] ; [ 3 22],[14.47619048 23.52380952] ; [ 9.52380952 15.47619048],1
r4,1,0.000901,11.020897,[271  13] ; [59 11],[264.74576271  19.25423729] ; [65.25423729  4.74576271],1
p11,1,0.000902,11.0181,[237  47] ; [46 24],[227.03954802  56.96045198] ; [55.96045198 14.03954802],1
a8,1,0.00145,10.140595,[ 47 196] ; [ 2 63],[ 38.65909091 204.34090909] ; [10.34090909 54.65909091],0
p6,1,0.00857,6.910376,[134 144] ; [20 46],[124.45348837 153.54651163] ; [29.54651163 36.45348837],0
r2,1,0.013999,6.038327,[276   7] ; [63  6],[272.54829545  10.45170455] ; [66.45170455  2.54829545],0
p7,1,0.015141,5.899959,[193  82] ; [36 30],[184.67741935  90.32258065] ; [44.32258065 21.67741935],0
p3,1,0.015606,5.846718,[170 112] ; [30 38],[161.14285714 120.85714286] ; [38.85714286 29.14285714],0
r1,1,0.020336,5.382805,[245  37] ; [53 17],[238.73863636  43.26136364] ; [59.26136364 10.73863636],0
d2,1,0.032633,4.564944,[149 133] ; [27 43],[141. 141.] ; [35. 35.],0
n3,1,0.052184,3.769846,[30  8] ; [14 11],[26.53968254 11.46031746] ; [17.46031746  7.53968254],0
d1,1,0.053534,3.727179,[193  91] ; [39 31],[186.12429379  97.87570621] ; [45.87570621 24.12429379],0
p5,1,0.055443,3.668721,[ 46 236] ; [ 5 64],[ 40.97435897 241.02564103] ; [10.02564103 58.97435897],0
u1,1,0.075662,3.155696,[ 78 206] ; [12 58],[ 72.20338983 211.79661017] ; [17.79661017 52.20338983],0
p2,1,0.075713,3.154606,[252  31] ; [56 13],[247.625  35.375] ; [60.375  8.625],0
s4,1,0.09096,2.857294,[ 37 240] ; [15 55],[ 41.51008646 235.48991354] ; [10.48991354 59.51008646],0
s8,1,0.091979,2.839384,[139 140] ; [27 43],[132.70487106 146.29512894] ; [33.29512894 36.70487106],0
a4,1,0.108583,2.574725,[143 139] ; [28 42],[136.99431818 145.00568182] ; [34.00568182 35.99431818],0
a2,1,0.11346,2.505352,[ 97 187] ; [17 53],[ 91.45762712 192.54237288] ; [22.54237288 47.45762712],0
a5,1,0.114354,2.492989,[231  53] ; [51 19],[226.23728814  57.76271186] ; [55.76271186 14.23728814],0
p8,1,0.116876,2.458693,[172 106] ; [35 33],[166.31791908 111.68208092] ; [40.68208092 27.31791908],0
p12,1,0.117111,2.455539,[ 35 247] ; [ 4 65],[ 31.33333333 250.66666667] ; [ 7.66666667 61.33333333],0
b5,1,0.119084,2.429322,[198  86] ; [42 28],[192.54237288  91.45762712] ; [47.45762712 22.54237288],0
r3,1,0.12121,2.401615,[274   9] ; [64  5],[271.74431818  11.25568182] ; [66.25568182  2.74431818],0
a1,1,0.16454,1.932003,[ 15 269] ; [ 1 69],[ 12.83615819 271.16384181] ; [ 3.16384181 66.83615819],0
v3,1,0.193268,1.692527,[141 133] ; [29 39],[136.19883041 137.80116959] ; [33.80116959 34.19883041],0
p10,1,0.193629,1.689786,[241  40] ; [54 14],[237.52148997  43.47851003] ; [57.47851003 10.52148997],0
a3,1,0.2152,1.536098,[213  68] ; [48 22],[208.94871795  72.05128205] ; [52.05128205 17.94871795],0
d5,1,0.222189,1.490176,[243  40] ; [56 14],[239.7082153  43.2917847] ; [59.2917847 10.7082153],0
v4,1,0.222793,1.486288,[275   8] ; [65  4],[273.35227273   9.64772727] ; [66.64772727  2.35227273],0
u2,1,0.240308,1.378788,[40 30] ; [15  6],[42.30769231 27.69230769] ; [12.69230769  8.30769231],0
b3,1,0.248132,1.333791,[ 68 120] ; [15 17],[ 70.92727273 117.07272727] ; [12.07272727 19.92727273],0
b2,1,0.248132,1.333791,[ 68 120] ; [15 17],[ 70.92727273 117.07272727] ; [12.07272727 19.92727273],0
s2,1,0.305826,1.048616,[149 127] ; [33 37],[145.17919075 130.82080925] ; [36.82080925 33.17919075],0
u3,1,0.35692,0.848702,[44 27] ; [16  6],[45.80645161 25.19354839] ; [14.19354839  7.80645161],0
n2,1,0.370936,0.800526,[31  7] ; [18  7],[29.55555556  8.44444444] ; [19.44444444  5.55555556],0
u4,1,0.431159,0.619699,[  9 275] ; [ 1 69],[  8.02259887 275.97740113] ; [ 1.97740113 68.02259887],0
s5,1,0.517109,0.419656,[101 168] ; [23 46],[ 98.68639053 170.31360947] ; [25.31360947 43.68639053],0
s7,1,0.63964,0.219213,[139 126] ; [33 34],[137.28915663 127.71084337] ; [34.71084337 32.28915663],0
b4,1,0.645888,0.211124,[170 114] ; [44 26],[171.68361582 112.31638418] ; [42.31638418 27.68361582],0
s1,1,0.647414,0.209177,[  9 270] ; [ 3 66],[  9.62068966 269.37931034] ; [ 2.37931034 66.62068966],0
v2,1,0.66803,0.183915,[191  86] ; [48 19],[192.4505814  84.5494186] ; [46.5494186 20.4505814],0
d3,1,0.707937,0.140346,[228  55] ; [55 15],[226.88101983  56.11898017] ; [56.11898017 13.88101983],0
s3,1,0.742514,0.107929,[149 125] ; [36 33],[147.78425656 126.21574344] ; [37.21574344 31.78425656],0
p1,1,0.782662,0.076094,[ 32 251] ; [ 7 62],[ 31.35511364 251.64488636] ; [ 7.64488636 61.35511364],0
d4,1,0.792832,0.068977,[239  44] ; [60 10],[239.7082153  43.2917847] ; [59.2917847 10.7082153],0
a6,1,0.824255,0.049318,[221  61] ; [54 16],[220.3125  61.6875] ; [54.6875 15.3125],0
b1,1,0.893143,0.018044,[ 99 185] ; [25 45],[ 99.48022599 184.51977401] ; [24.51977401 45.48022599],0
s6,1,0.904971,0.014253,[198  78] ; [49 20],[197.6  78.4] ; [49.4 19.6],0
p9,1,0.937866,0.006077,[248  32] ; [60  8],[247.81609195  32.18390805] ; [60.18390805  7.81609195],0
