Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,29.925279,[232   7] ; [47 14],[222.27  16.73] ; [56.73  4.27],1
r4,1,0.0,28.194143,[222  18] ; [41 20],[209.70099668  30.29900332] ; [53.29900332  7.70099668],1
v4,1,0.0,27.482136,[231   8] ; [47 14],[221.47333333  17.52666667] ; [56.52666667  4.47333333],1
p10,1,0.0,27.178618,[200  40] ; [31 29],[184.8  55.2] ; [46.2 13.8],1
p9,1,1e-06,24.449657,[205  34] ; [33 25],[191.52188552  47.47811448] ; [46.47811448 11.52188552],1
p7,1,1e-06,24.072006,[155  81] ; [18 41],[138.4  97.6] ; [34.6 24.4],1
p4,1,2e-06,22.988401,[159  80] ; [20 41],[142.60333333  96.39666667] ; [36.39666667 24.60333333],1
r1,1,8e-06,19.984725,[207  31] ; [38 23],[195.01672241  42.98327759] ; [49.98327759 11.01672241],1
p11,1,1.1e-05,19.290876,[189  51] ; [31 30],[175.41528239  64.58471761] ; [44.58471761 16.41528239],1
s6,1,2.4e-05,17.804695,[171  66] ; [26 34],[157.2020202  79.7979798] ; [39.7979798 20.2020202],1
p8,1,5.9e-05,16.127951,[131 107] ; [16 45],[117.01003344 120.98996656] ; [29.98996656 31.01003344],1
n6,1,0.000582,11.832141,[205  34] ; [40 20],[195.8361204  43.1638796] ; [49.1638796 10.8361204],1
p6,1,0.001301,10.340865,[103 136] ; [12 47],[ 92.23154362 146.76845638] ; [22.76845638 36.23154362],0
p3,1,0.004237,8.179331,[125 114] ; [19 41],[115.10367893 123.89632107] ; [28.89632107 31.10367893],0
s2,1,0.007519,7.144515,[132 107] ; [22 39],[122.68666667 116.31333333] ; [31.31333333 29.68666667],0
a6,1,0.025728,4.97422,[180  60] ; [37 24],[173.02325581  66.97674419] ; [43.97674419 17.02325581],0
u4,1,0.025823,4.967823,[  2 238] ; [ 3 58],[  3.98671096 236.01328904] ; [ 1.01328904 59.98671096],0
r2,1,0.050196,3.83489,[230   7] ; [53  5],[227.35932203   9.64067797] ; [55.64067797  2.35932203],0
s5,1,0.055698,3.661069,[ 88 143] ; [14 43],[ 81.8125 149.1875] ; [20.1875 36.8125],0
s3,1,0.063589,3.441202,[138 102] ; [27 34],[131.56146179 108.43853821] ; [33.43853821 27.56146179],0
s8,1,0.065392,3.395068,[106 134] ; [19 42],[ 99.66777409 140.33222591] ; [25.33222591 35.66777409],0
n5,1,0.066672,3.363109,[173  65] ; [37 24],[167.15719064  70.84280936] ; [42.84280936 18.15719064],0
a1,1,0.066941,3.356469,[  5 235] ; [ 4 57],[  7.17607973 232.82392027] ; [ 1.82392027 59.17607973],0
n4,1,0.067333,3.346868,[184  55] ; [40 21],[178.45333333  60.54666667] ; [45.54666667 15.45333333],0
v1,1,0.10133,2.684481,[107 127] ; [20 39],[101.42662116 132.57337884] ; [25.57337884 33.42662116],0
n3,1,0.126358,2.336687,[37 14] ; [18 14],[33.79518072 17.20481928] ; [21.20481928 10.79518072],0
n1,1,0.155637,2.016117,[18 34] ; [17 17],[21.1627907 30.8372093] ; [13.8372093 20.1627907],0
a8,1,0.15636,2.009084,[ 29 188] ; [ 4 56],[ 25.85198556 191.14801444] ; [ 7.14801444 52.85198556],0
