Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,31.052235,[36 40] ; [200  50],[55.01840491 20.98159509] ; [180.98159509  69.01840491],1
s3,1,4.8e-05,16.516792,[43 33] ; [198  50],[56.5308642 19.4691358] ; [184.4691358  63.5308642],1
a3,1,5.3e-05,16.335617,[52 26] ; [217  33],[63.9695122 14.0304878] ; [205.0304878  44.9695122],1
s6,1,5.9e-05,16.135497,[56 21] ; [224  23],[66.54320988 10.45679012] ; [213.45679012  33.54320988],1
n6,1,0.001344,10.281705,[60 18] ; [225  23],[68.19018405  9.80981595] ; [216.80981595  31.19018405],0
s5,1,0.003219,8.679006,[23 51] ; [120 117],[34.02572347 39.97427653] ; [108.97427653 128.02572347],0
p5,1,0.003979,8.293461,[ 4 74] ; [ 46 201],[12. 66.] ; [ 38. 209.],0
n5,1,0.00733,7.190169,[54 23] ; [209  40],[62.1196319 14.8803681] ; [200.8803681  48.1196319],0
u1,1,0.015771,5.828226,[12 66] ; [ 73 178],[20.15197568 57.84802432] ; [ 64.84802432 186.15197568],0
n4,1,0.028547,4.794712,[60 18] ; [217  32],[66.0733945 11.9266055] ; [210.9266055  38.0733945],0
n1,1,0.041866,4.140599,[ 3 10] ; [32 27],[6.31944444 6.68055556] ; [28.68055556 30.31944444],0
b4,1,0.049178,3.86927,[53 25] ; [139 112],[45.51975684 32.48024316] ; [146.48024316 104.51975684],0
v3,1,0.052403,3.76285,[29 45] ; [125 115],[36.29299363 37.70700637] ; [117.70700637 122.29299363],0
p9,1,0.081985,3.025103,[67 11] ; [231  19],[70.86585366  7.13414634] ; [227.13414634  22.86585366],0
v2,1,0.123128,2.377068,[40 33] ; [158  86],[45.59621451 27.40378549] ; [152.40378549  91.59621451],0
u2,1,0.132628,2.261475,[14 12] ; [24  9],[16.74576271  9.25423729] ; [21.25423729 11.74576271],0
r4,1,0.136911,2.212342,[76  2] ; [233  18],[73.25835866  4.74164134] ; [235.74164134  15.25835866],0
a1,1,0.136911,2.212342,[ 2 76] ; [ 18 233],[ 4.74164134 73.25835866] ; [ 15.25835866 235.74164134],0
v4,1,0.13981,2.180046,[74  4] ; [245   5],[75.8597561  2.1402439] ; [243.1402439   6.8597561],0
a7,1,0.144326,2.131217,[60 17] ; [174  77],[54.93292683 22.06707317] ; [179.06707317  71.93292683],0
p11,1,0.156095,2.011656,[68 10] ; [201  50],[63.77507599 14.22492401] ; [205.22492401  45.77507599],0
p6,1,0.166802,1.911451,[32 46] ; [123 123],[37.31481481 40.68518519] ; [117.68518519 128.31481481],0
a4,1,0.192915,1.695215,[36 42] ; [137 114],[41.01519757 36.98480243] ; [131.98480243 119.01519757],0
a2,1,0.195755,1.673763,[18 60] ; [ 77 174],[22.52279635 55.47720365] ; [ 72.47720365 178.52279635],0
