Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.001177,10.526441,[18  5] ; [51 72],[10.86986301 12.13013699] ; [58.13013699 64.86986301],0
p3,1,0.011994,6.311774,[13 10] ; [36 86],[ 7.77241379 15.22758621] ; [41.22758621 80.77241379],0
r1,1,0.021126,5.316336,[13 10] ; [98 26],[17.36734694  5.63265306] ; [93.63265306 30.36734694],0
p4,1,0.021668,5.272289,[15  8] ; [48 74],[ 9.99310345 13.00689655] ; [53.00689655 68.99310345],0
a6,1,0.022151,5.233918,[ 9 14] ; [80 44],[13.92517007  9.07482993] ; [75.07482993 48.92517007],0
b3,1,0.048228,3.902018,[ 1 14] ; [24 52],[ 4.12087912 10.87912088] ; [20.87912088 55.12087912],0
b2,1,0.048228,3.902018,[ 1 14] ; [24 52],[ 4.12087912 10.87912088] ; [20.87912088 55.12087912],0
s3,1,0.050277,3.832188,[14  8] ; [51 73],[ 9.79452055 12.20547945] ; [55.20547945 68.79452055],0
r4,1,0.062551,3.468432,[15  8] ; [102  22],[18.30612245  4.69387755] ; [98.69387755 25.30612245],0
n4,1,0.066548,3.366182,[11 12] ; [84 40],[14.86394558  8.13605442] ; [80.13605442 43.86394558],0
r3,1,0.071361,3.251425,[18  5] ; [112  11],[20.47945205  2.52054795] ; [109.52054795  13.47945205],0
p2,1,0.090732,2.861337,[18  5] ; [74 50],[14.39455782  8.60544218] ; [77.60544218 46.39455782],0
a5,1,0.095204,2.78411,[10 13] ; [77 47],[13.6122449  9.3877551] ; [73.3877551 50.6122449],0
s2,1,0.0964,2.764121,[11 11] ; [39 84],[ 7.5862069 14.4137931] ; [42.4137931 80.5862069],0
s5,1,0.111117,2.53826,[ 7 15] ; [ 21 101],[ 4.27777778 17.72222222] ; [23.72222222 98.27777778],0
p11,1,0.125972,2.341454,[ 9 14] ; [70 54],[12.36054422 10.63945578] ; [66.63945578 57.36054422],0
v2,1,0.140198,2.175782,[ 7 16] ; [57 64],[10.22222222 12.77777778] ; [53.77777778 67.22222222],0
r2,1,0.166189,1.916993,[19  4] ; [113  10],[20.79452055  2.20547945] ; [111.20547945  11.79452055],0
s7,1,0.170931,1.874758,[ 9 12] ; [33 85],[ 6.34532374 14.65467626] ; [35.65467626 82.34532374],0
n2,1,0.226118,1.465113,[8 1] ; [29 13],[6.52941176 2.47058824] ; [30.47058824 11.52941176],0
u3,1,0.228238,1.451805,[9 3] ; [28 22],[7.16129032 4.83870968] ; [29.83870968 20.16129032],0
b4,1,0.248781,1.330136,[17  6] ; [76 48],[14.55102041  8.44897959] ; [78.44897959 45.55102041],0
a2,1,0.281004,1.162227,[ 2 21] ; [ 22 102],[ 3.75510204 19.24489796] ; [ 20.24489796 103.75510204],0
a3,1,0.290489,1.117354,[11 12] ; [74 50],[13.29931973  9.70068027] ; [71.70068027 52.29931973],0
p8,1,0.335221,0.928623,[10 13] ; [41 83],[ 7.97959184 15.02040816] ; [43.02040816 80.97959184],0
v3,1,0.449845,0.571041,[ 6 17] ; [41 79],[ 7.55944056 15.44055944] ; [39.44055944 80.55944056],0
a1,1,0.453917,0.560852,[ 2 21] ; [  6 118],[ 1.25170068 21.74829932] ; [  6.74829932 117.25170068],0
s8,1,0.48371,0.490488,[ 7 16] ; [29 94],[ 5.67123288 17.32876712] ; [30.32876712 92.67123288],0
p1,1,0.528182,0.397888,[ 1 22] ; [ 10 113],[ 1.73287671 21.26712329] ; [  9.26712329 113.73287671],0
v1,1,0.541112,0.373483,[ 7 16] ; [46 78],[ 8.29251701 14.70748299] ; [44.70748299 79.29251701],0
p10,1,0.543113,0.3698,[ 5 18] ; [34 88],[ 6.1862069 16.8137931] ; [32.8137931 89.1862069],0
d2,1,0.557587,0.3439,[12 11] ; [56 67],[10.71232877 12.28767123] ; [57.28767123 65.71232877],0
p6,1,0.561686,0.336793,[ 6 17] ; [25 96],[ 4.95138889 18.04861111] ; [26.04861111 94.95138889],0
d5,1,0.570917,0.321151,[18  5] ; [90 34],[16.89795918  6.10204082] ; [91.10204082 32.89795918],0
n1,1,0.595407,0.281979,[4 5] ; [14 26],[3.30612245 5.69387755] ; [14.69387755 25.30612245],0
s1,1,0.598967,0.276557,[ 1 22] ; [  9 113],[ 1.5862069 21.4137931] ; [  8.4137931 113.5862069],0
a4,1,0.622138,0.242873,[ 7 16] ; [44 79],[ 8.03424658 14.96575342] ; [42.96575342 80.03424658],0
b1,1,0.651506,0.204007,[12 11] ; [71 53],[12.98639456 10.01360544] ; [70.01360544 53.98639456],0
u2,1,0.697896,0.15067,[7 5] ; [25 23],[6.4 5.6] ; [25.6 22.4],0
n5,1,0.758539,0.094495,[12 11] ; [69 55],[12.67346939 10.32653061] ; [68.32653061 55.67346939],0
d4,1,0.784448,0.074817,[16  7] ; [89 34],[16.54109589  6.45890411] ; [88.45890411 34.54109589],0
p7,1,0.876962,0.02397,[12 11] ; [61 60],[11.65972222 11.34027778] ; [61.34027778 59.65972222],0
b5,1,0.88152,0.022214,[13 10] ; [68 56],[12.67346939 10.32653061] ; [68.32653061 55.67346939],0
u1,1,0.931793,0.007326,[ 3 20] ; [ 17 107],[ 3.1292517 19.8707483] ; [ 16.8707483 107.1292517],0
d1,1,0.938033,0.006044,[10 13] ; [55 69],[10.17006803 12.82993197] ; [54.82993197 69.17006803],0
d3,1,0.947746,0.004295,[13 10] ; [71 53],[13.14285714  9.85714286] ; [70.85714286 53.14285714],0
n6,1,0.954282,0.003287,[16  7] ; [87 37],[16.11564626  6.88435374] ; [86.88435374 37.11564626],0
n3,1,0.962813,0.002174,[6 3] ; [27 14],[5.94 3.06] ; [27.06 13.94],0
a7,1,0.98698,0.000266,[15  8] ; [80 43],[14.96575342  8.03424658] ; [80.03424658 42.96575342],0
