Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,76.991985,[40 52] ; [205  24],[70.21806854 21.78193146] ; [174.78193146  54.21806854],1
r2,1,0.0,34.061496,[65 25] ; [218  11],[79.84326019 10.15673981] ; [203.15673981  25.84326019],1
v4,1,1e-06,23.518092,[65 27] ; [209  19],[78.775 13.225] ; [195.225  32.775],1
r3,1,8e-06,20.036822,[66 25] ; [209  19],[78.44827586 12.55172414] ; [196.55172414  31.44827586],1
s8,1,3.3e-05,17.234235,[11 81] ; [ 80 148],[26.1625 65.8375] ; [ 64.8375 163.1625],1
s6,1,0.000152,14.347244,[33 58] ; [135  91],[48.22712934 42.77287066] ; [119.77287066 106.22712934],1
a6,1,0.000207,13.767342,[44 48] ; [160  69],[58.46728972 33.53271028] ; [145.53271028  83.46728972],1
v2,1,0.000452,12.304181,[25 64] ; [108 108],[38.80983607 50.19016393] ; [ 94.19016393 121.80983607],1
a5,1,0.002057,9.498262,[48 44] ; [161  68],[59.90031153 32.09968847] ; [149.09968847  79.90031153],0
d3,1,0.002656,9.030115,[44 48] ; [151  78],[55.88785047 36.11214953] ; [139.11214953  89.88785047],0
s3,1,0.002977,8.821433,[29 62] ; [113 112],[40.89240506 50.10759494] ; [101.10759494 123.89240506],0
v3,1,0.003243,8.665424,[17 73] ; [ 77 137],[27.82894737 62.17105263] ; [ 66.17105263 147.82894737],0
a7,1,0.005745,7.628723,[51 41] ; [163  65],[61.525 30.475] ; [152.475  75.525],0
s7,1,0.006876,7.305154,[19 69] ; [ 81 134],[29.04290429 58.95709571] ; [ 70.95709571 144.04290429],0
d4,1,0.007914,7.052872,[61 31] ; [183  45],[70.15 21.85] ; [173.85  54.15],0
d1,1,0.009066,6.809846,[35 57] ; [124 105],[45.57009346 46.42990654] ; [113.42990654 115.57009346],0
d5,1,0.012196,6.282078,[59 33] ; [178  51],[67.92523364 24.07476636] ; [169.07476636  59.92523364],0
p2,1,0.017593,5.636241,[48 44] ; [152  77],[57.32087227 34.67912773] ; [142.67912773  86.32087227],0
a2,1,0.018557,5.54274,[10 82] ; [ 51 178],[17.48286604 74.51713396] ; [ 43.51713396 185.48286604],0
p12,1,0.020195,5.394971,[ 1 90] ; [ 18 209],[ 5.43710692 85.56289308] ; [ 13.56289308 213.43710692],0
p4,1,0.020736,5.348809,[23 69] ; [ 88 140],[31.9125 60.0875] ; [ 79.0875 148.9125],0
n4,1,0.024946,5.027641,[54 38] ; [164  65],[62.47975078 29.52024922] ; [155.52024922  73.47975078],0
u3,1,0.025713,4.975241,[17 25] ; [47 29],[22.77966102 19.22033898] ; [41.22033898 34.77966102],0
u1,1,0.027114,4.883552,[ 6 86] ; [ 36 193],[12.03738318 79.96261682] ; [ 29.96261682 199.03738318],0
a3,1,0.028126,4.820307,[50 42] ; [153  74],[58.54545455 33.45454545] ; [144.45454545  82.54545455],0
u2,1,0.06315,3.452658,[16 26] ; [42 33],[20.82051282 21.17948718] ; [37.17948718 37.82051282],0
a1,1,0.084725,2.971848,[ 8 84] ; [  9 220],[ 4.87227414 87.12772586] ; [ 12.12772586 216.87227414],0
