Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6e-06,20.49877,[69 28] ; [17 35],[55.98657718 41.01342282] ; [30.01342282 21.98657718],1
d4,1,0.000192,13.910347,[80 17] ; [28 24],[70.30872483 26.69127517] ; [37.69127517 14.30872483],1
a6,1,0.000254,13.382593,[69 28] ; [21 31],[58.59060403 38.40939597] ; [31.40939597 20.59060403],1
b5,1,0.001919,9.62503,[63 34] ; [20 32],[54.03355705 42.96644295] ; [28.96644295 23.03355705],0
d1,1,0.003778,8.387787,[52 45] ; [15 37],[43.61744966 53.38255034] ; [23.38255034 28.61744966],0
a2,1,0.00595,7.565365,[23 74] ; [ 3 49],[16.9261745 80.0738255] ; [ 9.0738255 42.9261745],0
u1,1,0.008485,6.92824,[19 78] ; [ 2 50],[13.67114094 83.32885906] ; [ 7.32885906 44.67114094],0
a3,1,0.018984,5.502989,[64 33] ; [24 28],[57.2885906 39.7114094] ; [30.7114094 21.2885906],0
s5,1,0.023221,5.151898,[13 81] ; [15 36],[18.15172414 75.84827586] ; [ 9.84827586 41.15172414],0
b2,1,0.052546,3.758312,[20 39] ; [ 5 28],[16.0326087 42.9673913] ; [ 8.9673913 24.0326087],0
b3,1,0.052546,3.758312,[20 39] ; [ 5 28],[16.0326087 42.9673913] ; [ 8.9673913 24.0326087],0
p7,1,0.073711,3.198384,[43 52] ; [31 20],[48.15068493 46.84931507] ; [25.84931507 25.15068493],0
n6,1,0.080151,3.061832,[73 24] ; [32 20],[68.3557047 28.6442953] ; [36.6442953 15.3557047],0
s1,1,0.081598,3.032782,[ 4 92] ; [ 6 45],[ 6.53061224 89.46938776] ; [ 3.46938776 47.53061224],0
d5,1,0.086135,2.945163,[76 21] ; [34 18],[71.61073826 25.38926174] ; [38.38926174 13.61073826],0
p2,1,0.086991,2.929184,[66 31] ; [28 24],[61.19463087 35.80536913] ; [32.80536913 19.19463087],0
p10,1,0.13112,2.279197,[30 66] ; [10 41],[26.12244898 69.87755102] ; [13.87755102 37.12244898],0
r1,1,0.167679,1.903576,[77 20] ; [36 16],[73.56375839 23.43624161] ; [39.43624161 12.56375839],0
n2,1,0.16962,1.886295,[22 11] ; [16  3],[24.11538462  8.88461538] ; [13.88461538  5.11538462],0
r3,1,0.179827,1.799056,[89  8] ; [44  8],[86.58389262 10.41610738] ; [46.41610738  5.58389262],0
u3,1,0.187186,1.73963,[22 11] ; [14 14],[19.47540984 13.52459016] ; [16.52459016 11.47540984],0
r2,1,0.198486,1.653479,[90  7] ; [44  7],[87.82432432  9.17567568] ; [46.17567568  4.82432432],0
r4,1,0.211338,1.562236,[81 16] ; [39 13],[78.12080537 18.87919463] ; [41.87919463 10.12080537],0
n3,1,0.213808,1.545455,[24  9] ; [10  8],[22. 11.] ; [12.  6.],0
p4,1,0.215373,1.534934,[46 50] ; [19 32],[42.44897959 53.55102041] ; [22.55102041 28.44897959],0
n1,1,0.264048,1.247406,[14 18] ; [ 5 13],[12.16 19.84] ; [ 6.84 11.16],0
p1,1,0.299154,1.077964,[ 8 88] ; [ 2 50],[ 6.48648649 89.51351351] ; [ 3.51351351 48.48648649],0
n4,1,0.303712,1.057825,[66 31] ; [31 21],[63.14765101 33.85234899] ; [33.85234899 18.14765101],0
s6,1,0.361306,0.833347,[49 47] ; [22 29],[46.36734694 49.63265306] ; [24.63265306 26.36734694],0
s8,1,0.387747,0.745995,[22 74] ; [15 36],[24.16326531 71.83673469] ; [12.83673469 38.16326531],0
v2,1,0.409763,0.679489,[44 51] ; [20 31],[41.64383562 53.35616438] ; [22.35616438 28.64383562],0
p5,1,0.428286,0.627468,[ 3 94] ; [ 3 49],[ 3.90604027 93.09395973] ; [ 2.09395973 49.90604027],0
b4,1,0.456119,0.555402,[62 35] ; [30 22],[59.89261745 37.10738255] ; [32.10738255 19.89261745],0
a5,1,0.470258,0.521371,[60 37] ; [29 23],[57.93959732 39.06040268] ; [31.06040268 20.93959732],0
n5,1,0.496253,0.46294,[56 41] ; [27 25],[54.03355705 42.96644295] ; [28.96644295 23.03355705],0
s7,1,0.50114,0.452521,[30 62] ; [13 35],[28.25714286 63.74285714] ; [14.74285714 33.25714286],0
s2,1,0.505779,0.44279,[32 63] ; [20 31],[33.83561644 61.16438356] ; [18.16438356 32.83561644],0
v1,1,0.509317,0.435471,[37 60] ; [17 35],[35.15436242 61.84563758] ; [18.84563758 33.15436242],0
p6,1,0.563361,0.333919,[20 74] ; [13 38],[21.39310345 72.60689655] ; [11.60689655 39.39310345],0
p8,1,0.591043,0.288718,[36 61] ; [17 35],[34.5033557 62.4966443] ; [18.4966443 33.5033557],0
b1,1,0.642846,0.21504,[54 43] ; [31 21],[55.33557047 41.66442953] ; [29.66442953 22.33557047],0
u2,1,0.670293,0.18126,[16 16] ; [15 12],[16.81355932 15.18644068] ; [14.18644068 12.81355932],0
a4,1,0.739182,0.110847,[35 62] ; [17 34],[34.08108108 62.91891892] ; [17.91891892 33.08108108],0
d2,1,0.788769,0.071775,[47 50] ; [24 28],[46.22147651 50.77852349] ; [24.77852349 27.22147651],0
p3,1,0.802451,0.062588,[33 62] ; [17 35],[32.31292517 62.68707483] ; [17.68707483 34.31292517],0
s3,1,0.873719,0.025261,[43 53] ; [24 28],[43.45945946 52.54054054] ; [23.54054054 28.45945946],0
a1,1,0.873953,0.025167,[ 5 92] ; [ 3 49],[ 5.20805369 91.79194631] ; [ 2.79194631 49.20805369],0
v3,1,0.964922,0.001934,[31 65] ; [16 33],[31.11724138 64.88275862] ; [15.88275862 33.11724138],0
p11,1,0.977854,0.000771,[52 45] ; [28 24],[52.08053691 44.91946309] ; [27.91946309 24.08053691],0
s4,1,0.98698,0.000266,[15 80] ; [ 8 43],[14.96575342 80.03424658] ; [ 8.03424658 42.96575342],0
a8,1,0.996133,2.3e-05,[ 7 79] ; [ 4 45],[ 7.00740741 78.99259259] ; [ 3.99259259 45.00740741],0
