Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.000118,14.823797,[245 187] ; [10 30],[233.38983051 198.61016949] ; [21.61016949 18.38983051],1
r4,1,0.000709,11.464973,[409  25] ; [32  8],[403.78481013  30.21518987] ; [37.21518987  2.78481013],1
n4,1,0.001149,10.570505,[395  38] ; [30 10],[389.05919662  43.94080338] ; [35.94080338  4.05919662],0
v3,1,0.003589,8.481035,[192 231] ; [ 7 28],[183.79257642 239.20742358] ; [15.20742358 19.79257642],0
p10,1,0.00523,7.797989,[375  54] ; [27 11],[369.28907923  59.71092077] ; [32.71092077  5.28907923],0
a5,1,0.00733,7.190195,[332 101] ; [23 17],[324.97885835 108.02114165] ; [30.02114165  9.97885835],0
p4,1,0.009991,6.636507,[301 130] ; [20 20],[293.7388535 137.2611465] ; [27.2611465 12.7388535],0
b3,1,0.013446,6.109508,[108 162] ; [ 4 22],[102.16216216 167.83783784] ; [ 9.83783784 16.16216216],0
b2,1,0.013446,6.109508,[108 162] ; [ 4 22],[102.16216216 167.83783784] ; [ 9.83783784 16.16216216],0
s5,1,0.016793,5.717904,[192 230] ; [10 29],[184.91106291 237.08893709] ; [17.08893709 21.91106291],0
s7,1,0.020712,5.350877,[272 141] ; [19 21],[265.30463576 147.69536424] ; [25.69536424 14.30463576],0
a4,1,0.031976,4.599772,[205 225] ; [12 28],[198.53191489 231.46808511] ; [18.46808511 21.53191489],0
d2,1,0.054598,3.694326,[225 208] ; [14 25],[219.25211864 213.74788136] ; [19.74788136 19.25211864],0
r2,1,0.058742,3.572541,[416  17] ; [34  4],[413.69426752  19.30573248] ; [36.30573248  1.69426752],0
p12,1,0.072448,3.226665,[ 52 379] ; [ 1 38],[ 48.60212766 382.39787234] ; [ 4.39787234 34.60212766],0
d1,1,0.072678,3.221467,[269 165] ; [19 21],[263.69620253 170.30379747] ; [24.30379747 15.69620253],0
s8,1,0.096941,2.755168,[253 179] ; [18 22],[248.03389831 183.96610169] ; [22.96610169 17.03389831],0
p6,1,0.101759,2.677764,[187 242] ; [11 26],[182.27896996 246.72103004] ; [15.72103004 21.27896996],0
p11,1,0.108553,2.575169,[359  75] ; [29 11],[355.25738397  78.74261603] ; [32.74261603  7.25738397],0
d4,1,0.132802,2.259436,[362  70] ; [29 10],[358.62420382  73.37579618] ; [32.37579618  6.62420382],0
u1,1,0.139069,2.188233,[ 98 336] ; [ 5 35],[ 94.30801688 339.69198312] ; [ 8.69198312 31.30801688],0
d5,1,0.142526,2.150471,[362  71] ; [29 10],[358.69279661  74.30720339] ; [32.30720339  6.69279661],0
p5,1,0.147985,2.092894,[ 71 359] ; [ 3 36],[ 67.84648188 362.15351812] ; [ 6.15351812 32.84648188],0
b1,1,0.162499,1.950819,[168 266] ; [20 20],[172.1350211 261.8649789] ; [15.8649789 24.1350211],0
a8,1,0.173259,1.85452,[ 62 334] ; [ 9 28],[ 64.9330254 331.0669746] ; [ 6.0669746 30.9330254],0
a2,1,0.174193,1.846482,[119 315] ; [ 7 33],[115.36708861 318.63291139] ; [10.63291139 29.36708861],0
u2,1,0.217044,1.52381,[61 47] ; [9 3],[63. 45.] ; [7. 5.],0
s2,1,0.225629,1.468206,[288 142] ; [23 17],[284.53191489 145.46808511] ; [26.46808511 13.53191489],0
r1,1,0.231958,1.428814,[366  66] ; [31  9],[363.3559322  68.6440678] ; [33.6440678  6.3559322],0
b4,1,0.245669,1.347769,[258 176] ; [20 20],[254.54008439 179.45991561] ; [23.45991561 16.54008439],0
p8,1,0.279133,1.171304,[240 185] ; [18 20],[236.825054 188.174946] ; [21.174946 16.825054],0
v1,1,0.29364,1.102857,[260 164] ; [20 18],[256.96969697 167.03030303] ; [23.03030303 14.96969697],0
p9,1,0.341258,0.905701,[383  46] ; [32  6],[381.23126338  47.76873662] ; [33.76873662  4.23126338],0
p7,1,0.432085,0.617213,[285 135] ; [26  9],[287.07692308 132.92307692] ; [23.92307692 11.07692308],0
d3,1,0.445397,0.58234,[303 130] ; [25 14],[300.89830508 132.10169492] ; [27.10169492 11.89830508],0
a3,1,0.450372,0.569716,[325 106] ; [28 12],[323.02123142 107.97876858] ; [29.97876858 10.02123142],0
b5,1,0.472979,0.515009,[268 166] ; [27 13],[270.10548523 163.89451477] ; [24.89451477 15.10548523],0
a7,1,0.546755,0.363162,[311 121] ; [27 13],[309.3559322 122.6440678] ; [28.6440678 11.3559322],0
s1,1,0.704472,0.143862,[ 17 409] ; [ 2 36],[ 17.44396552 408.55603448] ; [ 1.55603448 36.44396552],0
n1,1,0.756801,0.095904,[39 45] ; [5 7],[38.5 45.5] ; [5.5 6.5],0
v4,1,0.767843,0.087141,[419  15] ; [38  1],[419.3192389  14.6807611] ; [37.6807611  1.3192389],0
r3,1,0.773061,0.083159,[415  18] ; [37  2],[414.65254237  18.34745763] ; [37.34745763  1.65254237],0
a6,1,0.788787,0.071763,[290 142] ; [27 12],[290.75159236 141.24840764] ; [26.24840764 12.75159236],0
v2,1,0.861417,0.030475,[244 175] ; [21 16],[243.49780702 175.50219298] ; [21.50219298 15.49780702],0
