Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,172.747463,[365  28] ; [51 79],[312.59655832  80.40344168] ; [103.40344168  26.59655832],1
n6,1,0.0,64.766917,[364  28] ; [83 46],[336.32245681  55.67754319] ; [110.67754319  18.32245681],1
p11,1,0.0,28.741353,[336  57] ; [83 47],[314.85086042  78.14913958] ; [104.14913958  25.85086042],1
v1,1,0.0,26.757513,[244 140] ; [46 78],[219.21259843 164.78740157] ; [70.78740157 53.21259843],1
p10,1,2.9e-05,17.488164,[339  51] ; [90 37],[323.61702128  66.38297872] ; [105.38297872  21.61702128],1
p4,1,3.8e-05,16.957267,[273 117] ; [64 64],[253.72586873 136.27413127] ; [83.27413127 44.72586873],1
p9,1,0.000182,14.010194,[347  41] ; [96 30],[334.40466926  53.59533074] ; [108.59533074  17.40466926],1
s8,1,0.000431,12.394661,[213 176] ; [48 82],[195.62427746 193.37572254] ; [65.37572254 64.62427746],1
s7,1,0.000458,12.280565,[217 160] ; [48 74],[200.21042084 176.78957916] ; [64.78957916 57.21042084],1
v3,1,0.00072,11.436772,[180 194] ; [37 84],[163.95555556 210.04444444] ; [53.04444444 67.95555556],1
r4,1,0.000777,11.294252,[375  18] ; [113  17],[366.6998088  26.3001912] ; [121.3001912   8.6998088],1
p8,1,0.002123,9.440078,[224 161] ; [54 73],[209.04296875 175.95703125] ; [68.95703125 58.04296875],0
p5,1,0.00213,9.434177,[ 54 336] ; [  5 123],[ 44.42084942 345.57915058] ; [ 14.57915058 113.42084942],0
a8,1,0.002211,9.365305,[ 56 290] ; [  6 112],[ 46.23275862 299.76724138] ; [ 15.76724138 102.23275862],0
a3,1,0.002514,9.130055,[327  64] ; [93 37],[315.20153551  75.79846449] ; [104.79846449  25.20153551],0
p3,1,0.003176,8.703423,[220 170] ; [53 75],[205.54054054 184.45945946] ; [67.45945946 60.54054054],0
s2,1,0.004161,8.212316,[232 156] ; [59 71],[217.96911197 170.03088803] ; [73.03088803 56.96911197],0
a2,1,0.005159,7.822771,[153 240] ; [33 97],[139.7667304 253.2332696] ; [46.2332696 83.7667304],0
p12,1,0.006929,7.291388,[ 43 347] ; [  4 124],[ 35.38610039 354.61389961] ; [ 11.61389961 116.38610039],0
p2,1,0.008105,7.010101,[338  53] ; [98 30],[328.47013487  62.52986513] ; [107.52986513  20.47013487],0
p7,1,0.009079,6.807136,[260 123] ; [70 57],[247.82352941 135.17647059] ; [82.17647059 44.82352941],0
s3,1,0.009226,6.778537,[241 146] ; [63 65],[228.44271845 158.55728155] ; [75.55728155 52.44271845],0
a5,1,0.009479,6.730188,[340  53] ; [100  30],[330.63097514  62.36902486] ; [109.36902486  20.63097514],0
v4,1,0.014013,6.036466,[381  11] ; [120  10],[376.22988506  15.77011494] ; [124.77011494   5.22988506],0
p6,1,0.014219,6.010797,[165 221] ; [38 87],[153.34246575 232.65753425] ; [49.65753425 75.34246575],0
s6,1,0.016379,5.761699,[279 106] ; [79 50],[268.15175097 116.84824903] ; [89.84824903 39.15175097],0
u1,1,0.01668,5.72977,[118 275] ; [ 25 105],[107.45506692 285.54493308] ; [35.54493308 94.45506692],0
a4,1,0.021574,5.279832,[238 154] ; [64 66],[226.78927203 165.21072797] ; [75.21072797 54.78927203],0
r1,1,0.028748,4.782651,[341  51] ; [102  27],[333.31285988  58.68714012] ; [109.68714012  19.31285988],0
s4,1,0.039271,4.249108,[ 56 329] ; [ 29 101],[ 63.54368932 321.45631068] ; [ 21.45631068 108.54368932],0
r2,1,0.046034,3.980364,[381   8] ; [121   7],[377.71373308  11.28626692] ; [124.28626692   3.71373308],0
u4,1,0.053828,3.71802,[ 17 376] ; [  1 129],[ 13.52581262 379.47418738] ; [  4.47418738 125.52581262],0
s5,1,0.075177,3.166207,[147 230] ; [37 86],[138.736 238.264] ; [45.264 77.736],0
n1,1,0.123775,2.368888,[30 41] ; [12 31],[26.15789474 44.84210526] ; [15.84210526 27.15789474],0
d3,1,0.207855,1.586304,[342  49] ; [119  11],[345.97120921  45.02879079] ; [115.02879079  14.97120921],0
a1,1,0.215065,1.536996,[ 23 370] ; [  4 126],[ 20.28871893 372.71128107] ; [  6.71128107 123.28871893],0
n2,1,0.233589,1.418874,[53 20] ; [26 16],[50.14782609 22.85217391] ; [28.85217391 13.14782609],0
b2,1,0.264529,1.244897,[108 149] ; [25 47],[103.89361702 153.10638298] ; [29.10638298 42.89361702],0
