Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.001374,10.240232,[105  16] ; [27 15],[97.98773006 23.01226994] ; [34.01226994  7.98773006],0
s4,1,0.003212,8.68272,[ 22 100] ; [17 25],[29.01219512 92.98780488] ; [ 9.98780488 32.01219512],0
b1,1,0.007322,7.192347,[31 91] ; [20 22],[37.93902439 84.06097561] ; [13.06097561 28.93902439],0
r3,1,0.010135,6.611077,[118   4] ; [36  6],[114.56097561   7.43902439] ; [39.43902439  2.56097561],0
n6,1,0.013848,6.057411,[88 34] ; [21 20],[81.58282209 40.41717791] ; [27.41717791 13.58282209],0
p3,1,0.031294,4.636769,[55 67] ; [11 31],[49.09756098 72.90243902] ; [16.90243902 25.09756098],0
r4,1,0.034226,4.483401,[109  13] ; [32 10],[104.8902439  17.1097561] ; [36.1097561  5.8902439],0
b2,1,0.04812,3.905788,[26 45] ; [ 2 15],[22.59090909 48.40909091] ; [ 5.40909091 11.59090909],0
b3,1,0.04812,3.905788,[26 45] ; [ 2 15],[22.59090909 48.40909091] ; [ 5.40909091 11.59090909],0
p7,1,0.051733,3.784371,[77 42] ; [20 22],[71.69565217 47.30434783] ; [25.30434783 16.69565217],0
n4,1,0.10737,2.592506,[52 70] ; [12 30],[47.6097561 74.3902439] ; [16.3902439 25.6097561],0
p4,1,0.109304,2.564252,[61 61] ; [15 27],[56.53658537 65.46341463] ; [19.46341463 22.53658537],0
v4,1,0.111016,2.539703,[116   4] ; [38  4],[114.07407407   5.92592593] ; [39.92592593  2.07407407],0
p8,1,0.120148,2.41539,[60 61] ; [15 27],[55.67484663 65.32515337] ; [19.32515337 22.67484663],0
s2,1,0.135661,2.226502,[53 68] ; [24 18],[57.1595092 63.8404908] ; [19.8404908 22.1595092],0
a5,1,0.156794,2.004875,[87 35] ; [25 17],[83.31707317 38.68292683] ; [28.68292683 13.31707317],0
p9,1,0.180369,1.794584,[113   9] ; [36  6],[110.84146341  11.15853659] ; [38.15853659  3.84146341],0
p5,1,0.190341,1.71498,[ 10 111] ; [ 1 41],[  8.16564417 112.83435583] ; [ 2.83435583 39.16564417],0
r2,1,0.195981,1.672071,[113   7] ; [37  5],[111.11111111   8.88888889] ; [38.88888889  3.11111111],0
s7,1,0.248055,1.334228,[45 76] ; [19 21],[48.09937888 72.90062112] ; [15.90062112 24.09937888],0
d2,1,0.258457,1.277004,[46 76] ; [20 22],[49.09756098 72.90243902] ; [16.90243902 25.09756098],0
s1,1,0.285285,1.141741,[  4 118] ; [ 3 39],[  5.20731707 116.79268293] ; [ 1.79268293 40.20731707],0
p12,1,0.305341,1.050723,[  8 114] ; [ 1 41],[  6.69512195 115.30487805] ; [ 2.30487805 39.69512195],0
s5,1,0.305528,1.049909,[36 82] ; [15 23],[38.57692308 79.42307692] ; [12.42307692 25.57692308],0
a2,1,0.314412,1.012051,[ 18 104] ; [ 9 33],[ 20.08536585 101.91463415] ; [ 6.91463415 35.08536585],0
d5,1,0.351734,0.867193,[96 26] ; [35  6],[98.04907975 23.95092025] ; [32.95092025  8.04907975],0
d1,1,0.37926,0.773098,[66 56] ; [26 16],[68.43902439 53.56097561] ; [23.56097561 18.43902439],0
d4,1,0.416573,0.659964,[101  21] ; [37  5],[102.65853659  19.34146341] ; [35.34146341  6.65853659],0
u1,1,0.426217,0.63311,[ 12 110] ; [ 6 36],[ 13.3902439 108.6097561] ; [ 4.6097561 37.3902439],0
s8,1,0.43247,0.616182,[49 73] ; [14 28],[46.86585366 75.13414634] ; [16.13414634 25.86585366],0
a4,1,0.433692,0.612917,[44 78] ; [18 24],[46.12195122 75.87804878] ; [15.87804878 26.12195122],0
u3,1,0.455426,0.557112,[30 13] ; [7 5],[28.92727273 14.07272727] ; [8.07272727 3.92727273],0
a7,1,0.490435,0.475572,[95 27] ; [34  7],[96.55214724 25.44785276] ; [32.44785276  8.55214724],0
n1,1,0.513118,0.427704,[ 9 22] ; [ 3 12],[ 8.08695652 22.91304348] ; [ 3.91304348 11.08695652],0
u2,1,0.514731,0.424438,[29 14] ; [10  3],[29.94642857 13.05357143] ; [9.05357143 3.94642857],0
b4,1,0.543878,0.3684,[79 43] ; [25 17],[77.36585366 44.63414634] ; [26.63414634 15.36585366],0
v1,1,0.555096,0.348266,[45 72] ; [14 28],[43.41509434 73.58490566] ; [15.58490566 26.41509434],0
d3,1,0.584918,0.298351,[90 32] ; [32  9],[91.31288344 30.68711656] ; [30.68711656 10.31288344],0
b5,1,0.61014,0.259971,[73 49] ; [27 15],[74.3902439 47.6097561] ; [25.6097561 16.3902439],0
r1,1,0.689763,0.159342,[93 28] ; [31 11],[92.04907975 28.95092025] ; [31.95092025 10.04907975],0
s3,1,0.74287,0.10762,[63 56] ; [21 21],[62.08695652 56.91304348] ; [21.91304348 20.08695652],0
n2,1,0.766105,0.08849,[20 11] ; [9 6],[19.54347826 11.45652174] ; [9.45652174 5.54347826],0
v3,1,0.813626,0.055578,[32 85] ; [12 29],[32.58227848 84.41772152] ; [11.41772152 29.58227848],0
v2,1,0.816789,0.053674,[59 57] ; [19 20],[58.37419355 57.62580645] ; [19.62580645 19.37419355],0
a3,1,0.822369,0.0504,[79 43] ; [28 14],[79.59756098 42.40243902] ; [27.40243902 14.59756098],0
s6,1,0.83659,0.042542,[75 45] ; [27 15],[75.55555556 44.44444444] ; [26.44444444 15.55555556],0
p1,1,0.846977,0.03724,[ 10 111] ; [ 3 38],[  9.70987654 111.29012346] ; [ 3.29012346 37.70987654],0
p6,1,0.94168,0.005352,[35 85] ; [12 30],[34.81481481 85.18518519] ; [12.18518519 29.81481481],0
a6,1,0.967365,0.001674,[78 44] ; [27 15],[78.1097561 43.8902439] ; [26.8902439 15.1097561],0
a1,1,0.967684,0.001641,[  6 116] ; [ 2 40],[  5.95121951 116.04878049] ; [ 2.04878049 39.95121951],0
n3,1,1.0,0.0,[22  8] ; [11  4],[22.  8.] ; [11.  4.],0
