Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,46.260454,[10 80] ; [23  8],[24.54545455 65.45454545] ; [ 8.45454545 22.54545455],1
s6,1,2e-06,22.476733,[28 65] ; [25  7],[39.432 53.568] ; [13.568 18.432],1
p9,1,8e-06,19.969146,[37 52] ; [28  4],[47.80991736 41.19008264] ; [17.19008264 14.80991736],1
p10,1,1.7e-05,18.536996,[37 55] ; [27  5],[47.48387097 44.51612903] ; [16.51612903 15.48387097],1
s2,1,5.6e-05,16.222425,[23 70] ; [21 12],[32.47619048 60.52380952] ; [11.52380952 21.47619048],1
s3,1,6.6e-05,15.931282,[30 62] ; [24  9],[39.744 52.256] ; [14.256 18.744],1
v1,1,0.000391,12.573306,[21 72] ; [18 14],[29.016 63.984] ; [ 9.984 22.016],1
p6,1,0.000514,12.065466,[ 9 82] ; [12 21],[15.41129032 75.58870968] ; [ 5.58870968 27.41129032],1
s5,1,0.00088,11.06383,[13 77] ; [13 17],[19.5 70.5] ; [ 6.5 23.5],1
v4,1,0.00089,11.044474,[64 30] ; [32  1],[71.05511811 22.94488189] ; [24.94488189  8.05511811],1
p4,1,0.001146,10.575507,[20 73] ; [17 16],[27.30952381 65.69047619] ; [ 9.69047619 23.30952381],0
r4,1,0.001574,9.990222,[54 40] ; [29  4],[61.43307087 32.56692913] ; [21.56692913 11.43307087],0
s4,1,0.003416,8.570692,[14 79] ; [13 20],[19.92857143 73.07142857] ; [ 7.07142857 25.92857143],0
r3,1,0.005769,7.621221,[66 28] ; [31  2],[71.79527559 22.20472441] ; [25.20472441  7.79527559],0
d2,1,0.006505,7.40488,[36 56] ; [22 11],[42.688 49.312] ; [15.312 17.688],0
n2,1,0.016693,5.728405,[25 18] ; [13  1],[28.66666667 14.33333333] ; [9.33333333 4.66666667],0
p11,1,0.017818,5.613914,[43 51] ; [23 10],[48.8503937 45.1496063] ; [17.1496063 15.8503937],0
p12,1,0.020547,5.364792,[ 1 93] ; [ 3 29],[ 2.98412698 91.01587302] ; [ 1.01587302 30.98412698],0
d5,1,0.026971,4.892659,[57 37] ; [27  6],[62.17322835 31.82677165] ; [21.82677165 11.17322835],0
r2,1,0.031208,4.641506,[70 21] ; [31  2],[74.12096774 16.87903226] ; [26.87903226  6.12096774],0
u2,1,0.04236,4.120756,[15 28] ; [7 3],[17.8490566 25.1509434] ; [4.1509434 5.8490566],0
n6,1,0.042997,4.095536,[55 38] ; [26  7],[59.78571429 33.21428571] ; [21.21428571 11.78571429],0
r1,1,0.050237,3.833536,[50 44] ; [24  9],[54.77165354 39.22834646] ; [19.22834646 13.77165354],0
a4,1,0.051984,3.776292,[35 57] ; [19 14],[39.744 52.256] ; [14.256 18.744],0
