Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,30.117939,[54  5] ; [31 37],[39.48818898 19.51181102] ; [45.51181102 22.48818898],1
p8,1,4e-06,21.234592,[48 11] ; [27 39],[35.4 23.6] ; [39.6 26.4],1
p3,1,0.000178,14.054843,[43 16] ; [27 41],[32.51968504 26.48031496] ; [37.48031496 30.51968504],1
p7,1,0.000328,12.90228,[51  7] ; [39 27],[42.09677419 15.90322581] ; [47.90322581 18.09677419],1
d1,1,0.001075,10.693941,[43 16] ; [30 38],[33.91338583 25.08661417] ; [39.08661417 28.91338583],0
a4,1,0.001377,10.236175,[33 26] ; [19 49],[24.15748031 34.84251969] ; [27.84251969 40.15748031],0
d4,1,0.001801,9.742434,[54  5] ; [47 21],[46.92125984 12.07874016] ; [54.07874016 13.92125984],0
p1,1,0.004022,8.273842,[ 9 50] ; [ 1 67],[ 4.64566929 54.35433071] ; [ 5.35433071 62.64566929],0
s5,1,0.009433,6.738928,[33 19] ; [26 40],[26. 26.] ; [33. 33.],0
s8,1,0.010418,6.561908,[36 23] ; [26 42],[28.80314961 30.19685039] ; [33.19685039 34.80314961],0
d2,1,0.011737,6.350117,[34 25] ; [24 44],[26.94488189 32.05511811] ; [31.05511811 36.94488189],0
d3,1,0.023123,5.159216,[50  8] ; [47 21],[44.65079365 13.34920635] ; [52.34920635 15.65079365],0
b1,1,0.023532,5.128826,[26 33] ; [17 51],[19.97637795 39.02362205] ; [23.02362205 44.97637795],0
b3,1,0.024406,5.065571,[11 21] ; [ 4 31],[ 7.1641791 24.8358209] ; [ 7.8358209 27.1641791],0
b2,1,0.024406,5.065571,[11 21] ; [ 4 31],[ 7.1641791 24.8358209] ; [ 7.8358209 27.1641791],0
p5,1,0.037215,4.340525,[ 9 50] ; [ 3 65],[ 5.57480315 53.42519685] ; [ 6.42519685 61.57480315],0
u1,1,0.049706,3.85135,[16 43] ; [ 9 59],[11.61417323 47.38582677] ; [13.38582677 54.61417323],0
n1,1,0.076626,3.135059,[5 6] ; [ 3 16],[2.93333333 8.06666667] ; [ 5.06666667 13.93333333],0
r1,1,0.078924,3.086927,[48 11] ; [46 22],[43.66929134 15.33070866] ; [50.33070866 17.66929134],0
a2,1,0.086658,2.935388,[17 42] ; [11 57],[13.00787402 45.99212598] ; [14.99212598 53.00787402],0
s7,1,0.100352,2.699935,[40 17] ; [38 30],[35.568 21.432] ; [42.432 25.568],0
p9,1,0.107912,2.58453,[53  6] ; [54 14],[49.70866142  9.29133858] ; [57.29133858 10.70866142],0
p10,1,0.186883,1.742022,[52  7] ; [54 14],[49.24409449  9.75590551] ; [56.75590551 11.24409449],0
s2,1,0.192374,1.699339,[45 14] ; [44 23],[41.67460317 17.32539683] ; [47.32539683 19.67460317],0
n3,1,0.199165,1.648489,[7 4] ; [16  3],[8.43333333 2.56666667] ; [14.56666667  4.43333333],0
v4,1,0.219943,1.504741,[58  1] ; [63  4],[56.65873016  2.34126984] ; [64.34126984  2.65873016],0
v1,1,0.236424,1.401791,[30 28] ; [28 40],[26.6984127 31.3015873] ; [31.3015873 36.6984127],0
s1,1,0.2448,1.352738,[ 3 56] ; [ 1 67],[ 1.85826772 57.14173228] ; [ 2.14173228 65.85826772],0
n6,1,0.264264,1.24628,[45 13] ; [58 10],[47.41269841 10.58730159] ; [55.58730159 12.41269841],0
a5,1,0.322541,0.978614,[43 16] ; [44 24],[40.41732283 18.58267717] ; [46.58267717 21.41732283],0
n5,1,0.34437,0.894097,[46 13] ; [48 20],[43.66929134 15.33070866] ; [50.33070866 17.66929134],0
r3,1,0.355676,0.853102,[52  6] ; [64  4],[53.3968254  4.6031746] ; [62.6031746  5.3968254],0
p11,1,0.444406,0.584879,[46 13] ; [49 19],[44.13385827 14.86614173] ; [50.86614173 17.13385827],0
n4,1,0.457448,0.552131,[41 18] ; [43 25],[39.02362205 19.97637795] ; [44.97637795 23.02362205],0
a1,1,0.477519,0.504523,[ 2 57] ; [ 1 67],[ 1.39370079 57.60629921] ; [ 1.60629921 66.39370079],0
r4,1,0.487122,0.482876,[52  7] ; [57 11],[50.63779528  8.36220472] ; [58.36220472  9.63779528],0
d5,1,0.499146,0.456751,[48 10] ; [53 15],[46.49206349 11.50793651] ; [54.50793651 13.49206349],0
v3,1,0.499742,0.455485,[15 43] ; [21 46],[16.704 41.296] ; [19.296 47.704],0
b5,1,0.633555,0.22727,[38 21] ; [41 27],[36.7007874 22.2992126] ; [42.2992126 25.7007874],0
v2,1,0.67532,0.175442,[25 33] ; [26 40],[23.85483871 34.14516129] ; [27.14516129 38.85483871],0
r2,1,0.690009,0.159075,[54  4] ; [62  6],[53.3968254  4.6031746] ; [62.6031746  5.3968254],0
u2,1,0.74591,0.105,[11  9] ; [11 11],[10.47619048  9.52380952] ; [11.52380952 10.47619048],0
s3,1,0.824027,0.049448,[43 16] ; [50 17],[43.54761905 15.45238095] ; [49.45238095 17.54761905],0
a6,1,0.846526,0.037463,[40 19] ; [45 23],[39.48818898 19.51181102] ; [45.51181102 22.48818898],0
n2,1,0.849753,0.035885,[9 2] ; [15  4],[8.8 2.2] ; [15.2  3.8],0
a3,1,0.853527,0.034085,[39 20] ; [46 22],[39.48818898 19.51181102] ; [45.51181102 22.48818898],0
s6,1,0.926648,0.008475,[47 10] ; [54 12],[46.80487805 10.19512195] ; [54.19512195 11.80487805],0
a8,1,0.930839,0.007532,[ 3 53] ; [ 3 57],[ 2.89655172 53.10344828] ; [ 3.10344828 56.89655172],0
u3,1,0.952198,0.003594,[12  8] ; [13  9],[11.9047619  8.0952381] ; [13.0952381  8.9047619],0
b4,1,0.954561,0.003247,[35 24] ; [40 28],[34.84251969 24.15748031] ; [40.15748031 27.84251969],0
a7,1,0.990059,0.000155,[41 17] ; [48 20],[40.96825397 17.03174603] ; [48.03174603 19.96825397],0
