Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000142,14.478203,[14 62] ; [18 15],[22.31192661 53.68807339] ; [ 9.68807339 23.31192661],1
p8,1,0.000553,11.926937,[10 65] ; [14 18],[16.82242991 58.17757009] ; [ 7.17757009 24.82242991],1
s6,1,0.00178,9.763989,[19 57] ; [18 14],[26.03703704 49.96296296] ; [10.96296296 21.03703704],0
s3,1,0.002615,9.058282,[19 55] ; [17 13],[25.61538462 48.38461538] ; [10.38461538 19.61538462],0
p2,1,0.002825,8.917357,[34 42] ; [25  8],[41.13761468 34.86238532] ; [17.86238532 15.13761468],0
b3,1,0.003135,8.727273,[20 24] ; [ 2 20],[14.66666667 29.33333333] ; [ 7.33333333 14.66666667],0
b2,1,0.003135,8.727273,[20 24] ; [ 2 20],[14.66666667 29.33333333] ; [ 7.33333333 14.66666667],0
s2,1,0.00381,8.372411,[14 61] ; [15 18],[20.13888889 54.86111111] ; [ 8.86111111 24.13888889],0
p3,1,0.01007,6.62243,[11 65] ; [12 21],[16.03669725 59.96330275] ; [ 6.96330275 26.03669725],0
d1,1,0.019835,5.42638,[34 42] ; [ 7 26],[28.58715596 47.41284404] ; [12.41284404 20.58715596],0
b4,1,0.022821,5.182051,[50 26] ; [14 19],[44.62385321 31.37614679] ; [19.37614679 13.62385321],0
s8,1,0.063011,3.456312,[ 8 68] ; [ 8 25],[11.1559633 64.8440367] ; [ 4.8440367 28.1559633],0
p10,1,0.068845,3.310354,[33 41] ; [21 12],[37.34579439 36.65420561] ; [16.65420561 16.34579439],0
p11,1,0.075608,3.15687,[32 44] ; [20 13],[36.25688073 39.74311927] ; [15.74311927 17.25688073],0
p1,1,0.106793,2.601044,[10 66] ; [ 1 32],[ 7.66972477 68.33027523] ; [ 3.33027523 29.66972477],0
v4,1,0.130483,2.286751,[40 36] ; [20  9],[43.42857143 32.57142857] ; [16.57142857 12.42857143],0
p9,1,0.134254,2.242617,[34 37] ; [21 12],[37.54807692 33.45192308] ; [17.45192308 15.54807692],0
s4,1,0.152149,2.05057,[10 66] ; [ 8 25],[12.55045872 63.44954128] ; [ 5.44954128 27.55045872],0
d5,1,0.152845,2.043629,[48 28] ; [16 17],[44.62385321 31.37614679] ; [19.37614679 13.62385321],0
r3,1,0.189701,1.719942,[36 38] ; [20 12],[39.09433962 34.90566038] ; [16.90566038 15.09433962],0
d2,1,0.205522,1.60269,[32 42] ; [10 23],[29.04672897 44.95327103] ; [12.95327103 20.04672897],0
a4,1,0.22913,1.446251,[27 48] ; [ 8 25],[24.30555556 50.69444444] ; [10.69444444 22.30555556],0
u3,1,0.247925,1.334958,[11 24] ; [6 6],[12.65957447 22.34042553] ; [4.34042553 7.65957447],0
s7,1,0.253372,1.304616,[17 55] ; [11 21],[19.38461538 52.61538462] ; [ 8.61538462 23.38461538],0
a1,1,0.276745,1.183003,[10 66] ; [ 2 31],[ 8.36697248 67.63302752] ; [ 3.63302752 29.36697248],0
n3,1,0.2788,1.172932,[18 20] ; [9 5],[19.73076923 18.26923077] ; [7.26923077 6.73076923],0
u2,1,0.279253,1.17072,[11 24] ; [5 5],[12.44444444 22.55555556] ; [3.55555556 6.44444444],0
a3,1,0.293106,1.105299,[41 34] ; [21 11],[43.45794393 31.54205607] ; [18.54205607 13.45794393],0
v1,1,0.29824,1.082047,[21 53] ; [12 19],[23.25714286 50.74285714] ; [ 9.74285714 21.25714286],0
r1,1,0.308713,1.036172,[24 52] ; [ 7 25],[21.81481481 54.18518519] ; [ 9.18518519 22.81481481],0
n5,1,0.396845,0.717865,[46 30] ; [16 15],[44.03738318 31.96261682] ; [17.96261682 13.03738318],0
n2,1,0.401758,0.703057,[20 19] ; [9 5],[21.33962264 17.66037736] ; [7.66037736 6.33962264],0
b5,1,0.41503,0.664346,[35 41] ; [18 15],[36.95412844 39.04587156] ; [16.04587156 16.95412844],0
n6,1,0.418746,0.653832,[44 31] ; [15 15],[42.14285714 32.85714286] ; [16.85714286 13.14285714],0
u1,1,0.455453,0.557045,[ 5 71] ; [ 1 32],[ 4.18348624 71.81651376] ; [ 1.81651376 31.18348624],0
a8,1,0.485083,0.487413,[ 4 67] ; [ 3 29],[ 4.82524272 66.17475728] ; [ 2.17475728 29.82524272],0
s5,1,0.492946,0.47009,[12 64] ; [ 7 26],[13.24770642 62.75229358] ; [ 5.75229358 27.24770642],0
v2,1,0.518848,0.416184,[23 51] ; [12 20],[24.43396226 49.56603774] ; [10.56603774 21.43396226],0
p5,1,0.629188,0.233163,[ 4 72] ; [ 1 31],[ 3.51851852 72.48148148] ; [ 1.48148148 30.51851852],0
s1,1,0.644049,0.213486,[ 5 71] ; [ 3 30],[ 5.57798165 70.42201835] ; [ 2.42201835 30.57798165],0
v3,1,0.731529,0.117712,[16 60] ; [ 6 27],[15.33944954 60.66055046] ; [ 6.66055046 26.33944954],0
r2,1,0.735849,0.113809,[41 33] ; [15 14],[40.23300971 33.76699029] ; [15.76699029 13.23300971],0
a5,1,0.78593,0.073767,[39 37] ; [16 17],[38.34862385 37.65137615] ; [16.65137615 16.34862385],0
b1,1,0.78593,0.073767,[37 39] ; [17 16],[37.65137615 38.34862385] ; [16.34862385 16.65137615],0
a6,1,0.815125,0.054671,[35 41] ; [16 17],[35.55963303 40.44036697] ; [15.44036697 17.55963303],0
a7,1,0.834532,0.043636,[37 38] ; [17 16],[37.5 37.5] ; [16.5 16.5],0
d4,1,0.861149,0.030594,[51 24] ; [23 10],[51.38888889 23.61111111] ; [22.61111111 10.38888889],0
n1,1,0.871804,0.026039,[13 26] ; [5 9],[13.24528302 25.75471698] ; [4.75471698 9.24528302],0
d3,1,0.914616,0.011496,[40 36] ; [17 16],[39.74311927 36.25688073] ; [17.25688073 15.74311927],0
n4,1,0.975285,0.00096,[44 32] ; [19 14],[43.9266055 32.0733945] ; [19.0733945 13.9266055],0
